Chr	bin	name	strand	g_Start	g_End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	Sample_ID	CNV_Start	CNV_End	CNV_Value	CNV_Conf	Comment	Empty	Length	Check_gene
23	795	NM_001040554	+	27646982	27652279	27647098	27651824	10	27646982,27647469,27647935,27650666,27651058,27651600,27651772,27651820,27652058,27652128,	27647174,27647739,27648208,27650942,27651169,27651633,27651820,27651826,27652118,27652279,	0	BOLA-A	cmpl	cmpl	0,1,1,1,1,1,1,2,-1,-1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	795	NM_001114855	+	27647068	27652298	27647098	27651987	8	27647068,27647469,27647935,27650666,27651058,27651600,27651772,27651982,	27647174,27647739,27648208,27650942,27651169,27651633,27651820,27652298,	0	BoLA	cmpl	cmpl	0,1,1,1,1,1,1,1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	795	NR_162197	+	27647868	27647945	27647945	27647945	1	27647868,	27647945,	0	MIR10167	unk	unk	-1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	796	NM_001281907	-	27659362	27729696	27659408	27729696	6	27659362,27661711,27661958,27662821,27726747,27729626,	27659521,27661834,27662237,27663085,27727008,27729696,	0	MIC2	cmpl	cmpl	1,1,1,1,1,0,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	796	NM_001127317	-	27659362	27729750	27659408	27729696	6	27659362,27725122,27725594,27726235,27726747,27729626,	27659521,27725251,27725654,27726499,27727008,27729750,	0	MIC1	cmpl	cmpl	1,1,1,1,1,0,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	796	NM_174580	+	27769892	27774392	27769892	27774392	5	27769892,27773004,27773402,27773861,27774125,	27770297,27773125,27773533,27774020,27774392,	0	POU5F1	cmpl	cmpl	0,0,1,0,0,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	796	NM_001083684	-	27775676	27779418	27776232	27778556	4	27775676,27776725,27778318,27779311,	27776473,27777281,27778882,27779418,	0	TCF19	cmpl	cmpl	2,1,0,-1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	99	NM_001024536	+	27779848	27791241	27780957	27791106	16	27779848,27780840,27781051,27782592,27785215,27785493,27785814,27786114,27786732,27786927,27788824,27789094,27789378,27790304,27790564,27790996,	27779883,27780973,27781265,27782896,27785379,27785629,27785925,27786264,27786843,27787034,27788961,27789283,27789480,27790456,27790736,27791241,	0	CCHCR1	cmpl	cmpl	-1,0,1,2,0,2,0,0,0,0,2,1,1,1,0,1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	797	NM_001080374	+	27793272	27794716	27793301	27794338	2	27793272,27793982,	27793353,27794716,	0	PSORS1C2	cmpl	cmpl	0,1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	797	NM_001077950	+	27808495	27812712	27808500	27812246	3	27808495,27810651,27810915,	27808585,27810915,27812712,	0	CDSN	cmpl	cmpl	0,1,1,	201094560059_R02C01	27286587	27824286	3	48.80378			537700	Has_gene
23	824	NM_174508	-	31342498	31373025	31343550	31373025	2	31342498,31372977,	31344106,31373025,	0	BTN1A1	cmpl	incmpl	2,0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	824	NM_001374535	+	31456802	31457219	31456885	31457197	1	31456802,	31457219,	0	H4C8	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001374536	+	31474008	31474467	31474029	31474440	1	31474008,	31474467,	0	H3C8	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001374537	+	31479362	31479743	31479374	31479686	1	31479362,	31479743,	0	H4C7	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001374534	-	31485071	31485727	31485394	31485706	1	31485071,	31485727,	0	H4C6	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001101066	+	31490461	31494119	31490519	31491185	1	31490461,	31494119,	0	H1-3	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001374533	-	31497443	31497936	31497479	31497890	1	31497443,	31497936,	0	H3C6	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001374532	-	31502658	31503095	31502776	31503087	1	31502658,	31503095,	0	H4C16	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001105643	+	31519197	31519765	31519420	31519624	1	31519197,	31519765,	0	H2BC8	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001098989	-	31530227	31531841	31531156	31531789	1	31530227,	31531841,	0	H1-12	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001099724	+	31534730	31535523	31534758	31535070	1	31534730,	31535523,	0	H4C4	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	825	NM_001046246	-	31554345	31555332	31554875	31555256	2	31554345,31554866,	31554560,31555332,	0	H2BC5	cmpl	cmpl	-1,0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	103	NM_001205596	-	31579040	31589224	31588780	31589173	2	31579040,31588665,	31579203,31589224,	0	H2AC6	cmpl	cmpl	-1,0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NR_107804	-	31589156	31589240	31589240	31589240	1	31589156,	31589240,	0	MIR6531	unk	unk	-1,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001374531	-	31607155	31607807	31607478	31607790	1	31607155,	31607807,	0	H4C3	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001012399	+	31614237	31621350	31614300	31621316	6	31614237,31617684,31618377,31619774,31620182,31621275,	31614376,31617948,31618677,31620050,31620296,31621350,	0	HFE	cmpl	cmpl	0,1,1,1,1,1,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001083425	+	31636902	31639367	31636946	31637588	2	31636902,31639172,	31637795,31639367,	0	H1-2	cmpl	cmpl	0,-1,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001374530	-	31644052	31644536	31644097	31644508	1	31644052,	31644536,	0	LOC115945165	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_173880	+	31665561	31667068	31665599	31665911	1	31665561,	31667068,	0	H4C2	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001374528	-	31669627	31670023	31669662	31669974	1	31669627,	31670023,	0	H4C1	cmpl	cmpl	0,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
23	826	NM_001034574	-	31693731	31708621	31693877	31706914	8	31693731,31700143,31700351,31701358,31703374,31706515,31708257,31708571,	31694398,31700256,31700374,31701589,31703470,31707059,31708293,31708621,	0	TRIM38	cmpl	cmpl	1,2,0,0,0,0,-1,-1,	201094560059_R02C01	31338261	31707092	3	45.82381			368832	Has_gene
12																201094560059_R02C02	58073538	58417437	1	45.09861			343900	Non_gene
23	772	NM_001192244	+	24588031	24627769	24588128	24627606	11	24588031,24590492,24595487,24599996,24601283,24606560,24610588,24612941,24613487,24625752,24627534,	24588191,24590714,24595775,24600146,24601476,24606781,24610729,24613155,24613635,24625963,24627769,	0	EFHC1	cmpl	cmpl	0,0,0,0,0,1,0,0,1,2,0,	201094560059_R02C02	24607919	24671650	0	37.54905			63732	Has_gene
23	96	NM_001193150	-	24637957	24702830	24638149	24702830	11	24637957,24639342,24640229,24640564,24642279,24642905,24644603,24650095,24650652,24666932,24702710,	24638223,24639506,24640373,24640669,24642350,24642990,24644662,24650212,24650762,24666996,24702830,	0	TRAM2	cmpl	cmpl	1,2,2,2,0,2,0,0,1,0,0,	201094560059_R02C02	24607919	24671650	0	37.54905			63732	Has_gene
28																201094560059_R02C02	2485319	2600973	0	373.6888			115655	Non_gene
6	1242	NM_001046354	-	86169554	86190786	86169765	86190754	6	86169554,86179521,86180835,86181163,86189033,86190033,	86170045,86179741,86180923,86181295,86189182,86190786,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560059_R04C01	86136385	86207116	0	148.8207			70732	Has_gene
17																201094560059_R04C01	42422307	42685587	1	58.98623			263281	Non_gene
4	1452	NM_001080260	-	113763389	113768447	113763403	113765164	3	113763389,113765154,113767851,	113764287,113765202,113768447,	0	LOC511617	cmpl	cmpl	1,0,-1,	201094560059_R04C02	113664827	113889320	3	57.4412			224494	Has_gene
4	1453	NM_001046060	-	113866798	113874303	113867587	113871555	3	113866798,113871515,113874255,	113868507,113871569,113874303,	0	GIMAP4	cmpl	cmpl	1,0,-1,	201094560059_R04C02	113664827	113889320	3	57.4412			224494	Has_gene
12																201094560059_R04C02	58073538	58417437	1	79.59124			343900	Non_gene
28																201094560059_R04C02	2519599	2600973	0	385.1758			81375	Non_gene
4																201094560059_R06C01	6270385	6425277	3	77.42247			154893	Non_gene
12	1144	NR_107721	-	73398778	73398878	73398878	73398878	1	73398778,	73398878,	0	MIR3141	unk	unk	-1,	201094560059_R06C01	73363460	73497775	0	70.46824			134316	Has_gene
12																201094560059_R06C01	75404936	75517838	0	71.97363			112903	Non_gene
15																201094560059_R06C01	48022950	48075574	0	52.3264			52625	Non_gene
2	793	NM_001046257	-	27317637	27380506	27317715	27380451	16	27317637,27321134,27322328,27323355,27326591,27327992,27335301,27335524,27341449,27347541,27350400,27353119,27353402,27356895,27369949,27380424,	27317852,27321224,27322440,27323481,27326680,27328101,27335427,27335623,27341575,27347640,27350463,27353201,27353465,27356979,27370035,27380506,	0	NOSTRIN	cmpl	cmpl	1,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,	201094560059_R06C02	27366556	27998060	3	118.4196			631505	Has_gene
2	99	NM_001193132	-	27407916	27758923	27407916	27758923	10	27407916,27411145,27463675,27467085,27486818,27489266,27550901,27641524,27653076,27758753,	27408069,27411302,27463782,27467214,27486911,27489317,27550959,27641655,27653182,27758923,	0	CERS6	cmpl	cmpl	0,2,0,0,0,0,2,0,2,0,	201094560059_R06C02	27366556	27998060	3	118.4196			631505	Has_gene
2	795	NR_031070	-	27629812	27629887	27629887	27629887	1	27629812,	27629887,	0	MIR2353	unk	unk	-1,	201094560059_R06C02	27366556	27998060	3	118.4196			631505	Has_gene
2	798	NM_001075826	+	27924667	28017775	27924730	28017172	5	27924667,27991506,28012364,28015662,28017030,	27924917,27991619,28012473,28015804,28017775,	0	STK39	cmpl	cmpl	0,1,0,1,2,	201094560059_R06C02	27366556	27998060	3	118.4196			631505	Has_gene
4																201094560059_R06C02	6270385	6425277	3	77.23895			154893	Non_gene
7																201094560059_R06C02	9488262	9558112	0	71.38324			69851	Non_gene
10																201094560059_R07C01	23208530	23543330	0	124.5754			334801	Non_gene
23																201094560059_R07C01	26255454	26309259	0	48.29111			53806	Non_gene
25																201094560059_R07C01	10131703	10160301	0	53.21094			28599	Non_gene
10																201094560059_R07C02	14129663	14200836	3	38.92271			71174	Non_gene
12																201094560059_R07C02	72419043	73375464	0	145.7189			956422	Non_gene
12																201094560059_R07C02	75501120	75789302	0	106.6354			288183	Non_gene
14																201094560059_R07C02	84606028	84628243	3	39.18072			22216	Non_gene
15	940	NM_001206767	+	46624352	46625288	46624352	46625288	1	46624352,	46625288,	0	LOC530354	cmpl	cmpl	0,	201094560059_R07C02	46605212	46975690	3	57.94102			370479	Has_gene
15	941	NM_001105049	+	46663447	46674104	46672806	46673750	4	46663447,46672102,46672783,46673733,	46663590,46672267,46673733,46674104,	0	LOC100125776	cmpl	cmpl	-1,-1,0,1,	201094560059_R07C02	46605212	46975690	3	57.94102			370479	Has_gene
15	942	NM_001075293	+	46902642	46904086	46903189	46903871	3	46902642,46903147,46903532,	46902833,46903216,46904086,	0	LOC506989	cmpl	cmpl	-1,0,0,	201094560059_R07C02	46605212	46975690	3	57.94102			370479	Has_gene
23																201094560059_R07C02	26255454	26314846	0	236.2057			59393	Non_gene
7																201094560059_R08C01	187428	233662	0	402.2029			46235	Non_gene
12																201094560059_R08C01	74872195	75391198	3	62.46883			519004	Non_gene
16	132	NM_001034206	+	62068138	62128365	62080544	62127908	16	62068138,62080539,62094279,62112152,62113657,62115006,62115868,62117791,62119880,62120249,62121340,62122712,62124043,62125191,62125884,62127851,	62068251,62080668,62094338,62112301,62113717,62115114,62116151,62117870,62119962,62120295,62121470,62122810,62124142,62125327,62126030,62128365,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	201094560059_R08C01	61995348	62220133	3	94.0153			224786	Has_gene
28																201094560059_R08C01	2468624	2600973	0	400.5533			132350	Non_gene
29																201094560059_R08C01	21930571	21987120	0	67.2346			56550	Non_gene
2	793	NM_001046257	-	27317637	27380506	27317715	27380451	16	27317637,27321134,27322328,27323355,27326591,27327992,27335301,27335524,27341449,27347541,27350400,27353119,27353402,27356895,27369949,27380424,	27317852,27321224,27322440,27323481,27326680,27328101,27335427,27335623,27341575,27347640,27350463,27353201,27353465,27356979,27370035,27380506,	0	NOSTRIN	cmpl	cmpl	1,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,	201094560059_R08C02	27366556	28035273	3	115.7463			668718	Has_gene
2	99	NM_001193132	-	27407916	27758923	27407916	27758923	10	27407916,27411145,27463675,27467085,27486818,27489266,27550901,27641524,27653076,27758753,	27408069,27411302,27463782,27467214,27486911,27489317,27550959,27641655,27653182,27758923,	0	CERS6	cmpl	cmpl	0,2,0,0,0,0,2,0,2,0,	201094560059_R08C02	27366556	28035273	3	115.7463			668718	Has_gene
2	795	NR_031070	-	27629812	27629887	27629887	27629887	1	27629812,	27629887,	0	MIR2353	unk	unk	-1,	201094560059_R08C02	27366556	28035273	3	115.7463			668718	Has_gene
2	798	NM_001075826	+	27924667	28017775	27924730	28017172	5	27924667,27991506,28012364,28015662,28017030,	27924917,27991619,28012473,28015804,28017775,	0	STK39	cmpl	cmpl	0,1,0,1,2,	201094560059_R08C02	27366556	28035273	3	115.7463			668718	Has_gene
12																201094560059_R08C02	75404936	76557552	3	44.77967			1152617	Non_gene
21																201094560059_R08C02	52289920	52321010	0	71.33762			31091	Non_gene
10																201094560059_R09C01	22649973	23800720	0	78.99612			1150748	Non_gene
12																201094560059_R09C01	75517838	75946247	0	147.2657			428410	Non_gene
17	1155	NM_001075300	-	74717682	74730989	74721627	74730955	11	74717682,74720397,74721003,74721877,74722642,74724345,74725483,74726379,74728199,74728594,74730952,	74717801,74720479,74721693,74721943,74722711,74724418,74725614,74726501,74728232,74728727,74730989,	0	UFD1	cmpl	cmpl	-1,-1,0,0,0,2,0,1,1,0,0,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1155	NM_001024490	+	74732074	74747037	74732109	74745846	20	74732074,74732272,74733647,74735110,74736050,74736893,74737382,74738169,74738671,74738933,74739297,74739563,74740235,74743368,74743578,74743981,74744399,74745456,74745781,74746901,	74732160,74732332,74733740,74735248,74736197,74736949,74737431,74738231,74738722,74739053,74739429,74739662,74740394,74743507,74743662,74744100,74744476,74745606,74745847,74747037,	0	CDC45	cmpl	cmpl	0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,0,2,1,1,-1,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1155	NM_001076460	-	74749249	74750524	74749775	74750432	1	74749249,	74750524,	0	CLDN5	cmpl	cmpl	0,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1155	NM_001076371	+	74807362	74811262	74807362	74810352	10	74807362,74807556,74807828,74808027,74808261,74808467,74809231,74809412,74809670,74810295,	74807462,74807643,74807952,74808162,74808379,74808569,74809328,74809548,74809773,74811262,	0	SEPTIN5	incmpl	cmpl	0,1,1,2,2,0,0,1,2,0,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1156	NM_001192340	-	74852180	74880572	74852396	74863018	7	74852180,74856085,74858631,74860730,74862387,74862908,74880403,	74852606,74856303,74858730,74860893,74862513,74863026,74880572,	0	GNB1L	cmpl	cmpl	0,0,0,2,2,0,-1,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1156	NM_174626	-	74887063	74912977	74888127	74912977	16	74887063,74888076,74888930,74890187,74890501,74891659,74897988,74899299,74899992,74906838,74907786,74908245,74908948,74909391,74909651,74912907,	74887226,74888257,74889006,74890282,74890597,74891796,74898163,74899391,74900012,74906909,74907849,74908324,74909023,74909533,74909708,74912977,	0	TXNRD2	cmpl	incmpl	-1,2,1,0,0,1,0,1,2,0,0,2,2,1,1,0,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
17	1156	NM_001102317	+	74924017	74929409	74924019	74924312	2	74924017,74927760,	74924312,74929409,	0	COMT	cmpl	incmpl	0,-1,	201094560059_R09C01	74723634	74925889	4	39.90552			202256	Has_gene
20	663	NM_001103244	-	10266267	10300200	10266766	10298573	18	10266267,10268886,10275611,10277901,10279254,10279518,10279914,10281932,10287130,10287158,10287287,10287501,10288049,10289587,10294997,10295621,10298531,10300124,	10267031,10268944,10275732,10278051,10279401,10279604,10280100,10282041,10287158,10287199,10287413,10287554,10288186,10289744,10295081,10295879,10298635,10300200,	0	RAD17	cmpl	cmpl	2,1,0,0,0,1,1,0,2,2,2,0,1,0,0,0,0,-1,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
20	663	NM_001105608	+	10300552	10314076	10300583	10313805	5	10300552,10302278,10310861,10311105,10313612,	10300611,10302371,10310920,10311251,10314076,	0	AK6	cmpl	cmpl	0,1,1,0,2,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
20	663	NM_001075975	+	10300611	10304140	10303102	10303897	3	10300611,10302278,10303085,	10300854,10302371,10304140,	0	TAF9	cmpl	cmpl	-1,-1,0,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
20	664	NM_001075715	-	10356009	10384171	10356238	10384079	12	10356009,10356701,10359078,10366428,10366965,10368635,10369957,10371765,10372681,10373870,10383599,10384013,	10356267,10356849,10359228,10366515,10367065,10368754,10370068,10371834,10372749,10373904,10383659,10384171,	0	CDK7	cmpl	cmpl	1,0,0,0,2,0,0,0,1,0,0,0,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
20	664	NM_001035438	-	10390981	10399140	10391097	10399140	4	10390981,10391824,10392967,10399098,	10391115,10392012,10393031,10399140,	0	MRPS36	cmpl	cmpl	0,1,0,0,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
20	664	NM_001034236	-	10407092	10425913	10407511	10425821	9	10407092,10408252,10410726,10411101,10413521,10415559,10416006,10422243,10425696,	10407604,10408416,10410778,10411165,10413578,10415634,10416055,10422299,10425913,	0	CENPH	cmpl	cmpl	0,1,0,2,2,2,1,2,0,	201094560059_R09C01	10253023	10424451	3	38.4021			171429	Has_gene
2																201094560059_R09C02	63897151	64043648	3	37.72974			146498	Non_gene
10																201094560059_R09C02	2315405	2335938	0	197.776			20534	Non_gene
12																201094560059_R09C02	58073538	58417437	1	50.1272			343900	Non_gene
17																201094560059_R09C02	42422307	42685587	1	42.08528			263281	Non_gene
23																201094560059_R09C02	26255454	26309259	0	57.24699			53806	Non_gene
2																201094560059_R10C01	63897151	63948276	3	44.39799			51126	Non_gene
9																201094560059_R10C01	12860193	12905791	0	44.56779			45599	Non_gene
12																201094560059_R10C01	32089643	32182960	3	60.92305			93318	Non_gene
12																201094560059_R10C01	75255512	75404936	3	51.43157			149425	Non_gene
23	797	NM_001206459	+	27842252	27846497	27842301	27845887	8	27842252,27842663,27843149,27844711,27845096,27845655,27845825,27846052,	27842374,27842933,27843407,27844987,27845210,27845685,27845889,27846497,	0	LOC616942	cmpl	cmpl	0,1,1,1,1,1,1,-1,	201094560059_R10C01	27841983	27903991	0	83.94247			62009	Has_gene
2	793	NM_001046257	-	27317637	27380506	27317715	27380451	16	27317637,27321134,27322328,27323355,27326591,27327992,27335301,27335524,27341449,27347541,27350400,27353119,27353402,27356895,27369949,27380424,	27317852,27321224,27322440,27323481,27326680,27328101,27335427,27335623,27341575,27347640,27350463,27353201,27353465,27356979,27370035,27380506,	0	NOSTRIN	cmpl	cmpl	1,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,	201094560059_R10C02	27366556	27998060	3	215.4016			631505	Has_gene
2	99	NM_001193132	-	27407916	27758923	27407916	27758923	10	27407916,27411145,27463675,27467085,27486818,27489266,27550901,27641524,27653076,27758753,	27408069,27411302,27463782,27467214,27486911,27489317,27550959,27641655,27653182,27758923,	0	CERS6	cmpl	cmpl	0,2,0,0,0,0,2,0,2,0,	201094560059_R10C02	27366556	27998060	3	215.4016			631505	Has_gene
2	795	NR_031070	-	27629812	27629887	27629887	27629887	1	27629812,	27629887,	0	MIR2353	unk	unk	-1,	201094560059_R10C02	27366556	27998060	3	215.4016			631505	Has_gene
2	798	NM_001075826	+	27924667	28017775	27924730	28017172	5	27924667,27991506,28012364,28015662,28017030,	27924917,27991619,28012473,28015804,28017775,	0	STK39	cmpl	cmpl	0,1,0,1,2,	201094560059_R10C02	27366556	27998060	3	215.4016			631505	Has_gene
4																201094560059_R10C02	6270385	6425277	3	91.22626			154893	Non_gene
9																201094560059_R10C02	2738997	2791818	0	75.57927			52822	Non_gene
28																201094560059_R10C02	2558208	2826085	0	158.3651			267878	Non_gene
10																201094560059_R11C01	23208530	23543330	0	51.52945			334801	Non_gene
12																201094560059_R11C01	72506042	73375464	3	40.33463			869423	Non_gene
16																201094560059_R11C01	15145634	15241094	0	224.1754			95461	Non_gene
28																201094560059_R11C01	2485319	2600973	0	379.7189			115655	Non_gene
2																201094560059_R11C02	12212395	12451708	0	46.51587			239314	Non_gene
4	1093	NM_001101246	-	66610953	66643765	66616154	66643592	3	66610953,66630959,66643430,	66616265,66631082,66643765,	0	MTURN	cmpl	cmpl	0,0,0,	201094560059_R11C02	66499835	66854427	3	94.6188			354593	Has_gene
4	136	NM_001197032	-	66696648	66755780	66696936	66755780	14	66696648,66702598,66713890,66714608,66715105,66718715,66719153,66722223,66724161,66725239,66730735,66732419,66733659,66755740,	66697134,66702660,66713961,66714739,66715164,66718801,66719313,66722381,66724202,66725398,66730860,66732575,66733776,66755780,	0	PLEKHA8	cmpl	cmpl	0,1,2,0,1,2,1,2,0,0,1,1,1,0,	201094560059_R11C02	66499835	66854427	3	94.6188			354593	Has_gene
4	1094	NM_001076391	+	66758678	66770727	66758857	66768603	4	66758678,66762076,66765273,66768444,	66759054,66762228,66765401,66770727,	0	FKBP14	cmpl	cmpl	0,2,1,0,	201094560059_R11C02	66499835	66854427	3	94.6188			354593	Has_gene
4	136	NM_001110803	+	66785265	66851245	66807200	66847530	8	66785265,66807199,66825783,66832883,66834056,66836650,66844869,66847371,	66785615,66807359,66825965,66833086,66834251,66836816,66845050,66851245,	0	SCRN1	cmpl	cmpl	-1,0,0,2,1,1,2,0,	201094560059_R11C02	66499835	66854427	3	94.6188			354593	Has_gene
7																201094560059_R11C02	184687	219613	0	279.5559			34927	Non_gene
10																201094560059_R11C02	77091346	77143173	0	77.21294			51828	Non_gene
28																201094560059_R11C02	2468624	2600973	0	423.3938			132350	Non_gene
4																201094560059_R12C01	6270385	6425277	3	90.3406			154893	Non_gene
4	1093	NM_001101246	-	66610953	66643765	66616154	66643592	3	66610953,66630959,66643430,	66616265,66631082,66643765,	0	MTURN	cmpl	cmpl	0,0,0,	201094560059_R12C01	66504063	66781385	3	40.15272			277323	Has_gene
4	136	NM_001197032	-	66696648	66755780	66696936	66755780	14	66696648,66702598,66713890,66714608,66715105,66718715,66719153,66722223,66724161,66725239,66730735,66732419,66733659,66755740,	66697134,66702660,66713961,66714739,66715164,66718801,66719313,66722381,66724202,66725398,66730860,66732575,66733776,66755780,	0	PLEKHA8	cmpl	cmpl	0,1,2,0,1,2,1,2,0,0,1,1,1,0,	201094560059_R12C01	66504063	66781385	3	40.15272			277323	Has_gene
4	1094	NM_001076391	+	66758678	66770727	66758857	66768603	4	66758678,66762076,66765273,66768444,	66759054,66762228,66765401,66770727,	0	FKBP14	cmpl	cmpl	0,2,1,0,	201094560059_R12C01	66504063	66781385	3	40.15272			277323	Has_gene
16																201094560059_R12C01	15145634	15241094	0	213.4725			95461	Non_gene
16	132	NM_001034206	+	62068138	62128365	62080544	62127908	16	62068138,62080539,62094279,62112152,62113657,62115006,62115868,62117791,62119880,62120249,62121340,62122712,62124043,62125191,62125884,62127851,	62068251,62080668,62094338,62112301,62113717,62115114,62116151,62117870,62119962,62120295,62121470,62122810,62124142,62125327,62126030,62128365,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	201094560059_R12C01	61995348	62220133	3	52.93214			224786	Has_gene
28																201094560059_R12C01	2485319	2600973	0	447.4307			115655	Non_gene
12																202031420064_R01C01	76557552	76747168	0	78.60822			189617	Non_gene
17																202031420064_R01C01	22285150	22378265	0	52.10296			93116	Non_gene
21	738	NM_001102069	-	20084896	20092403	20086055	20087042	3	20084896,20091461,20092357,	20087189,20091539,20092403,	0	LOC522763	cmpl	cmpl	0,-1,-1,	202031420064_R01C01	20078296	20127027	0	65.45461			48732	Has_gene
2																202031420064_R01C02	78238656	78596335	0	156.5411			357680	Non_gene
11	1374	NM_001192096	-	103446830	103489544	103448425	103489544	17	103446830,103451032,103451591,103453087,103453413,103453718,103454772,103457694,103458501,103459000,103459792,103459979,103465388,103468519,103474156,103475065,103489384,	103448728,103451151,103451707,103453190,103453622,103453855,103457122,103457779,103458635,103459130,103459889,103460119,103465530,103468600,103474318,103475328,103489544,	0	CAMSAP1	cmpl	cmpl	0,1,2,1,2,0,2,1,2,1,0,1,0,0,0,1,0,	202031420064_R01C02	103363410	106804258	1	39.00912			3440849	Has_gene
11	1374	NM_001076281	-	103515899	103535051	103516345	103534859	11	103515899,103520807,103521540,103524068,103525037,103525420,103526491,103529875,103530712,103534721,103535009,	103516461,103520946,103521627,103524282,103525146,103525523,103526599,103529949,103530833,103534943,103535051,	0	UBAC1	cmpl	cmpl	1,0,0,2,1,0,0,1,0,0,-1,	202031420064_R01C02	103363410	106804258	1	39.00912			3440849	Has_gene
11	1375	NM_001192649	-	103572294	103607342	103572294	103607342	5	103572294,103573907,103574300,103576608,103606459,	103572800,103574005,103574406,103576773,103607342,	0	NACC2	cmpl	cmpl	1,2,1,1,0,	202031420064_R01C02	103363410	106804258	1	39.00912			3440849	Has_gene
11	1376	NM_001038620	-	103734903	103741625	103735989	103741536	6	103734903,103737114,103737400,103738288,103739056,103741442,	103736408,103737286,103737552,103738491,103739228,103741625,	0	LHX3	cmpl	cmpl	1,0,1,2,1,0,	202031420064_R01C02	103363410	106804258	1	39.00912			3440849	Has_gene
11	1377	NM_001077111	-	103876013	103883072	103876164	103881832	13	103876013,103876348,103876879,103878179,103878498,103878907,103879781,103880016,103880238,103880487,103881319,103881648,103883015,	103876264,103876431,103876956,103878225,103878540,103879098,103879907,103880160,103880418,103880792,103881457,103881834,103883072,	0	CARD9	cmpl	cmpl	2,0,1,0,0,0,0,0,0,1,1,0,-1,	202031420064_R01C02	103363410	106804258	1	39.00912			3440849	Has_gene
