name2_1	Frequency_1	ID_1	Chr_1	CNVR_Start_1	CNVR_End_1	Frequency_2	ID_2	Chr_2	CNVR_Start_2	CNVR_End_2	Common_Gene
85814.1	0	0	0	0	0	4	CNVR_516	12	71820369	71950268	Common_Low
85837.1	0	0	0	0	0	1	CNVR_712	18	62154633	62277401	Common_Low
85850.1	0	0	0	0	0	1	CNVR_151	3	119471788	119559889	Common_Low
85943.1	0	0	0	0	0	2	CNVR_886	25	10046944	10097205	Common_Low
86013.1	0	0	0	0	0	18	CNVR_781	20	43046657	49574742	Common_Low
86026.1	0	0	0	0	0	2	CNVR_431	10	22796412	23703141	Common_Low
86034.1	0	0	0	0	0	20	CNVR_75	2	27318294	27979992	High_Freq_list_2
86060.1	0	0	0	0	0	1	CNVR_850	23	27883512	28085043	Common_Low
86108.1	0	0	0	0	0	2	CNVR_147	3	100277178	100601230	Common_Low
86204.1	0	0	0	0	0	1	CNVR_545	13	57367650	57558958	Common_Low
86243.1	0	0	0	0	0	1	CNVR_344	7	51895416	52030052	Common_Low
86268.1	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	Common_Low
86335.1	0	0	0	0	0	1	CNVR_780	20	36817457	37273408	Common_Low
86337.1	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	Common_Low
86355.1	0	0	0	0	0	2	CNVR_483	11	103562010	104313142	Common_Low
86388.1	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	Common_Low
86450.1	0	0	0	0	0	1	CNVR_64	2	2326560	2458209	Common_Low
86451.1	0	0	0	0	0	1	CNVR_707	18	57057494	57106651	Common_Low
86489.1	0	0	0	0	0	1	CNVR_487	12	470946	1048567	Common_Low
86507.1	0	0	0	0	0	9	CNVR_51	1	100412522	105472672	Common_Low
86604.1	0	0	0	0	0	4	CNVR_302	6	116765519	116935159	Common_Low
86626.1	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	Common_Low
86684.1	0	0	0	0	0	1	CNVR_313	7	11234442	11485170	Common_Low
86688.1	0	0	0	0	0	2	CNVR_453	10	103030307	103146542	Common_Low
86735.1	0	0	0	0	0	3	CNVR_49	1	90828316	93051564	Common_Low
86740.1	0	0	0	0	0	1	CNVR_441	10	53652144	53735797	Common_Low
86750.1	0	0	0	0	0	1	CNVR_449	10	94536813	96569247	Common_Low
86794.1	0	0	0	0	0	1	CNVR_486	11	105779716	106470561	Common_Low
86858.1	0	0	0	0	0	3	CNVR_821	21	69122111	69808854	Common_Low
86870.1	0	0	0	0	0	3	CNVR_811	21	52292038	53394754	Common_Low
86912.1	0	0	0	0	0	1	CNVR_344	7	51895416	52030052	Common_Low
86921.1	0	0	0	0	0	18	CNVR_312	7	8782634	10494698	Common_Low
86924.1	0	0	0	0	0	6	CNVR_432	10	24904079	25349755	Common_Low
86972.1	0	0	0	0	0	1	CNVR_123	3	37209678	40032182	Common_Low
87015.1	0	0	0	0	0	3	CNVR_175	4	41346098	41947025	Common_Low
87116.1	0	0	0	0	0	2	CNVR_357	7	109884675	110293886	Common_Low
87204.1	0	0	0	0	0	2	CNVR_886	25	10046944	10097205	Common_Low
87248.1	0	0	0	0	0	1	CNVR_136	3	63108408	65747448	Common_Low
87258.1	0	0	0	0	0	6	CNVR_432	10	24904079	25349755	Common_Low
87261.1	0	0	0	0	0	1	CNVR_854	23	30735048	30830954	Common_Low
87306.1	0	0	0	0	0	1	CNVR_849	23	27494111	27734916	Common_Low
87347.1	0	0	0	0	0	1	CNVR_804	21	34773019	34852830	Common_Low
87355.1	0	0	0	0	0	1	CNVR_359	8	3389399	3703116	Common_Low
87361.1	0	0	0	0	0	1	CNVR_310	7	5292475	5377006	Common_Low
87401.1	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	Common_Low
87418.1	0	0	0	0	0	1	CNVR_793	20	71119829	71348678	Common_Low
87424.1	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	Common_Low
87447.1	0	0	0	0	0	1	CNVR_98	2	77033487	78401150	Common_Low
87474.1	0	0	0	0	0	2	CNVR_136	3	63108408	65747448	Common_Low
A1BG	0	0	0	0	0	2	CNVR_716	18	65603314	65814370	Common_Low
AANAT	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	Common_Low
AATK	0	0	0	0	0	2	CNVR_751	19	51489174	51643975	Common_Low
ABCA13	0	0	0	0	0	1	CNVR_156	4	7372107	7455891	Common_Low
ABCA2	0	0	0	0	0	7	CNVR_486	11	105779716	106470561	Common_Low
ABCA7	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	Common_Low
ABCB9	0	0	0	0	0	1	CNVR_670	17	52529561	52696346	Common_Low
ABCG2	1	CNVR_64	6	37962382	37976610	9	CNVR_275	6	36535012	36551432	Common_Low
ABHD14A	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	Common_Low
ABHD14B	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	Common_Low
ABHD16A	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	Common_Low
ABHD16B	0	0	0	0	0	4	CNVR_543	13	53822879	54521999	Common_Low
ABI1	0	0	0	0	0	3	CNVR_525	13	17800892	17909299	Common_Low
ABL2	1	CNVR_163	16	61932640	62244131	12	CNVR_643	16	60554810	60784885	Common_Low
ABLIM2	0	0	0	0	0	1	CNVR_296	6	114371692	114406200	Common_Low
ABO	1	CNVR_124	11	103363410	106804258	1	CNVR_483	11	103562010	104313142	Common_Low
ABTB1	0	0	0	0	0	2	CNVR_839	22	59789766	59858286	Common_Low
ACACA	0	0	0	0	0	2	CNVR_728	19	13518465	13564941	Common_Low
ACADL	0	0	0	0	0	1	CNVR_101	2	98018683	98062823	Common_Low
ACADVL	0	0	0	0	0	2	CNVR_739	19	26936476	27421507	Common_Low
ACAP1	1	CNVR_180	19	27576066	28031919	0	0	0	0	0	Common_Low
ACAP3	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
ACBD5	0	0	0	0	0	2	CNVR_525	13	17800892	17909299	Common_Low
ACIN1	0	0	0	0	0	4	CNVR_429	10	21794678	21979394	Common_Low
ACO2	0	0	0	0	0	1	CNVR_250	5	112271082	112941150	Common_Low
ACOX3	0	0	0	0	0	2	CNVR_297	6	114582670	114667980	Common_Low
ACSL6	1	CNVR_78	7	23868219	24693994	1	CNVR_327	7	22536026	22554424	Common_Low
ACTB	0	0	0	0	0	1	CNVR_896	25	38728867	38925016	Common_Low
ACTL6B	0	0	0	0	0	5	CNVR_895	25	35847022	36188699	Common_Low
ACTR6	0	0	0	0	0	1	CNVR_234	5	64116108	64230589	Common_Low
ACY1	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	Common_Low
ADAM11	0	0	0	0	0	1	CNVR_745	19	44433254	44494104	Common_Low
ADAM22	1	CNVR_40	4	72358306	72561411	1	CNVR_188	4	71900384	72082867	Common_Low
ADAM32	0	0	0	0	0	1	CNVR_928	27	34335782	34422117	Common_Low
ADAMTS14	0	0	0	0	0	1	CNVR_947	28	26913043	26976598	Common_Low
ADAMTS7	0	0	0	0	0	1	CNVR_801	21	30353565	30380420	Common_Low
ADAMTSL2	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
ADAMTSL5	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	Common_Low
ADAP1	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	Common_Low
ADAP2	0	0	0	0	0	1	CNVR_733	19	18012136	18118339	Common_Low
ADCK5	0	0	0	0	0	8	CNVR_556	14	330256	1142313	Common_Low
ADD1	0	0	0	0	0	3	CNVR_300	6	115881461	115959367	Common_Low
ADD3	0	0	0	0	0	1	CNVR_911	26	30679250	30703028	Common_Low
ADGRA1	0	0	0	0	0	8	CNVR_917	26	50637350	51091399	Common_Low
ADGRE5	0	0	0	0	0	1	CNVR_313	7	11234442	11485170	Common_Low
ADGRG7	0	0	0	0	0	1	CNVR_33	1	45090218	45146168	Common_Low
ADGRL2	0	0	0	0	0	1	CNVR_135	3	62278399	62720838	Common_Low
ADGRL3	0	0	0	0	0	7	CNVR_288	6	77586306	82543678	Common_Low
ADGRL4	0	0	0	0	0	3	CNVR_136	3	63108408	65747448	Common_Low
ADK	0	0	0	0	0	1	CNVR_949	28	30188756	30226392	Common_Low
ADO	0	0	0	0	0	1	CNVR_938	28	18916753	19430612	Common_Low
ADRA2C	0	0	0	0	0	3	CNVR_298	6	114903821	115458260	Common_Low
ADSS1	0	0	0	0	0	7	CNVR_821	21	69122111	69808854	Common_Low
ADSS2	0	0	0	0	0	1	CNVR_636	16	32754885	32852344	Common_Low
AEBP2	1	CNVR_53	5	89545151	93920010	0	0	0	0	0	Common_Low
AFF3	0	0	0	0	0	1	CNVR_456	11	4969068	5042355	Common_Low
AFMID	0	0	0	0	0	2	CNVR_753	19	53607609	54071105	Common_Low
AGFG2	0	0	0	0	0	6	CNVR_895	25	35847022	36188699	Common_Low
AGMO	0	0	0	0	0	1	CNVR_168	4	23463134	23601651	Common_Low
AGO1	0	0	0	0	0	1	CNVR_149	3	109750764	110033765	Common_Low
AGO3	0	0	0	0	0	1	CNVR_149	3	109750764	110033765	Common_Low
AGO4	0	0	0	0	0	2	CNVR_149	3	109750764	110033765	Common_Low
AGPAT2	1	CNVR_124	11	103363410	106804258	3	CNVR_483	11	103562010	104313142	Common_Low
AGPS	0	0	0	0	0	1	CNVR_71	2	19365290	19425494	Common_Low
AGRN	0	0	0	0	0	2	CNVR_639	16	50834467	51464253	Common_Low
AHCTF1	0	0	0	0	0	1	CNVR_635	16	30213147	30505468	Common_Low
AHNAK2	0	0	0	0	0	3	CNVR_821	21	69122111	69808854	Common_Low
AIF1	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	Common_Low
AIP	0	0	0	0	0	2	CNVR_972	29	45085715	45486731	Common_Low
AJM1	0	0	0	0	0	6	CNVR_486	11	105779716	106470561	Common_Low
AJUBA	0	0	0	0	0	2	CNVR_429	10	21794678	21979394	Common_Low
AK5	1	CNVR_28	3	67440250	67474440	0	0	0	0	0	Common_Low
AK6	1	CNVR_186	20	10253023	10424451	0	0	0	0	0	Common_Low
AKR1A1	0	0	0	0	0	3	CNVR_147	3	100277178	100601230	Common_Low
AKT1	0	0	0	0	0	7	CNVR_821	21	69122111	69808854	Common_Low
AKT3	0	0	0	0	0	3	CNVR_637	16	33331779	33556407	Common_Low
ALCAM	0	0	0	0	0	2	CNVR_36	1	49952651	50064432	Common_Low
ALDH7A1	1	CNVR_79	7	28542358	28657444	2	CNVR_330	7	27289094	27323816	Common_Low
ALKBH5	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	Common_Low
ALMS1	0	0	0	0	0	1	CNVR_457	11	10942888	11054313	Common_Low
ALYREF	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	Common_Low
AMT	0	0	0	0	0	1	CNVR_835	22	50610098	50710803	Common_Low
AMY2B	1	CNVR_26	3	37172756	41992103	1	CNVR_123	3	37209678	40032182	Common_Low
AMZ1	0	0	0	0	0	3	CNVR_898	25	40644879	41380662	Common_Low
ANAPC11	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	Common_Low
ANAPC2	0	0	0	0	0	2	CNVR_486	11	105779716	106470561	Common_Low
ANKIB1	0	0	0	0	0	2	CNVR_158	4	9623951	9706609	Common_Low
ANKRD11	0	0	0	0	0	1	CNVR_690	18	14389737	14677822	Common_Low
ANKRD12	0	0	0	0	0	5	CNVR_875	24	41383914	41568029	Common_Low
ANKRD13D	0	0	0	0	0	3	CNVR_972	29	45085715	45486731	Common_Low
ANKRD34A	0	0	0	0	0	1	CNVR_118	3	21383804	21424575	Common_Low
ANKRD42	0	0	0	0	0	1	CNVR_958	29	12454354	12480062	Common_Low
ANKRD50	1	CNVR_168	17	30640617	34057200	0	0	0	0	0	Common_Low
ANKRD55	1	CNVR_187	20	22960402	23017834	0	0	0	0	0	Common_Low
ANKRD65	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
ANTKMT	0	0	0	0	0	2	CNVR_882	25	481855	630136	Common_Low
AOPEP	0	0	0	0	0	1	CNVR_374	8	81613969	81655976	Common_Low
AP1M2	0	0	0	0	0	1	CNVR_318	7	15060628	15282437	Common_Low
AP3B1	0	0	0	0	0	1	CNVR_424	10	9143166	9354675	Common_Low
AP5B1	0	0	0	0	0	1	CNVR_970	29	43880703	43994574	Common_Low
APC2	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	Common_Low
APCDD1	0	0	0	0	0	1	CNVR_876	24	42101316	42170842	Common_Low
APELA	0	0	0	0	0	1	CNVR_262	6	115156	689353	Common_Low
APOH	0	0	0	0	0	8	CNVR_761	19	62611634	62643241	Common_Low
APOM	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	Common_Low
ARAP2	0	0	0	0	0	2	CNVR_284	6	55277164	55662301	Common_Low
ARF4	1	CNVR_202	22	43894412	44172715	0	0	0	0	0	Common_Low
ARF6	0	0	0	0	0	1	CNVR_439	10	42661079	42860796	Common_Low
ARFGAP1	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	Common_Low
ARFRP1	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	Common_Low
ARHGAP15	0	0	0	0	0	1	CNVR_89	2	53138918	53401974	Common_Low
ARHGAP39	0	0	0	0	0	2	CNVR_556	14	330256	1142313	Common_Low
ARHGAP45	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	Common_Low
ARHGDIA	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	Common_Low
ARHGEF16	0	0	0	0	0	1	CNVR_638	16	49425121	49608429	Common_Low
ARHGEF19	0	0	0	0	0	1	CNVR_113	2	135880908	136019931	Common_Low
ARHGEF26	0	0	0	0	0	1	CNVR_52	1	113427015	113486828	Common_Low
ARID3A	0	0	0	0	0	1	CNVR_341	7	43369002	44022730	Common_Low
ARID4B	1	CNVR_236	28	8022387	8200649	2	CNVR_935	28	7978983	8010103	Common_Low
ARL16	0	0	0	0	0	1	CNVR_750	19	50761431	51158110	Common_Low
ARL6IP4	0	0	0	0	0	1	CNVR_670	17	52529561	52696346	Common_Low
ARL8A	0	0	0	0	0	1	CNVR_649	16	80424663	80561730	Common_Low
ARMC7	0	0	0	0	0	3	CNVR_758	19	56293270	56677337	Common_Low
ARRDC1	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
ARRDC3	1	CNVR_87	7	93224876	93254737	3	CNVR_351	7	90843162	90863630	Common_Low
ARSG	0	0	0	0	0	1	CNVR_759	19	61701944	61794220	Common_Low
ARVCF	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	Common_Low
ASCC3	0	0	0	0	0	2	CNVR_398	9	49224046	49366561	Common_Low
ASPSCR1	1	CNVR_181	19	51478494	51538272	8	CNVR_750	19	50761431	51158110	Common_Low
ASTL	0	0	0	0	0	2	CNVR_454	11	2277342	2403508	Common_Low
ATAD3A	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
ATAD5	0	0	0	0	0	1	CNVR_733	19	18012136	18118339	Common_Low
ATF7IP	0	0	0	0	0	5	CNVR_240	5	95388986	95475180	Common_Low
ATG4B	0	0	0	0	0	3	CNVR_152	3	120634274	120886943	Common_Low
ATG4D	0	0	0	0	0	1	CNVR_318	7	15060628	15282437	Common_Low
ATMIN	0	0	0	0	0	1	CNVR_684	18	7691780	7759211	Common_Low
ATP11B	0	0	0	0	0	3	CNVR_46	1	84064869	84176862	Common_Low
ATP1B2	1	CNVR_180	19	27576066	28031919	5	CNVR_739	19	26936476	27421507	Common_Low
ATP5F1D	0	0	0	0	0	4	CNVR_341	7	43369002	44022730	Common_Low
ATP5PD	0	0	0	0	0	3	CNVR_758	19	56293270	56677337	Common_Low
ATP5PO	0	0	0	0	0	1	CNVR_1	1	1556392	1761967	Common_Low
ATP6V1G2	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	Common_Low
ATPAF2	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	Common_Low
ATRAID	1	CNVR_36	4	58591926	59647887	0	0	0	0	0	Common_Low
ATRNL1	0	0	0	0	0	4	CNVR_912	26	35555953	35700362	Common_Low
AURKAIP1	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
AXDND1	0	0	0	0	0	15	CNVR_643	16	60554810	60784885	Common_Low
AZU1	0	0	0	0	0	1	CNVR_341	7	43369002	44022730	Common_Low
B2M	2	CNVR_119	10	104016609	104152410	2	CNVR_453	10	103030307	103146542	Common_Low
B3GALT4	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	Common_Low
B3GALT6	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
B3GNT3	0	0	0	0	0	1	CNVR_310	7	5292475	5377006	Common_Low
B3GNT5	0	0	0	0	0	6	CNVR_45	1	83707085	83810343	Common_Low
BACE2	4	CNVR_13	1	142904469	142999555	0	0	0	0	0	Common_Low
BACH1	0	0	0	0	0	4	CNVR_5	1	6813154	6910759	Common_Low
BAG6	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	Common_Low
BAIAP2	0	0	0	0	0	3	CNVR_751	19	51489174	51643975	Common_Low
BAIAP3	0	0	0	0	0	4	CNVR_883	25	854830	1789361	Common_Low
BANP	0	0	0	0	0	1	CNVR_688	18	13303377	13434174	Common_Low
BCAS3	0	0	0	0	0	1	CNVR_727	19	12219365	12274618	Common_Low
BCHE	0	0	0	0	0	3	CNVR_51	1	100412522	105472672	Common_Low
BCL11B	0	0	0	0	0	1	CNVR_814	21	64253259	64685093	Common_Low
BCL2L12	0	0	0	0	0	2	CNVR_706	18	56066463	56136613	Common_Low
BCL7B	0	0	0	0	0	1	CNVR_894	25	33632236	33654364	Common_Low
BCNT2	1	CNVR_173	18	2815483	2864232	0	0	0	0	0	Common_Low
BCR	0	0	0	0	0	1	CNVR_678	17	71709378	71885069	Common_Low
BHLHE23	0	0	0	0	0	4	CNVR_543	13	53822879	54521999	Common_Low
BICDL2	0	0	0	0	0	1	CNVR_884	25	2262072	2450378	Common_Low
BIRC2	0	0	0	0	0	1	CNVR_589	15	6287730	6431790	Common_Low
BIRC3	0	0	0	0	0	3	CNVR_589	15	6287730	6431790	Common_Low
BIRC5	0	0	0	0	0	1	CNVR_753	19	53607609	54071105	Common_Low
BIRC6	0	0	0	0	0	1	CNVR_458	11	14734237	15096210	Common_Low
BIRC7	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	Common_Low
BLA-DQB	1	CNVR_206	23	25222914	25978647	59	CNVR_847	23	25560755	25730370	High_Freq_list_2
BMP7	0	0	0	0	0	1	CNVR_546	13	58932344	58979512	Common_Low
BOK	0	0	0	0	0	1	CNVR_152	3	120634274	120886943	Common_Low
BOLA-A	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	Common_Low
BOLA-DOA	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	Common_Low
BOLA-DQA2	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	Common_Low
BOLA-DQA5	1	CNVR_206	23	25222914	25978647	6	CNVR_847	23	25560755	25730370	Common_Low
BOLA-DQB	1	CNVR_206	23	25222914	25978647	6	CNVR_847	23	25560755	25730370	Common_Low
BOLA-DRA	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	Common_Low
BOLA-DRB3	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	Common_Low
BOLA1	0	0	0	0	0	1	CNVR_117	3	20706978	20756370	Common_Low
BOP1	0	0	0	0	0	6	CNVR_556	14	330256	1142313	Common_Low
BPHL	0	0	0	0	0	4	CNVR_859	23	50437086	50536890	Common_Low
BPTF	0	0	0	0	0	1	CNVR_749	19	49003361	49210454	Common_Low
BRAT1	0	0	0	0	0	4	CNVR_898	25	40644879	41380662	Common_Low
BRD2	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	Common_Low
BRD3	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
BRF1	0	0	0	0	0	4	CNVR_821	21	69122111	69808854	Common_Low
BRICD5	0	0	0	0	0	2	CNVR_883	25	854830	1789361	Common_Low
BRINP3	0	0	0	0	0	4	CNVR_627	16	13872867	15634358	Common_Low
BRIP1	0	0	0	0	0	1	CNVR_726	19	11112419	11346615	Common_Low
BRSK1	0	0	0	0	0	1	CNVR_712	18	62154633	62277401	Common_Low
BTBD6	0	0	0	0	0	4	CNVR_821	21	69122111	69808854	Common_Low
BTN1A1	1	CNVR_210	23	31338261	31707092	3	CNVR_856	23	31580954	31945721	Common_Low
BTNL2	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	Common_Low
BTRC	0	0	0	0	0	1	CNVR_909	26	22144981	22386818	Common_Low
BoLA	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	Common_Low
C10H14orf93	0	0	0	0	0	2	CNVR_429	10	21794678	21979394	Common_Low
C11H9orf116	1	CNVR_124	11	103363410	106804258	1	CNVR_486	11	105779716	106470561	Common_Low
C14H8orf34	0	0	0	0	0	1	CNVR_565	14	32518018	32967563	Common_Low
C14H8orf82	0	0	0	0	0	2	CNVR_556	14	330256	1142313	Common_Low
C16H1orf100	0	0	0	0	0	1	CNVR_636	16	32754885	32852344	Common_Low
C16H1orf159	0	0	0	0	0	2	CNVR_639	16	50834467	51464253	Common_Low
C18H16orf46	0	0	0	0	0	1	CNVR_684	18	7691780	7759211	Common_Low
C18H16orf87	0	0	0	0	0	4	CNVR_691	18	15143758	15157858	Common_Low
C19H17orf67	0	0	0	0	0	6	CNVR_720	19	7539293	7633201	Common_Low
C19H17orf78	0	0	0	0	0	1	CNVR_729	19	13678370	13749514	Common_Low
C19orf85	0	0	0	0	0	2	CNVR_711	18	61872489	62133194	Common_Low
C1QTNF12	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
C1QTNF8	0	0	0	0	0	1	CNVR_883	25	854830	1789361	Common_Low
C21H14orf180	0	0	0	0	0	1	CNVR_820	21	69054783	69081747	Common_Low
C23H6orf15	0	0	0	0	0	3	CNVR_850	23	27883512	28085043	Common_Low
C23H6orf47	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	Common_Low
C25H16orf54	0	0	0	0	0	1	CNVR_890	25	26449950	26611224	Common_Low
C25H16orf91	1	CNVR_217	25	853665	1771425	5	CNVR_883	25	854830	1789361	Common_Low
C25H7orf50	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	Common_Low
C7H19orf25	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	Common_Low
C7H19orf71	0	0	0	0	0	1	CNVR_322	7	20348289	20778184	Common_Low
C7orf61	0	0	0	0	0	3	CNVR_895	25	35847022	36188699	Common_Low
C8G	3	CNVR_124	11	103363410	106804258	7	CNVR_486	11	105779716	106470561	Common_Low
CA11	0	0	0	0	0	1	CNVR_705	18	55056442	55355731	Common_Low
CA5A	0	0	0	0	0	1	CNVR_688	18	13303377	13434174	Common_Low
CAB39L	0	0	0	0	0	1	CNVR_498	12	18874232	18999163	Common_Low
CABIN1	0	0	0	0	0	3	CNVR_677	17	71266660	71483760	Common_Low
CABP2	0	0	0	0	0	1	CNVR_972	29	45085715	45486731	Common_Low
CABP4	0	0	0	0	0	2	CNVR_972	29	45085715	45486731	Common_Low
CACFD1	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
CACNA1B	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
CACNA1H	0	0	0	0	0	3	CNVR_883	25	854830	1789361	Common_Low
CACNA2D1	0	0	0	0	0	3	CNVR_174	4	38363077	38577586	Common_Low
CADM4	0	0	0	0	0	3	CNVR_702	18	51750897	51854284	Common_Low
CALCR	0	0	0	0	0	1	CNVR_159	4	10554466	10785247	Common_Low
CALCRL	0	0	0	0	0	7	CNVR_67	2	8788884	9443359	Common_Low
CAMLG	0	0	0	0	0	1	CNVR_342	7	46218847	46303822	Common_Low
CAMSAP1	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_Low
CAPN15	0	0	0	0	0	2	CNVR_882	25	481855	630136	Common_Low
CAPZA3	2	CNVR_53	5	89545151	93920010	0	0	0	0	0	Common_Low
CARD6	0	0	0	0	0	1	CNVR_778	20	33614197	33711013	Common_Low
CARD9	1	CNVR_124	11	103363410	106804258	4	CNVR_483	11	103562010	104313142	Common_Low
CARNS1	0	0	0	0	0	4	CNVR_972	29	45085715	45486731	Common_Low
CARS1	0	0	0	0	0	1	CNVR_975	29	48495358	48602322	Common_Low
CARS2	0	0	0	0	0	2	CNVR_520	12	85225566	85267889	Common_Low
CASKIN1	0	0	0	0	0	2	CNVR_883	25	854830	1789361	Common_Low
CASKIN2	0	0	0	0	0	1	CNVR_757	19	56014846	56042014	Common_Low
CASP4	1	CNVR_148	15	2130402	4293948	0	0	0	0	0	Common_Low
CBARP	0	0	0	0	0	4	CNVR_341	7	43369002	44022730	Common_Low
CBX1	0	0	0	0	0	1	CNVR_743	19	38412685	38489966	Common_Low
CCAR1	0	0	0	0	0	1	CNVR_946	28	24865497	25063131	Common_Low
CCDC106	0	0	0	0	0	1	CNVR_711	18	61872489	62133194	Common_Low
CCDC116	0	0	0	0	0	1	CNVR_679	17	72089995	72242321	Common_Low
CCDC117	0	0	0	0	0	2	CNVR_675	17	68015202	68055218	Common_Low
CCDC125	0	0	0	0	0	1	CNVR_767	20	10391115	10500984	Common_Low
CCDC127	0	0	0	0	0	1	CNVR_794	20	71780573	71835589	Common_Low
CCDC134	0	0	0	0	0	1	CNVR_250	5	112271082	112941150	Common_Low
CCDC137	0	0	0	0	0	1	CNVR_750	19	50761431	51158110	Common_Low
CCDC154	0	0	0	0	0	5	CNVR_883	25	854830	1789361	Common_Low
CCDC159	0	0	0	0	0	2	CNVR_319	7	15729850	15854651	Common_Low
CCDC166	0	0	0	0	0	1	CNVR_556	14	330256	1142313	Common_Low
CCDC17	0	0	0	0	0	3	CNVR_147	3	100277178	100601230	Common_Low
CCDC183	1	CNVR_124	11	103363410	106804258	2	CNVR_486	11	105779716	106470561	Common_Low
CCDC188	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	Common_Low
CCDC43	0	0	0	0	0	1	CNVR_745	19	44433254	44494104	Common_Low
CCDC57	0	0	0	0	0	1	CNVR_750	19	50761431	51158110	Common_Low
CCDC78	0	0	0	0	0	2	CNVR_882	25	481855	630136	Common_Low
CCDC85C	0	0	0	0	0	1	CNVR_814	21	64253259	64685093	Common_Low
CCDC87	0	0	0	0	0	1	CNVR_971	29	44622391	44657065	Common_Low
CCHCR1	2	CNVR_208	23	27286587	27903991	4	CNVR_850	23	27883512	28085043	Common_Low
CCND2	0	0	0	0	0	4	CNVR_245	5	105720910	105792437	Common_Low
CCNK	0	0	0	0	0	1	CNVR_814	21	64253259	64685093	Common_Low
CCNL2	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	Common_Low
CCS	0	0	0	0	0	1	CNVR_971	29	44622391	44657065	Common_Low
CCSER1	1	CNVR_62	6	35648890	35710334	7	CNVR_272	6	30915027	33530543	Common_Low
CD151	0	0	0	0	0	5	CNVR_978	29	50494950	50640393	Common_Low
CD163L1	0	0	0	0	0	1	CNVR_244	5	102630827	103046878	Common_Low
CD2BP2	0	0	0	0	0	1	CNVR_890	25	26449950	26611224	Common_Low
CD68	1	CNVR_180	19	27576066	28031919	3	CNVR_739	19	26936476	27421507	Common_Low
CDADC1	0	0	0	0	0	1	CNVR_498	12	18874232	18999163	Common_Low
CDC27	0	0	0	0	0	1	CNVR_747	19	46083610	46232626	Common_Low
CDC42BPA	0	0	0	0	0	1	CNVR_635	16	30213147	30505468	Common_Low
CDC42SE2	1	CNVR_78	7	23868219	24693994	0	0	0	0	0	Common_Low
