bin	name	Chr	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
120	NM_174716	chr10	+	49800140	49844615	49811138	49844308	13	49800140,49811127,49814385,49829667,49833243,49836461,49837473,49838881,49840607,49841282,49841820,49843116,49844248,	49800183,49811186,49814485,49829762,49833357,49836552,49837553,49838941,49840701,49841378,49841879,49843239,49844615,	0	ANXA2	cmpl	cmpl	-1,0,0,1,0,0,1,0,0,1,1,0,0,
1202	NM_001303510	chr15	-	80891167	80895699	80892093	80893151	5	80891167,80892334,80892780,80893010,80895588,	80892183,80892443,80892824,80893335,80895699,	0	YPEL4	cmpl	cmpl	0,2,0,0,-1,
1202	NM_001081713	chr15	+	80900684	80903792	80901516	80903399	3	80900684,80901474,80902727,	80900723,80902122,80903792,	0	CLP1	cmpl	cmpl	-1,0,0,
1202	NM_001105348	chr15	-	80932181	80940778	80932862	80940750	5	80932181,80933022,80933427,80934643,80940533,	80932931,80933117,80933524,80934900,80940778,	0	MED19	cmpl	cmpl	0,1,0,1,0,
1202	NM_001015558	chr15	+	80941189	80949864	80941208	80949163	7	80941189,80946304,80946597,80947470,80947771,80948049,80949013,	80941397,80946365,80946711,80947547,80947878,80948119,80949864,	0	TMX2	cmpl	cmpl	0,0,1,1,0,2,0,
1202	NM_001164092	chr15	+	80950918	80952557	80951065	80951623	4	80950918,80951267,80951522,80952373,	80951190,80951413,80951652,80952557,	0	SELENOH	cmpl	cmpl	0,2,1,-1,
1061	NR_162382	chr1	+	62430102	62430159	62430159	62430159	1	62430102,	62430159,	0	MIR2285DE	unk	unk	-1,
1149	NR_162291	chr1	+	73941735	73941792	73941792	73941792	1	73941735,	73941792,	0	MIR2285BK	unk	unk	-1,
1155	NR_162219	chr1	+	74829774	74829854	74829854	74829854	1	74829774,	74829854,	0	MIR10182	unk	unk	-1,
1556	NR_162332	chr1	-	127398724	127398781	127398781	127398781	1	127398724,	127398781,	0	MIR2285CF	unk	unk	-1,
1752	NR_162256	chr1	+	152962178	152962240	152962240	152962240	1	152962178,	152962240,	0	MIR2285AO-2	unk	unk	-1,
1209	NM_001025082	chr15	-	81845564	81887132	81846211	81887060	9	81845564,81847293,81858707,81858891,81860253,81865103,81871731,81879795,81887047,	81846481,81847442,81858789,81859065,81860421,81865203,81871778,81879953,81887132,	0	LPXN	cmpl	cmpl	0,1,0,0,0,2,0,1,0,
1210	NM_001102048	chr15	-	82005437	82044563	82005952	82035718	6	82005437,82018844,82021469,82032074,82035640,82044384,	82006355,82019016,82021596,82032182,82035736,82044563,	0	LOC518623	cmpl	cmpl	2,1,0,0,0,-1,
151	NM_001191330	chr15	-	82181216	82187979	82181216	82187979	5	82181216,82184493,82184767,82186244,82187901,	82181625,82184671,82184894,82186352,82187979,	0	GLYATL2	cmpl	cmpl	2,1,0,0,0,
1212	NM_001205654	chr15	+	82243219	82258716	82246417	82257175	3	82243219,82246382,82255048,	82243409,82246498,82258716,	0	FAM111B	cmpl	cmpl	-1,0,0,
1213	NM_001206765	chr15	-	82422736	82423681	82422736	82423681	1	82422736,	82423681,	0	LOC519282	cmpl	cmpl	0,
1216	NM_001206742	chr15	+	82745952	82746888	82745952	82746888	1	82745952,	82746888,	0	OR4D9	cmpl	cmpl	0,
1216	NM_001205970	chr15	-	82785663	82813519	82786590	82812908	14	82785663,82786819,82787877,82788779,82789906,82794127,82794511,82799053,82799366,82799726,82800241,82805432,82807843,82812540,	82786733,82787040,82788059,82788875,82790010,82794248,82794757,82799185,82799421,82799829,82800437,82805683,82808052,82813519,	0	OSBP	cmpl	cmpl	1,2,0,0,1,0,0,0,2,1,0,1,2,0,
18	NM_001193207	chr15	-	82831295	82859455	82832888	82859294	19	82831295,82833223,82833462,82835420,82839145,82840735,82841909,82842408,82843302,82843888,82846212,82847873,82848333,82848877,82849911,82850925,82851252,82857230,82859279,	82832910,82833373,82833554,82835576,82839305,82840884,82841969,82842506,82843426,82844069,82846302,82848094,82848423,82848979,82850106,82851006,82851470,82857342,82859455,	0	PATL1	cmpl	cmpl	2,2,0,0,2,0,0,1,0,2,2,0,0,0,0,0,1,0,0,
152	NM_001101971	chr15	+	82963939	83044499	82964000	83008036	12	82963939,82982235,82998296,82999136,83000248,83003119,83004288,83004466,83006364,83007952,83043660,83044244,	82964030,82982319,82998396,82999211,83000316,83003228,83004362,83004601,83006475,83008054,83043896,83044499,	0	STX3	cmpl	cmpl	0,0,0,1,1,0,1,0,0,0,-1,-1,
1218	NM_001034641	chr15	-	83015484	83019729	83015662	83019672	4	83015484,83017328,83019226,83019617,	83016148,83017477,83019292,83019729,	0	MRPL16	cmpl	cmpl	0,1,1,0,
1218	NM_001206239	chr15	-	83029814	83048887	83029987	83048849	9	83029814,83032852,83035344,83037074,83043695,83046157,83046726,83047703,83048770,	83030049,83032971,83035546,83037252,83043877,83046298,83046840,83047880,83048887,	0	CBLIF	cmpl	cmpl	1,2,1,0,1,1,1,1,0,
1218	NM_001193105	chr15	-	83058092	83073397	83058249	83073384	9	83058092,83058615,83060335,83062954,83066120,83067508,83069567,83070685,83073305,	83058311,83058734,83060519,83063138,83066299,83067664,83069708,83070865,83073397,	0	TCN1	cmpl	cmpl	1,2,1,0,1,1,1,1,0,
152	NM_001038687	chr15	+	83095367	83103258	83095400	83102977	5	83095367,83098837,83100661,83102026,83102937,	83095476,83099019,83100768,83102113,83103258,	0	OOSP2	cmpl	cmpl	0,1,0,2,2,
1219	NM_001077040	chr15	+	83193238	83210471	83197151	83210130	6	83193238,83197138,83203104,83204939,83206686,83210010,	83193361,83197301,83203239,83204996,83206893,83210471,	0	MS4A7	cmpl	cmpl	-1,0,0,0,0,0,
152	NM_001076541	chr15	+	83214108	83241884	83214201	83241444	7	83214108,83217269,83220028,83223307,83228005,83239425,83241791,	83214339,83217398,83220079,83223457,83228104,83241684,83241884,	0	MS4A14	cmpl	cmpl	0,0,0,0,0,0,-1,
1220	NM_001078146	chr15	+	83251878	83278956	83251977	83278935	5	83251878,83261170,83264095,83265032,83278812,	83252130,83261299,83264152,83265185,83278956,	0	MS4A5	cmpl	cmpl	0,0,0,0,0,
1220	NM_001077854	chr15	+	83282894	83298116	83291168	83297166	7	83282894,83291153,83291739,83293013,83294564,83295747,83296929,	83283061,83291327,83291859,83293070,83294801,83295849,83298116,	0	MS4A1	cmpl	cmpl	-1,0,0,0,0,0,0,
916	NR_107762	chr21	+	43392428	43392502	43392502	43392502	1	43392428,	43392502,	0	MIR6522	unk	unk	-1,
152	NM_001193113	chr15	-	83443175	83503594	83443494	83503035	34	83443175,83443676,83444924,83446216,83446452,83447012,83448555,83450228,83451173,83451450,83457551,83457737,83458628,83459030,83461171,83469298,83469499,83469907,83478139,83479104,83479763,83490467,83490812,83491236,83491615,83492462,83494192,83496484,83496761,83496929,83497658,83499142,83501879,83502971,	83443600,83443845,83445023,83446338,83446589,83447135,83448666,83450428,83451307,83451588,83457631,83457976,83458739,83459145,83461279,83469414,83469597,83470099,83478360,83479239,83479840,83490557,83490869,83491489,83491741,83492535,83494326,83496572,83496823,83497097,83497843,83499305,83502034,83503594,	0	NCAPD3	cmpl	cmpl	2,1,1,2,0,0,0,1,2,2,0,1,1,0,0,1,2,2,0,0,1,1,1,0,0,2,0,2,0,0,1,0,1,0,
1222	NM_001076422	chr15	-	83520801	83525320	83520940	83525160	7	83520801,83521436,83521837,83522360,83522790,83523792,83525126,	83520987,83521506,83521933,83522453,83522859,83523974,83525320,	0	THYN1	cmpl	cmpl	1,0,0,0,0,1,0,
114	NM_001075330	chr29	+	43242567	43254074	43242612	43253611	8	43242567,43247733,43247980,43249397,43249612,43250094,43252971,43253516,	43242711,43247769,43248101,43249513,43249781,43250238,43253229,43254074,	0	SNX15	cmpl	cmpl	0,0,0,1,0,1,1,1,
995	NM_001075329	chr13	-	53805061	53812411	53805252	53812377	10	53805061,53805436,53806081,53806296,53806791,53807060,53808216,53809026,53809441,53812305,	53805261,53805508,53806228,53806451,53806848,53807191,53808307,53809132,53809504,53812411,	0	TCEA2	cmpl	cmpl	0,0,0,1,1,2,1,0,0,0,
1223	NM_001014393	chr15	-	83677475	83683985	83677475	83683985	5	83677475,83678396,83679236,83679387,83683869,	83677562,83678693,83679366,83679738,83683985,	0	B3GAT1	cmpl	cmpl	0,0,2,2,0,
1225	NM_001145397	chr15	-	83907134	83933921	83907296	83925842	8	83907134,83911377,83913274,83920396,83923595,83925797,83931808,83933618,	83907331,83911498,83913394,83920453,83923739,83925892,83931898,83933921,	0	LOC100271685	cmpl	cmpl	1,0,0,0,0,0,-1,-1,
1228	NM_001206773	chr15	+	84390782	84391700	84390782	84391700	1	84390782,	84391700,	0	LOC788572	cmpl	cmpl	0,
590	NM_001034616	chr16	+	720326	735553	720399	735042	8	720326,720711,721605,727070,729696,732376,733411,734856,	720508,720801,721773,727230,729877,732457,733567,735553,	0	TMEM183A	cmpl	cmpl	0,1,1,1,2,0,0,0,
73	NM_001191359	chr16	+	753875	790289	753875	789082	28	753875,757374,757859,758371,758632,759272,759758,760160,762131,762598,763991,765674,767313,768970,769660,769915,770350,772297,772878,773507,774374,775021,776812,781509,782261,784575,788337,789032,	754109,757476,758024,758446,758722,759464,759905,760295,762215,762730,764083,765783,767522,769211,769696,770049,770544,772394,772960,773708,774437,775048,776988,781607,782437,784644,788515,790289,	0	PPFIA4	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,2,0,0,0,0,2,1,0,0,1,
939	NM_001104967	chr18	-	46509078	46524655	46509140	46524564	10	46509078,46511188,46511915,46515825,46516091,46516332,46523717,46523885,46524115,46524390,	46509328,46511274,46512026,46515992,46516247,46516413,46523804,46524024,46524312,46524655,	0	PRODH2	cmpl	cmpl	1,2,2,0,0,0,0,2,0,0,
592	NM_001075435	chr16	-	957167	965458	957979	965403	11	957167,957945,958303,958598,959941,960656,960948,961498,964010,964914,965156,	957429,957996,958490,958735,960101,960796,961144,961587,964178,965049,965458,	0	MYBPH	cmpl	cmpl	-1,1,0,1,0,1,0,1,1,1,0,
592	NM_001080219	chr16	-	968433	978542	968918	978453	10	968433,969232,969851,970597,973489,975552,976472,977047,978150,978404,	969059,969349,970034,970721,973611,975703,976529,977249,978180,978542,	0	CHI3L1	cmpl	cmpl	0,0,0,2,0,2,2,1,1,0,
1111	NM_001205388	chr21	+	69059945	69068325	69064015	69066685	5	69059945,69063999,69064426,69066056,69066479,	69060242,69064126,69064553,69066092,69068325,	0	C21H14orf180	cmpl	cmpl	-1,0,0,1,1,
121	NM_201606	chr19	-	51118069	51122424	51118564	51122396	5	51118069,51118778,51121267,51121524,51122322,	51118681,51118913,51121351,51121711,51122424,	0	MRPL12	cmpl	cmpl	0,0,0,2,0,
1333	NM_201528	chr11	+	98149417	98158448	98149512	98157979	10	98149417,98149663,98150080,98152111,98153642,98154559,98154801,98155639,98156161,98157841,	98149568,98149826,98150287,98152211,98153842,98154703,98154910,98155813,98156307,98158448,	0	SLC2A8	cmpl	cmpl	0,2,0,0,1,0,0,1,1,0,
1317	NM_201527	chr9	-	95955348	95965385	95955997	95965317	5	95955348,95958131,95960023,95964731,95965294,	95956143,95958311,95960140,95964934,95965385,	0	SOD2	cmpl	cmpl	1,1,1,2,0,
1061	NM_183365	chr18	-	62512087	62516410	62512223	62516386	7	62512087,62512519,62513088,62513410,62515773,62516234,62516352,	62512414,62512567,62513142,62513689,62516058,62516270,62516410,	0	NCR1	cmpl	cmpl	1,1,1,1,1,1,0,
597	NM_001099947	chr16	+	1581558	1625414	1596038	1623678	19	1581558,1587629,1589019,1595892,1597184,1604541,1605762,1606089,1606480,1608754,1609669,1611005,1612622,1618233,1619550,1621479,1622340,1622936,1623419,	1581681,1587683,1589079,1596092,1597304,1604665,1605966,1606206,1606561,1608865,1609732,1611104,1612691,1618737,1619630,1621810,1622507,1623004,1625414,	0	ZC3H11A	cmpl	cmpl	-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,2,
599	NM_001206509	chr16	-	1936117	1946132	1936292	1946087	9	1936117,1937048,1937431,1937948,1940296,1941292,1941929,1942529,1946007,	1936454,1937147,1937576,1938068,1940493,1941411,1942053,1942680,1946132,	0	REN	cmpl	cmpl	0,0,2,2,0,1,0,2,0,
74	NM_001075361	chr16	-	1964613	1978208	1964874	1978118	5	1964613,1965468,1966723,1968013,1978093,	1964913,1965532,1966902,1968105,1978208,	0	GOLT1A	cmpl	cmpl	0,2,0,1,0,
600	NM_001075973	chr16	-	2020794	2062009	2021700	2029945	7	2020794,2021999,2024448,2025185,2029843,2030679,2061721,	2021802,2022100,2024521,2025290,2029953,2030760,2062009,	0	PLEKHA6	cmpl	cmpl	0,1,0,0,0,-1,-1,
738	NM_001045958	chr19	+	20145786	20148657	20145798	20148612	5	20145786,20146386,20147752,20148333,20148597,	20145823,20146570,20147929,20148403,20148657,	0	RPL23A	cmpl	cmpl	0,1,2,2,0,
75	NM_001076971	chr16	-	2358403	2361430	2358452	2361222	2	2358403,2360406,	2358749,2361430,	0	LRRN2	cmpl	cmpl	0,0,
75	NM_001083402	chr16	-	2866449	2905597	2867359	2905569	14	2866449,2874047,2875652,2876253,2877525,2878574,2878741,2878982,2880196,2881435,2882813,2889141,2890126,2905550,	2867388,2874239,2875882,2876323,2877643,2878646,2878895,2879102,2880306,2881598,2882954,2889314,2890152,2905597,	0	RBBP5	cmpl	cmpl	1,1,2,1,0,0,2,2,0,2,2,0,1,0,
607	NM_001024824	chr16	-	2935603	2985029	2937892	2984963	13	2935603,2938513,2940028,2942154,2943881,2944452,2944955,2945917,2946748,2947232,2951189,2964547,2984698,	2938080,2938648,2940143,2942268,2944014,2944609,2945085,2946094,2946832,2947465,2951859,2964933,2985029,	0	DSTYK	cmpl	cmpl	1,1,0,0,2,1,0,0,0,1,0,1,0,
75	NM_001077135	chr16	+	3006670	3044515	3007131	3043477	5	3006670,3018663,3040507,3042792,3043165,	3007338,3019176,3041451,3042928,3044515,	0	TMCC2	cmpl	cmpl	0,0,0,2,0,
608	NM_001079597	chr16	-	3064185	3083355	3064763	3083263	4	3064185,3071507,3073946,3083017,	3064770,3071526,3074067,3083355,	0	NUAK2	cmpl	cmpl	2,1,0,0,
608	NM_001192722	chr16	-	3100150	3105604	3100166	3105604	5	3100150,3101301,3101976,3102411,3105228,	3100360,3101403,3102192,3102576,3105604,	0	KLHDC8A	cmpl	cmpl	1,1,1,1,0,
665	NR_031022	chr9	-	10494818	10494902	10494902	10494902	1	10494818,	10494902,	0	MIR30F	unk	unk	-1,
609	NM_001083473	chr16	+	3265669	3275157	3265690	3273775	15	3265669,3265978,3266706,3267946,3268958,3269233,3269531,3270204,3270424,3271260,3271574,3271791,3272627,3273014,3273740,	3265814,3266118,3266832,3268003,3269073,3269328,3269594,3270328,3270545,3271358,3271680,3271834,3272718,3273092,3275157,	0	CDK18	cmpl	cmpl	0,1,0,0,0,1,0,0,1,2,1,2,0,1,1,
610	NM_001081612	chr16	-	3375698	3386704	3375859	3380288	5	3375698,3377303,3378112,3380081,3386532,	3375958,3377420,3378988,3380297,3386704,	0	ELK4	cmpl	cmpl	0,0,0,0,-1,
611	NM_001099094	chr16	-	3509884	3517033	3512193	3516539	6	3509884,3512581,3512993,3514348,3516415,3516847,	3512305,3512703,3513175,3514420,3516665,3517033,	0	RAB29	cmpl	cmpl	2,0,1,1,0,-1,
76	NM_001206036	chr16	-	3533578	3550571	3533638	3550571	10	3533578,3536936,3537388,3538009,3538857,3539592,3539882,3540670,3541806,3550196,	3533824,3537085,3537523,3538089,3539005,3539739,3540027,3540742,3541914,3550571,	0	SLC41A1	cmpl	cmpl	0,1,1,2,1,1,0,0,0,0,
614	NM_001192142	chr16	-	3876670	3882191	3876670	3882191	2	3876670,3881251,	3876999,3882191,	0	AVPR1B	cmpl	cmpl	1,0,
615	NM_001101263	chr16	-	3986147	3998589	3987230	3998034	4	3986147,3992155,3995559,3997882,	3987325,3992280,3995637,3998589,	0	FAM72A	cmpl	cmpl	1,2,2,0,
9	NM_001205865	chr16	+	4001924	4251299	4002011	4251141	22	4001924,4102933,4131309,4175051,4182264,4183037,4190368,4194436,4195544,4206152,4208958,4210665,4216246,4225002,4226008,4227765,4236540,4240258,4242370,4243993,4248106,4250757,	4002078,4103126,4131472,4175114,4182480,4183166,4190593,4194538,4195742,4206237,4208986,4210690,4216307,4225080,4226143,4227871,4236765,4240338,4242551,4244140,4248431,4251299,	0	SRGAP2	cmpl	cmpl	0,1,2,0,0,0,0,0,0,0,1,2,0,1,1,1,2,2,1,2,2,0,
617	NM_001046345	chr16	+	4259524	4284578	4262697	4283833	22	4259524,4260180,4262664,4263427,4263910,4265564,4266699,4267645,4268060,4268871,4270267,4270420,4270634,4273844,4274035,4275874,4278342,4279260,4281021,4281817,4282127,4283799,	4259619,4260255,4262784,4263568,4264040,4265746,4266860,4267756,4268240,4269068,4270332,4270512,4270721,4273920,4274148,4275951,4278382,4279362,4281118,4281930,4282199,4284578,	0	IKBKE	cmpl	cmpl	-1,-1,0,0,0,1,0,2,2,2,1,0,2,2,0,2,1,2,2,0,2,2,
77	NM_001113760	chr16	+	4293881	4367202	4293881	4364856	6	4293881,4321162,4360756,4361908,4363020,4364703,	4294353,4321284,4360867,4362206,4363136,4367202,	0	RASSF5	cmpl	cmpl	0,1,0,0,1,0,
162	NM_001037614	chr4	-	93650710	93748860	93650831	93748408	7	93650710,93655204,93672605,93673973,93691009,93691857,93748355,	93650956,93655333,93672658,93674013,93691084,93691934,93748860,	0	UBE2H	cmpl	cmpl	1,1,2,1,1,2,0,
1065	NM_001037611	chr7	+	62972677	63001443	62985359	63001312	12	62972677,62985341,62987961,62988497,62992458,62993320,62994733,62996132,62996734,62997061,62998018,63001105,	62972922,62985454,62988043,62988671,62992549,62993414,62994935,62996234,62996846,62997190,62998128,63001443,	0	G3BP1	cmpl	cmpl	-1,0,2,0,0,1,2,0,0,1,1,0,
618	NM_001100298	chr16	+	4423703	4433850	4423819	4433607	3	4423703,4425901,4432032,	4423896,4426013,4433850,	0	DYRK3	cmpl	cmpl	0,2,0,
670	NM_173902	chr8	+	11177142	11194506	11181281	11194260	9	11177142,11181243,11182641,11185096,11187302,11189341,11192903,11193848,11194250,	11177173,11181360,11182790,11185267,11187711,11189443,11193133,11194018,11194506,	0	CLU	cmpl	cmpl	-1,0,1,0,0,1,1,0,2,
655	NM_173933	chr19	+	9216323	9246073	9221450	9245625	13	9216323,9221448,9222869,9227597,9229327,9229856,9230723,9232368,9234295,9242870,9244195,9244992,9245417,	9216443,9221526,9222957,9227758,9229445,9229986,9230930,9232693,9234456,9243123,9244369,9245230,9246073,	0	LPO	cmpl	cmpl	-1,0,1,2,1,2,0,0,1,0,1,1,2,
616	NM_174033	chr24	+	4141579	4175481	4141671	4173875	5	4141579,4165846,4168046,4171890,4173793,	4141800,4165975,4168076,4171925,4175481,	0	CYB5A	cmpl	cmpl	0,0,0,0,2,
622	NM_001080309	chr16	-	4869644	4871892	4869822	4871881	2	4869644,4871538,	4870526,4871892,	0	YOD1	cmpl	cmpl	1,0,
666	NM_174662	chr26	+	10678641	10712481	10678786	10710844	9	10678641,10692252,10702148,10703556,10706531,10706755,10708562,10709781,10710524,	10678816,10692409,10702286,10703665,10706587,10706830,10708624,10709806,10712481,	0	FAS	cmpl	cmpl	0,0,1,1,2,1,1,0,1,
1631	NM_174761	chrX	-	137182425	137187967	137183996	137187949	7	137182425,137183976,137184185,137185270,137186957,137187216,137187868,	137182639,137184013,137184287,137185378,137187028,137187356,137187967,	0	BDA20	cmpl	cmpl	-1,1,1,1,2,0,0,
120	NM_174087	chr29	+	49395152	49422472	49417196	49419490	6	49395152,49403660,49405085,49417190,49418803,49419256,	49395246,49403917,49405304,49417353,49418952,49422472,	0	IGF2	cmpl	cmpl	-1,-1,-1,0,1,0,
1501	NM_173987	chr2	+	120096972	120100228	120097012	120099924	11	120096972,120097159,120097390,120097695,120097948,120098372,120098595,120098767,120098985,120099400,120099622,	120097079,120097276,120097506,120097870,120098121,120098507,120098668,120098902,120099177,120099517,120100228,	0	ALPI	cmpl	cmpl	0,1,1,0,1,0,0,1,1,1,1,
623	NM_001075473	chr16	+	5087506	5098711	5087617	5098455	4	5087506,5096158,5097602,5098296,	5087702,5096329,5097778,5098711,	0	LOC510860	cmpl	cmpl	0,1,1,0,
625	NM_001030303	chr16	+	5251805	5270466	5251899	5269469	9	5251805,5252955,5254525,5255825,5256941,5260773,5265169,5265745,5269329,	5251978,5253138,5254717,5255925,5257027,5260962,5265220,5265829,5270466,	0	CD55	cmpl	cmpl	0,1,1,1,2,1,1,1,1,
626	NM_001198991	chr16	+	5397411	5446682	5397502	5443004	27	5397411,5410482,5412682,5413206,5414770,5416778,5417037,5417757,5418936,5420941,5421218,5421533,5422311,5424154,5424426,5424794,5429412,5430192,5430443,5430885,5432276,5433703,5435243,5436392,5438348,5442913,5445968,	5397560,5410662,5412782,5413292,5415169,5416955,5417140,5417843,5419326,5421130,5421318,5421616,5422719,5424331,5424517,5424871,5429820,5430369,5430531,5430968,5432669,5433889,5435432,5436416,5438424,5443019,5446682,	0	CR2	cmpl	cmpl	0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,-1,
78	NM_001105027	chr16	-	6028270	6067687	6028484	6067612	7	6028270,6029116,6039074,6044114,6060193,6060793,6067554,	6028681,6029299,6039248,6044324,6060370,6060982,6067687,	0	LOC790886	cmpl	cmpl	1,1,1,1,1,1,0,
21	NM_001034322	chr5	-	106946962	106954821	106947625	106954769	10	106946962,106948654,106949501,106949929,106950103,106950805,106951231,106952124,106952695,106954664,	106947733,106948894,106949687,106950013,106950194,106950962,106951352,106952267,106952840,106954821,	0	FKBP4	cmpl	cmpl	0,0,0,0,2,1,0,1,0,0,
1004	NM_001034318	chr19	+	55043350	55047192	55043565	55044461	3	55043350,55044157,55046108,	55043927,55045592,55047192,	0	SRSF2	cmpl	cmpl	0,2,-1,
84	NM_001191272	chr16	-	12027017	12117531	12027702	12117531	17	12027017,12028648,12034671,12038041,12046217,12046603,12052632,12094240,12096145,12098070,12101771,12105745,12108964,12109096,12111137,12114749,12117400,	12027739,12028790,12034772,12038203,12046305,12046639,12052690,12094305,12096224,12098169,12101988,12105834,12109017,12109159,12111207,12114855,12117531,	0	CDC73	cmpl	cmpl	2,1,2,2,1,1,0,1,0,0,2,0,1,1,0,2,0,
677	NM_001076188	chr16	+	12064218	12071867	12069324	12070593	2	12064218,12069200,	12064787,12071867,	0	B3GALT2	cmpl	cmpl	-1,0,
682	NM_001046010	chr7	+	12824432	12837541	12824440	12837216	4	12824432,12836478,12836957,12837149,	12824490,12836584,12837055,12837541,	0	WDR83OS	cmpl	cmpl	0,2,0,2,
84	NM_001206183	chr16	-	12164240	12190163	12165324	12176680	9	12164240,12167177,12167598,12168489,12172139,12172880,12173634,12176100,12190024,	12165477,12167324,12167712,12168606,12172277,12173027,12173855,12176699,12190163,	0	RO60	cmpl	cmpl	0,0,0,0,0,0,1,0,-1,
1052	NM_174301	chr2	+	61250148	61253862	61250236	61253339	2	61250148,61252292,	61250251,61253862,	0	CXCR4	cmpl	cmpl	0,0,
20	NM_001081603	chr11	-	96283683	96516539	96284108	96487709	12	96283683,96288822,96312587,96328274,96343917,96377578,96391972,96406846,96470060,96484968,96487450,96516309,	96284234,96288920,96312725,96328415,96344025,96377688,96392149,96407019,96470209,96485058,96487778,96516539,	0	MAPKAP1	cmpl	cmpl	0,1,1,1,1,2,2,0,1,1,0,-1,
681	NM_001199063	chr16	-	12697340	12701441	12697974	12701385	5	12697340,12698853,12700344,12700817,12701248,	12698160,12699017,12700406,12700898,12701441,	0	RGS1	cmpl	cmpl	0,1,2,2,0,
685	NM_001192971	chr16	-	13120994	13151444	13121244	13151261	5	13120994,13126143,13149495,13150565,13151142,	13121502,13126310,13149557,13150667,13151444,	0	RGS18	cmpl	cmpl	0,1,2,2,0,
87	NM_001102140	chr16	+	15145295	15631139	15166536	15630781	8	15145295,15166486,15387150,15405319,15459213,15467769,15541253,15629664,	15145732,15166772,15387341,15405510,15459319,15468006,15541476,15631139,	0	BRINP3	cmpl	cmpl	-1,0,2,1,0,1,1,2,
11	NM_001191424	chr16	+	18818846	18890932	18818876	18886202	19	18818846,18824443,18824731,18826919,18832668,18832998,18834070,18834661,18848731,18859754,18871527,18871733,18873710,18877706,18881588,18884694,18884958,18885746,18886151,	18818959,18824497,18824777,18826993,18832727,18833079,18834211,18834752,18848922,18859870,18871615,18871850,18873881,18877862,18881685,18884879,18885097,18886151,18890932,	0	KCTD3	cmpl	cmpl	0,2,2,0,2,1,1,1,2,1,0,1,1,1,1,2,1,2,0,
91	NM_001191425	chr16	-	18892332	19815906	18893164	19815906	71	18892332,18894670,18915053,18921190,18923103,18930937,18932539,18935790,18961912,18965345,18972303,19028790,19042222,19043756,19059628,19060722,19070695,19091148,19094829,19096851,19102173,19107860,19120259,19128966,19132266,19159701,19164709,19166229,19181285,19197939,19199694,19206123,19216535,19217287,19252774,19289617,19295215,19323542,19330798,19332333,19383777,19386021,19412493,19415503,19415711,19422586,19426054,19430933,19433419,19438304,19451167,19547531,19563631,19568656,19570411,19571680,19582982,19600228,19613961,19628698,19632772,19677285,19681270,19713829,19715038,19715723,19716805,19719864,19750728,19811745,19815421,	18893254,18894892,18915298,18921274,18923280,18931146,18932778,18936000,18962234,18966862,18972531,19029145,19042385,19043915,19059786,19060906,19070803,19091347,19094984,19097049,19102378,19108084,19120481,19129135,19132465,19159814,19164912,19166439,19181449,19198062,19200029,19206752,19216678,19217438,19252954,19289780,19295367,19323690,19330970,19332493,19383939,19386135,19412688,19415584,19415915,19422860,19426185,19431113,19433521,19438431,19451298,19547762,19563776,19568826,19570681,19572175,19583141,19600392,19614145,19629340,19632968,19677416,19681466,19713923,19715260,19715908,19717100,19719928,19750861,19811911,19815906,	0	USH2A	cmpl	cmpl	0,0,1,1,1,2,0,0,2,0,0,2,1,1,2,1,1,0,1,1,0,1,1,0,2,0,1,1,2,2,0,1,2,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,2,1,1,0,1,0,2,2,0,2,1,0,2,0,
93	NM_001102249	chr16	-	21100413	21125747	21102422	21125651	6	21100413,21102582,21103124,21106334,21112048,21125595,	21102455,21102662,21103307,21106396,21112768,21125747,	0	GPATCH2	cmpl	cmpl	0,1,1,2,2,0,
94	NM_001099059	chr16	+	22658587	22690680	22658626	22688853	5	22658587,22663558,22679067,22687734,22688634,	22658720,22663658,22679237,22687850,22690680,	0	LYPLAL1	cmpl	cmpl	0,1,2,1,0,
763	NM_001192180	chr16	-	23426970	23439602	23426970	23439602	4	23426970,23429836,23438303,23438959,	23427470,23430076,23438381,23439602,	0	SLC30A10	cmpl	cmpl	1,1,1,0,
764	NM_001243320	chr16	-	23472910	23537555	23473122	23537437	32	23472910,23473378,23476723,23479713,23483287,23483923,23484611,23485806,23486138,23487466,23487977,23488657,23490653,23495193,23503516,23505164,23506619,23507191,23508394,23511802,23516595,23517064,23518036,23519690,23521311,23522215,23526002,23527356,23528802,23529789,23533366,23537391,	23473273,23473443,23476802,23479874,23483461,23484121,23484767,23485908,23486218,23487539,23488187,23488709,23490916,23495427,23503873,23505282,23506732,23507399,23508531,23511913,23516655,23517149,23518270,23519862,23521504,23522342,23526097,23527496,23528959,23529889,23533451,23537555,	0	EPRS	cmpl	cmpl	2,0,2,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,2,2,1,0,2,0,1,0,2,1,0,
