Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
7	681	NR_036346	+	12640462	12640533	12640533	12640533	1	12640462,	12640533,	0	MIR2881	unk	unk	-1,	CNVR_274	12331895	12705722	1			1		Gain	373828	Has_gene
7	681	NM_001045939	-	12657305	12664100	12657775	12663922	12	12657305,12659595,12660035,12660440,12661344,12661646,12662522,12663013,12663252,12663705,12663831,12664047,	12657849,12659756,12660161,12660544,12661561,12661776,12662693,12663076,12663396,12663741,12663961,12664100,	0	GCDH	cmpl	cmpl	1,2,2,0,2,1,1,1,1,1,0,-1,	CNVR_274	12331895	12705722	1			1		Gain	373828	Has_gene
7	681	NM_001080359	+	12671236	12675541	12671272	12675062	3	12671236,12672016,12674886,	12671359,12672872,12675541,	0	KLF1	cmpl	cmpl	0,0,1,	CNVR_274	12331895	12705722	1			1		Gain	373828	Has_gene
7	681	NM_001075127	+	12676732	12679146	12676870	12679018	6	12676732,12677079,12677351,12677761,12678017,12678638,	12676965,12677260,12677430,12677926,12678215,12679146,	0	DNASE2	cmpl	cmpl	0,2,0,1,1,1,	CNVR_274	12331895	12705722	1			1		Gain	373828	Has_gene
7	681	NM_001191528	-	12679398	12704101	12679486	12703993	26	12679398,12680858,12682155,12682418,12682866,12683283,12683826,12684151,12685439,12686064,12686605,12686809,12687116,12687372,12690496,12690794,12694066,12694213,12694445,12696563,12696946,12697141,12699370,12701605,12702154,12703910,	12680760,12681046,12682292,12682541,12683096,12683484,12684074,12684330,12685549,12686187,12686707,12686975,12687249,12687511,12690705,12690874,12694134,12694346,12694547,12696773,12697022,12697302,12699449,12701681,12702243,12704101,	0	MAST1	cmpl	cmpl	1,2,0,0,1,1,2,0,1,1,1,0,2,1,2,0,1,0,0,0,2,0,2,1,2,0,	CNVR_274	12331895	12705722	1			1		Gain	373828	Has_gene
7																CNVR_275	13823591	13870143	1			1		Gain	46553	Non_gene
7	698	NM_174348	+	14813842	14824411	14813896	14823204	7	14813842,14815967,14821265,14821941,14822303,14822688,14823019,	14813963,14816228,14821574,14822223,14822558,14822937,14824411,	0	ICAM1	cmpl	cmpl	0,1,1,1,1,1,1,	CNVR_276	14822852	14859746	1			1		Gain	36895	Has_gene
7	698	NM_001113762	+	14827511	14834229	14827511	14834082	11	14827511,14828520,14828986,14829529,14830267,14830651,14831319,14831643,14832025,14832649,14833807,	14827593,14828790,14829307,14829817,14830522,14830900,14831562,14831922,14832265,14832916,14834229,	0	ICAM5	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,	CNVR_276	14822852	14859746	1			1		Gain	36895	Has_gene
7	698	NM_001080226	-	14841527	14845938	14841796	14845922	5	14841527,14842144,14845308,14845626,14845768,	14841953,14842232,14845415,14845681,14845938,	0	FDX2	cmpl	cmpl	2,1,2,1,0,	CNVR_276	14822852	14859746	1			1		Gain	36895	Has_gene
7	698	NM_001103108	-	14846156	14859781	14847393	14859770	14	14846156,14847629,14848098,14848711,14849507,14849719,14849910,14850434,14851463,14851883,14852113,14855893,14857968,14859551,	14847540,14847713,14848239,14848786,14849644,14849813,14850122,14850522,14851558,14852013,14852305,14856363,14858035,14859781,	0	RAVER1	cmpl	cmpl	0,0,0,0,1,0,1,0,1,0,0,1,0,0,	CNVR_276	14822852	14859746	1			1		Gain	36895	Has_gene
7	700	NM_001098139	+	15116072	15130758	15116098	15129650	22	15116072,15116594,15119739,15119941,15120571,15120859,15121057,15121205,15121462,15121630,15124240,15124463,15124648,15124917,15125610,15125958,15126588,15126798,15126961,15127196,15128676,15129543,	15116135,15116643,15119813,15120026,15120656,15120970,15121118,15121329,15121546,15121743,15124372,15124563,15124741,15125002,15125873,15126053,15126692,15126872,15127032,15127285,15128761,15130758,	0	SLC44A2	cmpl	cmpl	0,1,2,1,2,0,0,1,2,2,1,1,2,2,0,2,1,0,2,1,0,1,	CNVR_277	15090383	15165475	1		1			Loss	75093	Has_gene
7	700	NM_001206495	+	15137069	15164555	15148839	15163998	20	15137069,15148742,15149390,15149774,15151981,15153495,15153983,15154796,15155335,15155989,15156204,15156857,15157404,15157974,15158218,15158501,15158797,15162179,15163149,15163861,	15137167,15148842,15149620,15149952,15152129,15153587,15154079,15154908,15155433,15156101,15156315,15157057,15157572,15158112,15158395,15158655,15158851,15162545,15163275,15164555,	0	ILF3	cmpl	cmpl	-1,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,	CNVR_277	15090383	15165475	1		1			Loss	75093	Has_gene
7	702	NM_001101094	-	15362777	15368373	15363852	15368155	10	15362777,15363835,15364052,15364313,15364563,15366128,15367124,15367320,15368124,15368337,	15363719,15363966,15364235,15364480,15364680,15366216,15367205,15367475,15368183,15368373,	0	YIPF2	cmpl	cmpl	-1,0,0,1,1,0,0,1,0,-1,	CNVR_278	15340773	15408372	2		2			Loss	67600	Has_gene
7	702	NM_001099699	+	15368547	15370407	15368574	15369432	2	15368547,15368743,	15368668,15370407,	0	TIMM29	cmpl	cmpl	0,1,	CNVR_278	15340773	15408372	2		2			Loss	67600	Has_gene
7	709	NM_001193256	-	16347583	16358015	16347962	16357979	5	16347583,16348740,16353199,16355826,16357919,	16348194,16348803,16353378,16356015,16358015,	0	PEX11G	cmpl	cmpl	2,2,0,0,0,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001075222	+	16390820	16399653	16390928	16399463	13	16390820,16392956,16394210,16394464,16395020,16395348,16395674,16395952,16396166,16396441,16396911,16399193,16399426,	16390959,16393162,16394378,16394630,16395129,16395445,16395774,16396059,16396316,16396543,16397034,16399324,16399653,	0	MCOLN1	cmpl	cmpl	0,1,0,0,1,2,0,1,0,0,0,0,2,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001076547	+	16399794	16423842	16401008	16423620	34	16399794,16400973,16401371,16401632,16401899,16403978,16404207,16404855,16405150,16405639,16405808,16406532,16407163,16407409,16407664,16412721,16413166,16413373,16413872,16414257,16416544,16416901,16417241,16417603,16417953,16418263,16418723,16418927,16419430,16421342,16422826,16423097,16423304,16423545,	16399867,16401035,16401459,16401715,16401997,16404119,16404367,16404936,16405279,16405720,16405980,16406616,16407273,16407577,16407742,16412927,16413298,16413497,16413986,16414333,16416685,16416965,16417410,16417786,16418072,16418420,16418840,16418997,16419547,16421644,16422943,16423203,16423414,16423842,	0	PNPLA6	cmpl	cmpl	-1,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,2,2,0,0,1,1,2,0,0,2,0,0,1,1,0,0,1,0,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001205534	+	16447972	16464459	16447972	16464189	19	16447972,16454882,16455513,16455744,16456036,16456954,16457267,16458226,16458441,16458625,16458854,16459239,16459404,16462142,16462363,16462996,16463485,16463678,16463883,	16448120,16455136,16455636,16455840,16456069,16457002,16457406,16458366,16458535,16458677,16458928,16459309,16460878,16462282,16462671,16463096,16463598,16463797,16464459,	0	CAMSAP3	cmpl	cmpl	0,1,0,0,0,0,0,1,0,1,2,1,2,0,2,1,2,1,0,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001075919	-	16465654	16474399	16465704	16474395	19	16465654,16465859,16466085,16466415,16466677,16466985,16467268,16468194,16468454,16468718,16468944,16469171,16469733,16471212,16471450,16472292,16472719,16473113,16474344,	16465766,16465969,16466215,16466587,16466800,16467176,16467431,16468308,16468586,16468850,16469064,16469323,16469878,16471377,16471585,16472490,16472843,16473262,16474399,	0	XAB2	cmpl	cmpl	1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001080328	-	16476400	16477872	16476469	16477836	4	16476400,16477250,16477586,16477833,	16476589,16477375,16477719,16477872,	0	PCP2	cmpl	cmpl	0,1,0,0,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	710	NM_001046208	+	16482870	16491641	16482897	16491581	19	16482870,16484195,16484510,16485084,16485316,16485492,16485983,16486337,16486511,16486740,16487138,16487334,16487504,16488605,16489219,16490030,16490834,16491016,16491495,	16482934,16484245,16484592,16485161,16485395,16485596,16486132,16486422,16486642,16486848,16487196,16487400,16487585,16488744,16489329,16490126,16490920,16491174,16491641,	0	STXBP2	cmpl	cmpl	0,1,0,1,0,1,0,2,0,2,2,0,0,0,1,0,0,2,1,	CNVR_279	16287363	16507951	1			1		Gain	220589	Has_gene
7	714	NM_001166558	-	16952354	16957071	16952667	16957009	5	16952354,16952962,16953407,16953943,16956870,	16952807,16953121,16953611,16954069,16957071,	0	CD320	cmpl	cmpl	1,1,1,1,0,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	714	NM_176658	-	16960702	16967936	16960824	16967925	4	16960702,16962678,16967403,16967874,	16960915,16962828,16967453,16967936,	0	NDUFA7	cmpl	cmpl	2,2,0,0,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	714	NM_001025316	+	16968060	16969193	16968091	16968906	4	16968060,16968224,16968783,16969113,	16968130,16968272,16968917,16969193,	0	RPS28	cmpl	cmpl	0,0,0,-1,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	714	NM_001113763	-	16969359	16979916	16969535	16976953	12	16969359,16970401,16970580,16970909,16973406,16974089,16974271,16974669,16974847,16976919,16977309,16979733,	16969613,16970506,16970781,16971052,16973623,16974174,16974463,16974769,16976125,16976986,16977450,16979916,	0	KANK3	cmpl	cmpl	0,0,0,1,0,2,2,1,1,0,-1,-1,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	714	NM_001046043	+	17005584	17012655	17005776	17012170	7	17005584,17006742,17006980,17010016,17010442,17010629,17011997,	17006115,17006853,17007098,17010130,17010538,17010911,17012655,	0	ANGPTL4	cmpl	cmpl	0,0,0,1,1,1,1,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	714	NM_001035391	+	17018603	17028211	17018657	17027483	5	17018603,17025128,17026123,17026682,17027337,	17018697,17025324,17026317,17026763,17028211,	0	RAB11B	cmpl	cmpl	0,1,2,1,1,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	89	NM_001037589	+	17038319	17052942	17043344	17052477	6	17038319,17042488,17043292,17047828,17049997,17052321,	17038418,17042557,17043520,17048024,17050207,17052942,	0	MARCH2	cmpl	cmpl	-1,-1,0,2,0,0,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	715	NM_001191223	+	17058462	17098620	17058538	17098359	16	17058462,17067398,17074852,17075797,17075890,17077062,17077853,17080516,17082078,17084354,17085873,17086378,17093116,17095151,17096623,17098195,	17058651,17067568,17074905,17075805,17075984,17077254,17078007,17080566,17082139,17084456,17085918,17086456,17093170,17095954,17096675,17098620,	0	HNRNPM	cmpl	cmpl	0,2,1,0,2,0,0,1,0,1,1,1,1,1,0,1,	CNVR_280	16952548	17109710	1			1		Gain	157163	Has_gene
7	734	NM_001046177	+	19596347	19599306	19596376	19598682	2	19596347,19597673,	19596408,19599306,	0	LRG1	cmpl	cmpl	0,2,	CNVR_281	19599003	19628725	2			2		Gain	29723	Has_gene
7	734	NM_001101136	+	19600494	19611773	19601563	19611321	8	19600494,19601541,19602483,19603699,19604392,19605957,19610440,19610790,	19600531,19601623,19602679,19603782,19604573,19606157,19610560,19611773,	0	PLIN5	cmpl	cmpl	-1,0,0,1,0,1,0,0,	CNVR_281	19599003	19628725	2			2		Gain	29723	Has_gene
7	734	NM_001105361	-	19628209	19645435	19628415	19636376	16	19628209,19628835,19629700,19630102,19630537,19630743,19631397,19632456,19632922,19633136,19634216,19634395,19636262,19642600,19642832,19645306,	19628518,19628968,19629914,19630204,19630608,19630817,19631501,19632766,19632998,19633302,19634288,19634512,19636454,19642739,19642909,19645435,	0	HDGFL2	cmpl	cmpl	2,1,0,0,1,2,0,2,1,0,0,0,0,-1,-1,-1,	CNVR_281	19599003	19628725	2			2		Gain	29723	Has_gene
7	11	NM_001113314	+	20959392	21097631	21090805	21094398	5	20959392,21002519,21065107,21090767,21094272,	20959415,21002580,21065145,21090886,21097631,	0	GNG7	cmpl	cmpl	-1,-1,-1,0,0,	CNVR_282	21022281	21249976	1			1		Gain	227696	Has_gene
7	746	NM_001040604	-	21118047	21120156	21118687	21119949	4	21118047,21119068,21119696,21119905,	21118801,21119291,21119798,21120156,	0	GADD45B	cmpl	cmpl	0,2,2,0,	CNVR_282	21022281	21249976	1			1		Gain	227696	Has_gene
7	746	NM_001276353	+	21134166	21154517	21134200	21151813	12	21134166,21142908,21146871,21147175,21148926,21149186,21149439,21149776,21150155,21150766,21151052,21151771,	21134476,21143045,21147028,21147301,21149097,21149312,21149660,21150065,21150263,21150886,21151166,21154517,	0	LMNB2	cmpl	cmpl	0,0,2,0,0,0,0,2,0,0,0,0,	CNVR_282	21022281	21249976	1			1		Gain	227696	Has_gene
7	746	NM_001080277	+	21154978	21156157	21154997	21155547	3	21154978,21155209,21155448,	21155117,21155278,21156157,	0	TIMM13	cmpl	cmpl	0,0,0,	CNVR_282	21022281	21249976	1			1		Gain	227696	Has_gene
7	747	NM_001143862	+	21239226	21243937	21239243	21243827	4	21239226,21239387,21242270,21243684,	21239249,21239478,21242342,21243937,	0	LSM7	cmpl	cmpl	0,0,1,1,	CNVR_282	21022281	21249976	1			1		Gain	227696	Has_gene
7	761	NM_001102537	-	23073266	23192277	23076319	23124093	6	23073266,23076302,23085001,23124039,23160583,23192193,	23075775,23076418,23085103,23124376,23160742,23192277,	0	CDC42SE2	cmpl	cmpl	-1,0,0,0,-1,-1,	CNVR_283	23040924	23099471	1		1			Loss	58548	Has_gene
7	762	NM_001076505	-	23244077	23265677	23244144	23265643	5	23244077,23253237,23258864,23261643,23265625,	23244215,23253319,23258935,23261716,23265677,	0	LYRM7	cmpl	cmpl	1,0,1,0,0,	CNVR_284	23224806	23260788	1			1		Gain	35983	Has_gene
7	762	NM_175812	+	23271940	23278548	23271940	23278392	3	23271940,23276977,23278227,	23272051,23277082,23278548,	0	HINT1	cmpl	cmpl	0,0,0,	CNVR_285	23269709	23298999	1			1		Gain	29291	Has_gene
7																CNVR_286	23302973	23323496	2			1	1	Gain	20524	Non_gene
7																CNVR_287	23872854	23895550	1		1			Loss	22697	Non_gene
7																CNVR_288	24931056	24946051	6			6		Gain	14996	Non_gene
7	775	NM_001101213	-	24975045	24993778	24975143	24993714	5	24975045,24980894,24983034,24983345,24993405,	24975290,24981011,24983238,24983465,24993778,	0	ISOC1	cmpl	cmpl	0,0,0,0,0,	CNVR_289	24982024	25070227	1		1			Loss	88204	Has_gene
7	776	NM_001101169	-	25036902	25117071	25037295	25116922	10	25036902,25043177,25044406,25045481,25049140,25066173,25086350,25087773,25100938,25116393,	25037472,25043308,25044504,25045680,25049231,25066368,25086475,25087932,25101142,25117071,	0	SLC27A6	cmpl	cmpl	0,1,2,1,0,0,1,1,1,0,	CNVR_289	24982024	25070227	1		1			Loss	88204	Has_gene
7																CNVR_290	28583247	28621254	3	1		2		Mixed	38008	Non_gene
7																CNVR_291	29560140	29642778	1			1		Gain	82639	Non_gene
7																CNVR_292	33595868	33849742	4			4		Gain	253875	Non_gene
7	105	NM_001007809	-	34325641	34425506	34325895	34425406	24	34325641,34333922,34339942,34341415,34344021,34350346,34352352,34356351,34358497,34361415,34367675,34370561,34372196,34378416,34380029,34382855,34389673,34390988,34392564,34392714,34394566,34405093,34416925,34425348,	34325985,34334050,34340081,34341502,34344108,34350453,34352422,34356417,34358601,34361487,34367727,34370798,34372300,34378545,34380054,34382947,34389861,34391073,34392611,34392736,34394626,34405201,34416979,34425506,	0	HSD17B4	cmpl	cmpl	0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,1,2,1,1,1,1,0,	CNVR_293	34245239	34473344	2		1	1		Mixed	228106	Has_gene
7																CNVR_294	36105942	36178539	1			1		Gain	72598	Non_gene
7																CNVR_295	37214745	37263486	8		8			Loss	48742	Non_gene
7																CNVR_296	45065813	45523363	2			2		Gain	457551	Non_gene
7	120	NM_001035366	+	50075986	50255753	50101476	50254855	18	50075986,50101474,50102644,50134385,50135062,50143781,50146492,50206908,50208159,50221047,50233872,50244822,50245763,50250165,50251797,50252102,50253531,50254567,	50076054,50101581,50102840,50134552,50135182,50144051,50146696,50206989,50208312,50221140,50234029,50245023,50245915,50250276,50251979,50252208,50253666,50255753,	0	CTNNA1	cmpl	cmpl	-1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,	CNVR_297	50233475	50255419	2		2			Loss	21945	Has_gene
7	994	NM_174055	-	53622272	53719262	53625344	53646007	4	53622272,53632357,53645838,53719008,	53625539,53632461,53646041,53719262,	0	FGF1	cmpl	cmpl	0,1,0,-1,	CNVR_298	53578523	53713177	1			1		Gain	134655	Has_gene
7	994	NR_031217	-	53640793	53640861	53640861	53640861	1	53640793,	53640861,	0	MIR2460	unk	unk	-1,	CNVR_298	53578523	53713177	1			1		Gain	134655	Has_gene
7	140	NM_001192916	-	70284252	70694473	70286629	70694473	16	70284252,70294986,70299297,70300129,70301273,70318964,70368852,70393141,70420214,70436430,70670030,70680060,70690807,70691492,70692104,70694339,	70286661,70295181,70299477,70300307,70301339,70319053,70368979,70393272,70420356,70436512,70670099,70680134,70690863,70691556,70692261,70694473,	0	EBF1	cmpl	cmpl	1,1,1,0,0,1,0,1,0,2,2,0,1,0,2,0,	CNVR_299	70621019	70822690	10			10		Gain	201672	Has_gene
7	140	NM_001102168	-	70734077	70796784	70735311	70790462	12	70734077,70738249,70739538,70746443,70749263,70754418,70757267,70765256,70780245,70790278,70794519,70796488,	70735809,70738606,70739686,70746626,70749404,70754594,70757503,70765348,70780354,70790481,70794546,70796784,	0	RNF145	cmpl	cmpl	0,0,2,2,2,0,1,2,1,0,-1,-1,	CNVR_299	70621019	70822690	10			10		Gain	201672	Has_gene
7																CNVR_300	76886696	76940532	1		1			Loss	53837	Non_gene
7																CNVR_301	78498179	80137615	10		3	6	1	Mixed	1639437	Non_gene
7	152	NM_001081615	+	82958901	83247651	82989995	83247291	8	82958901,82989985,83001946,83085917,83092715,83093917,83147291,83247179,	82958976,82990134,83002122,83086084,83092868,83094024,83147439,83247651,	0	XRCC4	cmpl	cmpl	-1,0,1,0,2,2,1,2,	CNVR_302	83134549	83186989	1			1		Gain	52441	Has_gene
7																CNVR_303	86095078	86363738	2		1	1		Mixed	268661	Non_gene
7	1254	NM_001205673	-	87739193	87817552	87740208	87817466	12	87739193,87741658,87742993,87746375,87749193,87749836,87750317,87772879,87776464,87778660,87793138,87817463,	87740486,87741755,87743168,87746489,87749334,87749897,87750469,87773036,87776562,87778744,87793242,87817552,	0	TMEM161B	cmpl	cmpl	1,0,2,2,2,1,2,1,2,2,0,0,	CNVR_304	87087169	88441282	36		14	19	3	Mixed	1354114	Has_gene
7	19	NR_038196	-	87971292	88214022	88214022	88214022	6	87971292,87971815,88064827,88200221,88202136,88213870,	87971486,87972003,88064910,88200271,88202264,88214022,	0	LOC100616526	unk	unk	-1,-1,-1,-1,-1,-1,	CNVR_304	87087169	88441282	36		14	19	3	Mixed	1354114	Has_gene
7	1257	NR_030834	-	88196005	88196092	88196092	88196092	1	88196005,	88196092,	0	MIR9-2	unk	unk	-1,	CNVR_304	87087169	88441282	36		14	19	3	Mixed	1354114	Has_gene
7	157	NM_001046113	-	88250018	88403355	88251061	88349262	11	88250018,88257862,88258846,88259858,88261389,88279193,88281580,88291950,88329384,88349208,88403115,	88251287,88257998,88258976,88259882,88261562,88279241,88281767,88292094,88329588,88349404,88403355,	0	MEF2C	cmpl	cmpl	2,1,0,0,1,1,0,0,0,0,-1,	CNVR_304	87087169	88441282	36		14	19	3	Mixed	1354114	Has_gene
7																CNVR_305	89294939	89342174	1			1		Gain	47236	Non_gene
7																CNVR_306	93242153	93259240	3		2	1		Mixed	17088	Non_gene
7	162	NM_001102058	+	93950264	94018476	93962760	94017973	21	93950264,93962760,93963030,93964218,93968244,93973749,93976553,93977533,93979070,93980810,93982398,93983371,93989663,93990367,94003311,94010099,94011167,94012125,94014167,94014659,94017494,	93950362,93962874,93963106,93964459,93968407,93973893,93976700,93977671,93979193,93980864,93982557,93983535,93989795,93990533,94003459,94010245,94011331,94012259,94014260,94014842,94018476,	0	SLF1	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0,2,1,1,1,	CNVR_307	93522200	94730969	4		1	3		Mixed	1208770	Has_gene
7	20	NM_001104987	-	94267370	94398647	94268592	94398480	6	94267370,94277146,94281872,94288760,94332654,94398423,	94268649,94277252,94281952,94288903,94332769,94398647,	0	MCTP1	cmpl	cmpl	0,2,0,1,0,0,	CNVR_307	93522200	94730969	4		1	3		Mixed	1208770	Has_gene
7	1306	NR_107814	-	94517926	94518003	94518003	94518003	1	94517926,	94518003,	0	MIR2284Z-7	unk	unk	-1,	CNVR_307	93522200	94730969	4		1	3		Mixed	1208770	Has_gene
7	1307	NM_001075688	+	94687292	94744876	94687412	94744721	10	94687292,94687995,94690987,94706415,94715627,94725956,94731030,94741041,94742917,94744587,	94687422,94688099,94691052,94706659,94715746,94726086,94731137,94741177,94743113,94744876,	0	FAM81B	cmpl	cmpl	0,1,0,2,0,2,0,2,0,1,	CNVR_307	93522200	94730969	4		1	3		Mixed	1208770	Has_gene
7	1309	NM_001034736	-	94976499	95003346	94976683	95003243	5	94976499,94981730,94991294,95002943,95003182,	94976971,94981826,94991522,95003032,95003346,	0	SPATA9	cmpl	cmpl	0,0,0,1,0,	CNVR_308	94949800	95027313	2		1	1		Mixed	77514	Has_gene
7																CNVR_309	104597819	104689305	2		1	1		Mixed	91487	Non_gene
7																CNVR_310	105657580	105822859	2			2		Gain	165280	Non_gene
7																CNVR_311	106081315	106131431	1			1		Gain	50117	Non_gene
7	174	NM_001076432	-	106497215	106785221	106500297	106784981	5	106497215,106505719,106506211,106548029,106784856,	106500419,106505800,106506277,106548322,106785221,	0	EFNA5	cmpl	cmpl	1,1,1,2,0,	CNVR_312	106364930	108575314	12		3	8	1	Mixed	2210385	Has_gene
7	1405	NR_031002	-	107506092	107506172	107506172	107506172	1	107506092,	107506172,	0	MIR2465	unk	unk	-1,	CNVR_312	106364930	108575314	12		3	8	1	Mixed	2210385	Has_gene
7	21	NM_001191336	+	107866915	108280768	107866915	108280620	19	107866915,107908794,107919065,107942289,107944568,107945328,107969358,107979887,108044830,108044922,108056356,108070143,108137826,108146000,108148586,108182636,108273546,108279026,108280477,	107867122,107908968,107919165,107942473,107944706,107945448,107969481,107980077,108044921,108044924,108056560,108070266,108137883,108146116,108148681,108182760,108273701,108279149,108280768,	0	FER	cmpl	cmpl	0,0,0,1,2,2,2,2,0,1,0,0,0,0,2,1,2,1,1,	CNVR_312	106364930	108575314	12		3	8	1	Mixed	2210385	Has_gene
7	1412	NM_001100340	-	108442759	108512829	108443192	108492509	10	108442759,108445883,108446365,108458015,108464106,108473893,108486520,108489245,108492478,108512784,	108443318,108446005,108446480,108458127,108464292,108474079,108487571,108489446,108492596,108512829,	0	PJA2	cmpl	cmpl	0,1,0,2,2,2,1,1,0,-1,	CNVR_312	106364930	108575314	12		3	8	1	Mixed	2210385	Has_gene
7																CNVR_313	111073047	111106929	1			1		Gain	33883	Non_gene
7																CNVR_314	112479572	112610067	2			2		Gain	130496	Non_gene
8																CNVR_315	3209481	3343762	2			2		Gain	134282	Non_gene
8	9	NM_001191298	+	3940091	5482560	3940091	5482314	12	3940091,4441105,4607288,4644422,5243617,5249588,5347103,5383823,5410411,5452030,5462335,5482146,	3940229,4441214,4607427,4644589,5243803,5249772,5347221,5383931,5410633,5452147,5462485,5482560,	0	GALNTL6	cmpl	cmpl	0,0,1,2,1,1,2,0,0,0,0,0,	CNVR_316	3959228	4570144	2			2		Gain	610917	Has_gene
8	685	NR_107784	+	13182014	13182095	13182095	13182095	1	13182014,	13182095,	0	MIR2285M-5	unk	unk	-1,	CNVR_317	12440991	14263017	5		2	2	1	Mixed	1822027	Has_gene
8	734	NM_001105642	+	19634211	19637417	19634442	19636817	7	19634211,19634810,19635033,19635339,19635791,19636280,19636681,	19634674,19634885,19635123,19635357,19635872,19636371,19637417,	0	IZUMO3	cmpl	cmpl	0,1,1,1,1,1,2,	CNVR_318	19138288	20018829	2			2		Gain	880542	Has_gene
8																CNVR_319	20882946	21305776	1			1		Gain	422831	Non_gene
8																CNVR_320	31926519	31948876	1		1			Loss	22358	Non_gene
8																CNVR_321	32046441	33489336	14		9	3	2	Mixed	1442896	Non_gene
8																CNVR_322	33784817	34679524	1			1		Gain	894708	Non_gene
8																CNVR_323	35023064	35093059	1			1		Gain	69996	Non_gene
8																CNVR_324	35181081	36008038	2			2		Gain	826958	Non_gene
8																CNVR_325	37528884	37562604	1		1			Loss	33721	Non_gene
8																CNVR_326	38612645	38672654	1		1			Loss	60010	Non_gene
8																CNVR_327	41491687	41544668	2		2			Loss	52982	Non_gene
8	14	NM_001191532	-	44032277	44271335	44033265	44271136	48	44032277,44033700,44043330,44044671,44047274,44058101,44059816,44060404,44061952,44066629,44067579,44068299,44069507,44070651,44072816,44076633,44077650,44078120,44080283,44083874,44089478,44091460,44095699,44097648,44103099,44107611,44110362,44111636,44114830,44115711,44118898,44119611,44120807,44124590,44155619,44156509,44158146,44160159,44161661,44165063,44167898,44173099,44177212,44181654,44201350,44204081,44217555,44271083,	44033326,44033871,44043437,44044815,44047511,44058191,44059951,44060536,44062096,44066822,44067680,44068458,44069660,44070786,44072913,44076721,44077783,44078303,44080426,44084044,44089618,44091616,44095813,44097798,44103195,44107707,44110532,44111801,44115065,44115807,44119000,44119750,44120878,44124708,44155782,44156603,44158277,44160319,44161742,44165213,44167965,44173185,44177425,44181778,44201422,44204257,44217658,44271335,	0	DOCK8	cmpl	cmpl	2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,0,1,0,0,0,2,0,0,2,2,0,2,0,	CNVR_328	43890714	44100329	1			1		Gain	209616	Has_gene
8	115	NM_001102335	+	44403367	44612837	44403388	44611454	11	44403367,44424846,44431833,44435106,44441818,44442607,44524468,44547715,44551341,44567281,44611364,	44403649,44425009,44431980,44435232,44442009,44442762,44524584,44547851,44551525,44567416,44612837,	0	PGM5	cmpl	cmpl	0,0,1,1,1,0,2,1,2,0,0,	CNVR_329	44364572	44501531	1		1			Loss	136960	Has_gene
8	121	NM_001192658	+	50559388	50763952	50559759	50763262	10	50559388,50714081,50719261,50726506,50743230,50744713,50747427,50749300,50752342,50763106,	50559766,50714167,50719403,50726908,50743352,50744846,50747535,50749411,50752455,50763952,	0	RORB	cmpl	cmpl	0,1,0,1,1,0,1,1,1,0,	CNVR_330	49977959	50587644	2		1	1		Mixed	609686	Has_gene
8	1066	NM_001097994	-	63089196	63100070	63089653	63100021	5	63089196,63093161,63096773,63097761,63099945,	63089913,63093803,63096931,63097936,63100070,	0	TRMO	cmpl	cmpl	1,1,2,1,0,	CNVR_331	63018531	63246078	1		1			Loss	227548	Has_gene
8	1066	NM_001077055	-	63103268	63121637	63103319	63114058	5	63103268,63105781,63112071,63113979,63121609,	63103426,63106845,63112165,63114104,63121637,	0	HEMGN	cmpl	cmpl	1,2,1,0,-1,	CNVR_331	63018531	63246078	1		1			Loss	227548	Has_gene
