window_id	number_roh	Chr	Start_win	End_win	prop_roh
Win_530	45	9	4e+07	4.2e+07	0.113
Win_532	45	9	4.4e+07	4.6e+07	0.113
Win_569	45	10	1.2e+07	1.4e+07	0.113
Win_581	45	10	3.6e+07	3.8e+07	0.113
Win_76	45	1	1.5e+08	1.52e+08	0.113
Win_780	45	14	4.2e+07	4.4e+07	0.113
Win_797	45	14	7.6e+07	7.8e+07	0.113
Win_80	45	1	1.58e+08	1.6e+08	0.113
Win_890	45	17	8e+06	1e+07	0.113
Win_910	45	17	4.8e+07	5e+07	0.113
Win_911	45	17	5e+07	5.2e+07	0.113
Win_920	45	17	6.8e+07	7e+07	0.113
Win_985	45	19	5.6e+07	5.8e+07	0.113
Win_1142	44	24	4.4e+07	4.6e+07	0.111
Win_1145	44	24	5e+07	5.2e+07	0.111
Win_119	44	2	7.6e+07	7.8e+07	0.111
Win_1235	44	28	2.4e+07	2.6e+07	0.111
Win_171	44	3	4.2e+07	4.4e+07	0.111
Win_175	44	3	5e+07	5.2e+07	0.111
Win_182	44	3	6.4e+07	6.6e+07	0.111
Win_244	44	4	6.4e+07	6.6e+07	0.111
Win_276	44	5	6e+06	8e+06	0.111
Win_35	44	1	6.8e+07	7e+07	0.111
Win_396	44	7	0	2e+06	0.111
Win_419	44	7	4.6e+07	4.8e+07	0.111
Win_43	44	1	8.4e+07	8.6e+07	0.111
Win_47	44	1	9.2e+07	9.4e+07	0.111
Win_538	44	9	5.6e+07	5.8e+07	0.111
Win_608	44	10	9e+07	9.2e+07	0.111
Win_620	44	11	8e+06	1e+07	0.111
Win_637	44	11	4.2e+07	4.4e+07	0.111
Win_658	44	11	8.4e+07	8.6e+07	0.111
Win_669	44	11	1.06e+08	1.08e+08	0.111
Win_747	44	13	6.2e+07	6.4e+07	0.111
Win_753	44	13	7.4e+07	7.6e+07	0.111
Win_825	44	15	4.6e+07	4.8e+07	0.111
Win_85	44	2	8e+06	1e+07	0.111
Win_903	44	17	3.4e+07	3.6e+07	0.111
Win_917	44	17	6.2e+07	6.4e+07	0.111
Win_929	44	18	1e+07	1.2e+07	0.111
Win_977	44	19	4e+07	4.2e+07	0.111
Win_98	44	2	3.4e+07	3.6e+07	0.111
Win_1071	43	22	1.8e+07	2e+07	0.108
Win_1121	43	24	2e+06	4e+06	0.108
Win_1132	43	24	2.4e+07	2.6e+07	0.108
Win_1155	43	25	6e+06	8e+06	0.108
Win_1185	43	26	2.2e+07	2.4e+07	0.108
Win_1190	43	26	3.2e+07	3.4e+07	0.108
Win_1224	43	28	2e+06	4e+06	0.108
Win_1240	43	28	3.4e+07	3.6e+07	0.108
Win_239	43	4	5.4e+07	5.6e+07	0.108
Win_299	43	5	5.2e+07	5.4e+07	0.108
Win_300	43	5	5.4e+07	5.6e+07	0.108
Win_319	43	5	9.2e+07	9.4e+07	0.108
Win_343	43	6	1.4e+07	1.6e+07	0.108
Win_429	43	7	6.6e+07	6.8e+07	0.108
Win_449	43	7	1.06e+08	1.08e+08	0.108
Win_494	43	8	8.2e+07	8.4e+07	0.108
Win_495	43	8	8.4e+07	8.6e+07	0.108
Win_50	43	1	9.8e+07	1e+08	0.108
Win_517	43	9	1.4e+07	1.6e+07	0.108
Win_582	43	10	3.8e+07	4e+07	0.108
Win_703	43	12	6.6e+07	6.8e+07	0.108
Win_710	43	12	8e+07	8.2e+07	0.108
Win_810	43	15	1.6e+07	1.8e+07	0.108
Win_813	43	15	2.2e+07	2.4e+07	0.108
Win_9	43	1	1.6e+07	1.8e+07	0.108
Win_91	43	2	2e+07	2.2e+07	0.108
Win_95	43	2	2.8e+07	3e+07	0.108
Win_952	43	18	5.6e+07	5.8e+07	0.108
Win_958	43	19	2e+06	4e+06	0.108
Win_959	43	19	4e+06	6e+06	0.108
Win_1032	42	21	1.2e+07	1.4e+07	0.106
Win_1057	42	21	6.2e+07	6.4e+07	0.106
Win_1062	42	22	0	2e+06	0.106
Win_1083	42	22	4.2e+07	4.4e+07	0.106
Win_1092	42	22	6e+07	6.2e+07	0.106
Win_1106	42	23	2.6e+07	2.8e+07	0.106
Win_1140	42	24	4e+07	4.2e+07	0.106
Win_1232	42	28	1.8e+07	2e+07	0.106
Win_151	42	3	2e+06	4e+06	0.106
Win_207	42	3	1.14e+08	1.16e+08	0.106
Win_251	42	4	7.8e+07	8e+07	0.106
Win_337	42	6	2e+06	4e+06	0.106
Win_350	42	6	2.8e+07	3e+07	0.106
Win_351	42	6	3e+07	3.2e+07	0.106
Win_465	42	8	2.4e+07	2.6e+07	0.106
Win_468	42	8	3e+07	3.2e+07	0.106
Win_529	42	9	3.8e+07	4e+07	0.106
Win_533	42	9	4.6e+07	4.8e+07	0.106
Win_578	42	10	3e+07	3.2e+07	0.106
Win_682	42	12	2.4e+07	2.6e+07	0.106
Win_693	42	12	4.6e+07	4.8e+07	0.106
Win_700	42	12	6e+07	6.2e+07	0.106
Win_728	42	13	2.4e+07	2.6e+07	0.106
Win_760	42	14	2e+06	4e+06	0.106
Win_779	42	14	4e+07	4.2e+07	0.106
Win_800	42	14	8.2e+07	8.4e+07	0.106
Win_83	42	2	4e+06	6e+06	0.106
Win_875	42	16	6e+07	6.2e+07	0.106
Win_90	42	2	1.8e+07	2e+07	0.106
Win_92	42	2	2.2e+07	2.4e+07	0.106
Win_933	42	18	1.8e+07	2e+07	0.106
Win_94	42	2	2.6e+07	2.8e+07	0.106
Win_968	42	19	2.2e+07	2.4e+07	0.106
Win_1004	41	20	2.8e+07	3e+07	0.103
Win_1085	41	22	4.6e+07	4.8e+07	0.103
Win_118	41	2	7.4e+07	7.6e+07	0.103
Win_1219	41	27	3.8e+07	4e+07	0.103
Win_122	41	2	8.2e+07	8.4e+07	0.103
Win_1238	41	28	3e+07	3.2e+07	0.103
Win_1267	41	29	4e+07	4.2e+07	0.103
Win_127	41	2	9.2e+07	9.4e+07	0.103
Win_201	41	3	1.02e+08	1.04e+08	0.103
Win_234	41	4	4.4e+07	4.6e+07	0.103
Win_340	41	6	8e+06	1e+07	0.103
Win_430	41	7	6.8e+07	7e+07	0.103
Win_501	41	8	9.6e+07	9.8e+07	0.103
Win_518	41	9	1.6e+07	1.8e+07	0.103
Win_524	41	9	2.8e+07	3e+07	0.103
Win_528	41	9	3.6e+07	3.8e+07	0.103
Win_535	41	9	5e+07	5.2e+07	0.103
Win_557	41	9	9.4e+07	9.6e+07	0.103
Win_579	41	10	3.2e+07	3.4e+07	0.103
Win_614	41	10	1.02e+08	1.04e+08	0.103
Win_67	41	1	1.32e+08	1.34e+08	0.103
Win_68	41	1	1.34e+08	1.36e+08	0.103
Win_687	41	12	3.4e+07	3.6e+07	0.103
Win_708	41	12	7.6e+07	7.8e+07	0.103
Win_726	41	13	2e+07	2.2e+07	0.103
Win_749	41	13	6.6e+07	6.8e+07	0.103
Win_762	41	14	6e+06	8e+06	0.103
Win_781	41	14	4.4e+07	4.6e+07	0.103
Win_878	41	16	6.6e+07	6.8e+07	0.103
Win_88	41	2	1.4e+07	1.6e+07	0.103
Win_914	41	17	5.6e+07	5.8e+07	0.103
Win_922	41	17	7.2e+07	7.4e+07	0.103
Win_986	41	19	5.8e+07	6e+07	0.103
Win_1141	40	24	4.2e+07	4.4e+07	0.101
Win_1148	40	24	5.6e+07	5.8e+07	0.101
Win_1189	40	26	3e+07	3.2e+07	0.101
Win_120	40	2	7.8e+07	8e+07	0.101
Win_1206	40	27	1.2e+07	1.4e+07	0.101
Win_1226	40	28	6e+06	8e+06	0.101
Win_195	40	3	9e+07	9.2e+07	0.101
Win_196	40	3	9.2e+07	9.4e+07	0.101
Win_209	40	3	1.18e+08	1.2e+08	0.101
Win_224	40	4	2.4e+07	2.6e+07	0.101
Win_225	40	4	2.6e+07	2.8e+07	0.101
Win_415	40	7	3.8e+07	4e+07	0.101
Win_421	40	7	5e+07	5.2e+07	0.101
Win_422	40	7	5.2e+07	5.4e+07	0.101
Win_493	40	8	8e+07	8.2e+07	0.101
Win_539	40	9	5.8e+07	6e+07	0.101
Win_638	40	11	4.4e+07	4.6e+07	0.101
Win_678	40	12	1.6e+07	1.8e+07	0.101
Win_702	40	12	6.4e+07	6.6e+07	0.101
Win_778	40	14	3.8e+07	4e+07	0.101
Win_872	40	16	5.4e+07	5.6e+07	0.101
Win_912	40	17	5.2e+07	5.4e+07	0.101
Win_913	40	17	5.4e+07	5.6e+07	0.101
Win_957	40	19	0	2e+06	0.101
Win_1020	39	20	6e+07	6.2e+07	0.098
Win_1115	39	23	4.4e+07	4.6e+07	0.098
Win_1117	39	23	4.8e+07	5e+07	0.098
Win_1156	39	25	8e+06	1e+07	0.098
Win_1180	39	26	1.2e+07	1.4e+07	0.098
Win_1213	39	27	2.6e+07	2.8e+07	0.098
Win_1217	39	27	3.4e+07	3.6e+07	0.098
Win_1239	39	28	3.2e+07	3.4e+07	0.098
Win_235	39	4	4.6e+07	4.8e+07	0.098
Win_258	39	4	9.2e+07	9.4e+07	0.098
Win_423	39	7	5.4e+07	5.6e+07	0.098
Win_431	39	7	7e+07	7.2e+07	0.098
Win_44	39	1	8.6e+07	8.8e+07	0.098
Win_476	39	8	4.6e+07	4.8e+07	0.098
Win_516	39	9	1.2e+07	1.4e+07	0.098
Win_640	39	11	4.8e+07	5e+07	0.098
Win_725	39	13	1.8e+07	2e+07	0.098
Win_879	39	16	6.8e+07	7e+07	0.098
Win_900	39	17	2.8e+07	3e+07	0.098
Win_905	39	17	3.8e+07	4e+07	0.098
Win_935	39	18	2.2e+07	2.4e+07	0.098
Win_107	38	2	5.2e+07	5.4e+07	0.096
Win_1089	38	22	5.4e+07	5.6e+07	0.096
Win_1205	38	27	1e+07	1.2e+07	0.096
Win_1218	38	27	3.6e+07	3.8e+07	0.096
Win_1231	38	28	1.6e+07	1.8e+07	0.096
Win_143	38	2	1.24e+08	1.26e+08	0.096
Win_236	38	4	4.8e+07	5e+07	0.096
Win_259	38	4	9.4e+07	9.6e+07	0.096
Win_330	38	5	1.14e+08	1.16e+08	0.096
Win_342	38	6	1.2e+07	1.4e+07	0.096
Win_398	38	7	4e+06	6e+06	0.096
Win_407	38	7	2.2e+07	2.4e+07	0.096
Win_447	38	7	1.02e+08	1.04e+08	0.096
Win_49	38	1	9.6e+07	9.8e+07	0.096
Win_513	38	9	6e+06	8e+06	0.096
Win_563	38	10	0	2e+06	0.096
Win_577	38	10	2.8e+07	3e+07	0.096
Win_583	38	10	4e+07	4.2e+07	0.096
Win_609	38	10	9.2e+07	9.4e+07	0.096
Win_641	38	11	5e+07	5.2e+07	0.096
Win_763	38	14	8e+06	1e+07	0.096
Win_809	38	15	1.4e+07	1.6e+07	0.096
Win_814	38	15	2.4e+07	2.6e+07	0.096
Win_86	38	2	1e+07	1.2e+07	0.096
Win_87	38	2	1.2e+07	1.4e+07	0.096
Win_895	38	17	1.8e+07	2e+07	0.096
Win_930	38	18	1.2e+07	1.4e+07	0.096
Win_1029	37	21	6e+06	8e+06	0.093
Win_1070	37	22	1.6e+07	1.8e+07	0.093
Win_108	37	2	5.4e+07	5.6e+07	0.093
Win_1107	37	23	2.8e+07	3e+07	0.093
Win_114	37	2	6.6e+07	6.8e+07	0.093
Win_1144	37	24	4.8e+07	5e+07	0.093
Win_1157	37	25	1e+07	1.2e+07	0.093
Win_1191	37	26	3.4e+07	3.6e+07	0.093
Win_1222	37	27	4.4e+07	4.6e+07	0.093
Win_1233	37	28	2e+07	2.2e+07	0.093
Win_1245	37	28	4.4e+07	4.6e+07	0.093
Win_1250	37	29	6e+06	8e+06	0.093
Win_149	37	2	1.36e+08	1.38e+08	0.093
Win_150	37	3	0	2e+06	0.093
Win_178	37	3	5.6e+07	5.8e+07	0.093
Win_197	37	3	9.4e+07	9.6e+07	0.093
Win_38	37	1	7.4e+07	7.6e+07	0.093
Win_461	37	8	1.6e+07	1.8e+07	0.093
Win_48	37	1	9.4e+07	9.6e+07	0.093
Win_486	37	8	6.6e+07	6.8e+07	0.093
Win_488	37	8	7e+07	7.2e+07	0.093
Win_490	37	8	7.4e+07	7.6e+07	0.093
Win_5	37	1	8e+06	1e+07	0.093
Win_679	37	12	1.8e+07	2e+07	0.093
Win_688	37	12	3.6e+07	3.8e+07	0.093
Win_692	37	12	4.4e+07	4.6e+07	0.093
Win_75	37	1	1.48e+08	1.5e+08	0.093
Win_804	37	15	4e+06	6e+06	0.093
Win_937	37	18	2.6e+07	2.8e+07	0.093
Win_953	37	18	5.8e+07	6e+07	0.093
Win_954	37	18	6e+07	6.2e+07	0.093
Win_962	37	19	1e+07	1.2e+07	0.093
Win_964	37	19	1.4e+07	1.6e+07	0.093
Win_999	37	20	1.8e+07	2e+07	0.093
Win_1024	36	20	6.8e+07	7e+07	0.091
Win_103	36	2	4.4e+07	4.6e+07	0.091
Win_1053	36	21	5.4e+07	5.6e+07	0.091
Win_1094	36	23	2e+06	4e+06	0.091
Win_1164	36	25	2.4e+07	2.6e+07	0.091
Win_1237	36	28	2.8e+07	3e+07	0.091
Win_19	36	1	3.6e+07	3.8e+07	0.091
Win_198	36	3	9.6e+07	9.8e+07	0.091
Win_257	36	4	9e+07	9.2e+07	0.091
Win_338	36	6	4e+06	6e+06	0.091
Win_346	36	6	2e+07	2.2e+07	0.091
Win_414	36	7	3.6e+07	3.8e+07	0.091
Win_436	36	7	8e+07	8.2e+07	0.091
Win_437	36	7	8.2e+07	8.4e+07	0.091
Win_441	36	7	9e+07	9.2e+07	0.091
Win_442	36	7	9.2e+07	9.4e+07	0.091
Win_453	36	8	0	2e+06	0.091
Win_459	36	8	1.2e+07	1.4e+07	0.091
Win_470	36	8	3.4e+07	3.6e+07	0.091
Win_475	36	8	4.4e+07	4.6e+07	0.091
Win_489	36	8	7.2e+07	7.4e+07	0.091
Win_499	36	8	9.2e+07	9.4e+07	0.091
Win_536	36	9	5.2e+07	5.4e+07	0.091
Win_558	36	9	9.6e+07	9.8e+07	0.091
Win_568	36	10	1e+07	1.2e+07	0.091
Win_576	36	10	2.6e+07	2.8e+07	0.091
Win_676	36	12	1.2e+07	1.4e+07	0.091
Win_717	36	13	2e+06	4e+06	0.091
Win_815	36	15	2.6e+07	2.8e+07	0.091
Win_846	36	16	2e+06	4e+06	0.091
Win_874	36	16	5.8e+07	6e+07	0.091
Win_876	36	16	6.2e+07	6.4e+07	0.091
Win_883	36	16	7.6e+07	7.8e+07	0.091
Win_924	36	18	0	2e+06	0.091
Win_926	36	18	4e+06	6e+06	0.091
Win_932	36	18	1.6e+07	1.8e+07	0.091
Win_961	36	19	8e+06	1e+07	0.091
Win_998	36	20	1.6e+07	1.8e+07	0.091
Win_1009	35	20	3.8e+07	4e+07	0.088
Win_1016	35	20	5.2e+07	5.4e+07	0.088
Win_1055	35	21	5.8e+07	6e+07	0.088
Win_1095	35	23	4e+06	6e+06	0.088
Win_1108	35	23	3e+07	3.2e+07	0.088
Win_1158	35	25	1.2e+07	1.4e+07	0.088
Win_1210	35	27	2e+07	2.2e+07	0.088
Win_1223	35	28	0	2e+06	0.088
Win_1225	35	28	4e+06	6e+06	0.088
Win_1234	35	28	2.2e+07	2.4e+07	0.088
Win_1255	35	29	1.6e+07	1.8e+07	0.088
Win_1271	35	29	4.8e+07	5e+07	0.088
Win_170	35	3	4e+07	4.2e+07	0.088
Win_237	35	4	5e+07	5.2e+07	0.088
Win_238	35	4	5.2e+07	5.4e+07	0.088
Win_245	35	4	6.6e+07	6.8e+07	0.088
Win_345	35	6	1.8e+07	2e+07	0.088
Win_347	35	6	2.2e+07	2.4e+07	0.088
Win_349	35	6	2.6e+07	2.8e+07	0.088
Win_409	35	7	2.6e+07	2.8e+07	0.088
Win_457	35	8	8e+06	1e+07	0.088
Win_471	35	8	3.6e+07	3.8e+07	0.088
Win_477	35	8	4.8e+07	5e+07	0.088
Win_485	35	8	6.4e+07	6.6e+07	0.088
Win_519	35	9	1.8e+07	2e+07	0.088
Win_541	35	9	6.2e+07	6.4e+07	0.088
Win_565	35	10	4e+06	6e+06	0.088
Win_566	35	10	6e+06	8e+06	0.088
Win_567	35	10	8e+06	1e+07	0.088
Win_585	35	10	4.4e+07	4.6e+07	0.088
Win_655	35	11	7.8e+07	8e+07	0.088
Win_684	35	12	2.8e+07	3e+07	0.088
Win_782	35	14	4.6e+07	4.8e+07	0.088
Win_807	35	15	1e+07	1.2e+07	0.088
Win_808	35	15	1.2e+07	1.4e+07	0.088
Win_834	35	15	6.4e+07	6.6e+07	0.088
Win_851	35	16	1.2e+07	1.4e+07	0.088
Win_877	35	16	6.4e+07	6.6e+07	0.088
Win_880	35	16	7e+07	7.2e+07	0.088
Win_884	35	16	7.8e+07	8e+07	0.088
Win_894	35	17	1.6e+07	1.8e+07	0.088
Win_901	35	17	3e+07	3.2e+07	0.088
Win_927	35	18	6e+06	8e+06	0.088
Win_987	35	19	6e+07	6.2e+07	0.088
Win_988	35	19	6.2e+07	6.4e+07	0.088
Win_990	35	20	0	2e+06	0.088
Win_1054	34	21	5.6e+07	5.8e+07	0.086
Win_1080	34	22	3.6e+07	3.8e+07	0.086
Win_1123	34	24	6e+06	8e+06	0.086
Win_1175	34	26	2e+06	4e+06	0.086
Win_1197	34	26	4.6e+07	4.8e+07	0.086
Win_1207	34	27	1.4e+07	1.6e+07	0.086
Win_1249	34	29	4e+06	6e+06	0.086
Win_1251	34	29	8e+06	1e+07	0.086
Win_1254	34	29	1.4e+07	1.6e+07	0.086
Win_1257	34	29	2e+07	2.2e+07	0.086
Win_166	34	3	3.2e+07	3.4e+07	0.086
Win_22	34	1	4.2e+07	4.4e+07	0.086
Win_242	34	4	6e+07	6.2e+07	0.086
Win_270	34	4	1.16e+08	1.18e+08	0.086
Win_287	34	5	2.8e+07	3e+07	0.086
Win_288	34	5	3e+07	3.2e+07	0.086
Win_341	34	6	1e+07	1.2e+07	0.086
Win_348	34	6	2.4e+07	2.6e+07	0.086
Win_395	34	6	1.18e+08	1.2e+08	0.086
Win_404	34	7	1.6e+07	1.8e+07	0.086
Win_445	34	7	9.8e+07	1e+08	0.086
Win_460	34	8	1.4e+07	1.6e+07	0.086
Win_480	34	8	5.4e+07	5.6e+07	0.086
Win_487	34	8	6.8e+07	7e+07	0.086
Win_571	34	10	1.6e+07	1.8e+07	0.086
Win_619	34	11	6e+06	8e+06	0.086
Win_653	34	11	7.4e+07	7.6e+07	0.086
Win_66	34	1	1.3e+08	1.32e+08	0.086
Win_677	34	12	1.4e+07	1.6e+07	0.086
Win_761	34	14	4e+06	6e+06	0.086
Win_822	34	15	4e+07	4.2e+07	0.086
Win_828	34	15	5.2e+07	5.4e+07	0.086
Win_835	34	15	6.6e+07	6.8e+07	0.086
Win_893	34	17	1.4e+07	1.6e+07	0.086
Win_904	34	17	3.6e+07	3.8e+07	0.086
Win_931	34	18	1.4e+07	1.6e+07	0.086
Win_934	34	18	2e+07	2.2e+07	0.086
Win_948	34	18	4.8e+07	5e+07	0.086
Win_949	34	18	5e+07	5.2e+07	0.086
Win_951	34	18	5.4e+07	5.6e+07	0.086
Win_963	34	19	1.2e+07	1.4e+07	0.086
Win_965	34	19	1.6e+07	1.8e+07	0.086
Win_995	34	20	1e+07	1.2e+07	0.086
Win_1010	33	20	4e+07	4.2e+07	0.083
Win_1056	33	21	6e+07	6.2e+07	0.083
Win_1084	33	22	4.4e+07	4.6e+07	0.083
Win_1113	33	23	4e+07	4.2e+07	0.083
Win_1125	33	24	1e+07	1.2e+07	0.083
Win_1229	33	28	1.2e+07	1.4e+07	0.083
Win_128	33	2	9.4e+07	9.6e+07	0.083
Win_13	33	1	2.4e+07	2.6e+07	0.083
Win_169	33	3	3.8e+07	4e+07	0.083
Win_18	33	1	3.4e+07	3.6e+07	0.083
Win_255	33	4	8.6e+07	8.8e+07	0.083
Win_275	33	5	4e+06	6e+06	0.083
Win_4	33	1	6e+06	8e+06	0.083
Win_440	33	7	8.8e+07	9e+07	0.083
Win_472	33	8	3.8e+07	4e+07	0.083
Win_543	33	9	6.6e+07	6.8e+07	0.083
Win_560	33	9	1e+08	1.02e+08	0.083
Win_570	33	10	1.4e+07	1.6e+07	0.083
Win_572	33	10	1.8e+07	2e+07	0.083
Win_65	33	1	1.28e+08	1.3e+08	0.083
Win_691	33	12	4.2e+07	4.4e+07	0.083
Win_847	33	16	4e+06	6e+06	0.083
Win_871	33	16	5.2e+07	5.4e+07	0.083
Win_873	33	16	5.6e+07	5.8e+07	0.083
Win_899	33	17	2.6e+07	2.8e+07	0.083
Win_93	33	2	2.4e+07	2.6e+07	0.083
Win_938	33	18	2.8e+07	3e+07	0.083
Win_1	32	1	0	2e+06	0.081
Win_1014	32	20	4.8e+07	5e+07	0.081
Win_1122	32	24	4e+06	6e+06	0.081
Win_1126	32	24	1.2e+07	1.4e+07	0.081
Win_115	32	2	6.8e+07	7e+07	0.081
Win_1169	32	25	3.4e+07	3.6e+07	0.081
Win_1176	32	26	4e+06	6e+06	0.081
Win_1187	32	26	2.6e+07	2.8e+07	0.081
Win_1188	32	26	2.8e+07	3e+07	0.081
Win_124	32	2	8.6e+07	8.8e+07	0.081
Win_16	32	1	3e+07	3.2e+07	0.081
Win_179	32	3	5.8e+07	6e+07	0.081
Win_180	32	3	6e+07	6.2e+07	0.081
Win_339	32	6	6e+06	8e+06	0.081
Win_446	32	7	1e+08	1.02e+08	0.081
Win_456	32	8	6e+06	8e+06	0.081
Win_481	32	8	5.6e+07	5.8e+07	0.081
Win_483	32	8	6e+07	6.2e+07	0.081
Win_509	32	8	1.12e+08	1.14e+08	0.081
Win_51	32	1	1e+08	1.02e+08	0.081
Win_515	32	9	1e+07	1.2e+07	0.081
Win_559	32	9	9.8e+07	1e+08	0.081
Win_607	32	10	8.8e+07	9e+07	0.081
Win_610	32	10	9.4e+07	9.6e+07	0.081
Win_657	32	11	8.2e+07	8.4e+07	0.081
Win_690	32	12	4e+07	4.2e+07	0.081
Win_724	32	13	1.6e+07	1.8e+07	0.081
Win_8	32	1	1.4e+07	1.6e+07	0.081
Win_827	32	15	5e+07	5.2e+07	0.081
Win_897	32	17	2.2e+07	2.4e+07	0.081
Win_921	32	17	7e+07	7.2e+07	0.081
Win_939	32	18	3e+07	3.2e+07	0.081
Win_99	32	2	3.6e+07	3.8e+07	0.081
Win_1005	31	20	3e+07	3.2e+07	0.078
Win_1015	31	20	5e+07	5.2e+07	0.078
Win_106	31	2	5e+07	5.2e+07	0.078
Win_1109	31	23	3.2e+07	3.4e+07	0.078
Win_1124	31	24	8e+06	1e+07	0.078
Win_1211	31	27	2.2e+07	2.4e+07	0.078
Win_1212	31	27	2.4e+07	2.6e+07	0.078
Win_144	31	2	1.26e+08	1.28e+08	0.078
Win_162	31	3	2.4e+07	2.6e+07	0.078
Win_172	31	3	4.4e+07	4.6e+07	0.078
Win_199	31	3	9.8e+07	1e+08	0.078
Win_20	31	1	3.8e+07	4e+07	0.078
Win_21	31	1	4e+07	4.2e+07	0.078
Win_23	31	1	4.4e+07	4.6e+07	0.078
Win_24	31	1	4.6e+07	4.8e+07	0.078
Win_331	31	5	1.16e+08	1.18e+08	0.078
Win_336	31	6	0	2e+06	0.078
Win_37	31	1	7.2e+07	7.4e+07	0.078
Win_410	31	7	2.8e+07	3e+07	0.078
Win_451	31	7	1.1e+08	1.12e+08	0.078
Win_473	31	8	4e+07	4.2e+07	0.078
Win_484	31	8	6.2e+07	6.4e+07	0.078
Win_542	31	9	6.4e+07	6.6e+07	0.078
Win_556	31	9	9.2e+07	9.4e+07	0.078
Win_584	31	10	4.2e+07	4.4e+07	0.078
Win_587	31	10	4.8e+07	5e+07	0.078
Win_6	31	1	1e+07	1.2e+07	0.078
Win_613	31	10	1e+08	1.02e+08	0.078
Win_654	31	11	7.6e+07	7.8e+07	0.078
Win_656	31	11	8e+07	8.2e+07	0.078
Win_7	31	1	1.2e+07	1.4e+07	0.078
Win_718	31	13	4e+06	6e+06	0.078
Win_776	31	14	3.4e+07	3.6e+07	0.078
Win_823	31	15	4.2e+07	4.4e+07	0.078
Win_829	31	15	5.4e+07	5.6e+07	0.078
Win_838	31	15	7.2e+07	7.4e+07	0.078
Win_839	31	15	7.4e+07	7.6e+07	0.078
Win_845	31	16	0	2e+06	0.078
Win_892	31	17	1.2e+07	1.4e+07	0.078
Win_947	31	18	4.6e+07	4.8e+07	0.078
Win_992	31	20	4e+06	6e+06	0.078
Win_997	31	20	1.4e+07	1.6e+07	0.078
Win_100	30	2	3.8e+07	4e+07	0.076
Win_102	30	2	4.2e+07	4.4e+07	0.076
Win_1120	30	24	0	2e+06	0.076
Win_1165	30	25	2.6e+07	2.8e+07	0.076
Win_1170	30	25	3.6e+07	3.8e+07	0.076
Win_1172	30	25	4e+07	4.2e+07	0.076
Win_1186	30	26	2.4e+07	2.6e+07	0.076
Win_1208	30	27	1.6e+07	1.8e+07	0.076
Win_146	30	2	1.3e+08	1.32e+08	0.076
Win_152	30	3	4e+06	6e+06	0.076
Win_17	30	1	3.2e+07	3.4e+07	0.076
Win_202	30	3	1.04e+08	1.06e+08	0.076
Win_254	30	4	8.4e+07	8.6e+07	0.076
Win_265	30	4	1.06e+08	1.08e+08	0.076
Win_266	30	4	1.08e+08	1.1e+08	0.076
Win_267	30	4	1.1e+08	1.12e+08	0.076
Win_478	30	8	5e+07	5.2e+07	0.076
Win_482	30	8	5.8e+07	6e+07	0.076
Win_52	30	1	1.02e+08	1.04e+08	0.076
Win_540	30	9	6e+07	6.2e+07	0.076
Win_551	30	9	8.2e+07	8.4e+07	0.076
Win_611	30	10	9.6e+07	9.8e+07	0.076
Win_615	30	10	1.04e+08	1.06e+08	0.076
Win_689	30	12	3.8e+07	4e+07	0.076
Win_777	30	14	3.6e+07	3.8e+07	0.076
Win_831	30	15	5.8e+07	6e+07	0.076
Win_84	30	2	6e+06	8e+06	0.076
Win_841	30	15	7.8e+07	8e+07	0.076
Win_849	30	16	8e+06	1e+07	0.076
Win_898	30	17	2.4e+07	2.6e+07	0.076
Win_993	30	20	6e+06	8e+06	0.076
Win_1019	29	20	5.8e+07	6e+07	0.073
Win_104	29	2	4.6e+07	4.8e+07	0.073
Win_1079	29	22	3.4e+07	3.6e+07	0.073
Win_109	29	2	5.6e+07	5.8e+07	0.073
Win_1100	29	23	1.4e+07	1.6e+07	0.073
Win_1111	29	23	3.6e+07	3.8e+07	0.073
Win_113	29	2	6.4e+07	6.6e+07	0.073
Win_1177	29	26	6e+06	8e+06	0.073
Win_1253	29	29	1.2e+07	1.4e+07	0.073
Win_1256	29	29	1.8e+07	2e+07	0.073
Win_14	29	1	2.6e+07	2.8e+07	0.073
Win_161	29	3	2.2e+07	2.4e+07	0.073
Win_200	29	3	1e+08	1.02e+08	0.073
Win_248	29	4	7.2e+07	7.4e+07	0.073
Win_25	29	1	4.8e+07	5e+07	0.073
Win_273	29	5	0	2e+06	0.073
Win_274	29	5	2e+06	4e+06	0.073
Win_36	29	1	7e+07	7.2e+07	0.073
Win_427	29	7	6.2e+07	6.4e+07	0.073
Win_455	29	8	4e+06	6e+06	0.073
Win_474	29	8	4.2e+07	4.4e+07	0.073
Win_54	29	1	1.06e+08	1.08e+08	0.073
Win_550	29	9	8e+07	8.2e+07	0.073
Win_69	29	1	1.36e+08	1.38e+08	0.073
Win_764	29	14	1e+07	1.2e+07	0.073
Win_840	29	15	7.6e+07	7.8e+07	0.073
Win_896	29	17	2e+07	2.2e+07	0.073
Win_923	29	17	7.4e+07	7.6e+07	0.073
Win_950	29	18	5.2e+07	5.4e+07	0.073
Win_101	28	2	4e+07	4.2e+07	0.071
Win_1097	28	23	8e+06	1e+07	0.071
Win_1098	28	23	1e+07	1.2e+07	0.071
Win_1105	28	23	2.4e+07	2.6e+07	0.071
Win_1112	28	23	3.8e+07	4e+07	0.071
