Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	CNVR_ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
3	1018	NM_001034751	-	56832904	56846708	56833684	56846456	5	56832904,56838249,56838800,56846220,56846651,	56833693,56838405,56838897,56846459,56846708,	0	LMO4	cmpl	cmpl	0,0,2,0,-1,	CNVR_108	56770061	56845685	1		1			Loss	75625	Has-gene
3	129	NM_001192598	+	59081327	59119092	59081327	59118582	7	59081327,59089995,59095223,59101162,59107845,59111132,59118082,	59082051,59090691,59096326,59101289,59108027,59111364,59119092,	0	SYDE2	cmpl	cmpl	0,1,1,0,1,0,1,	CNVR_109	59109464	59128666	2			2		Gain	19203	Has-gene
3	16	NM_181013	-	62644404	63355165	62644635	62805720	27	62644404,62648706,62650512,62651151,62653889,62655024,62655874,62663959,62665353,62666464,62667598,62668849,62669308,62681589,62684626,62685488,62686507,62687148,62693771,62695466,62700521,62727523,62805647,62885645,63057028,63195974,63354825,	62645390,62648835,62650609,62651280,62654058,62655069,62655966,62664026,62665574,62666674,62667772,62669055,62669434,62681773,62684665,62685674,62686611,62687442,62694572,62695478,62700631,62727737,62805820,62885687,63057134,63196028,63355165,	0	ADGRL2	cmpl	cmpl	1,1,0,0,2,2,0,2,0,0,0,1,1,0,0,0,1,1,1,1,2,1,0,-1,-1,-1,-1,	CNVR_110	62483581	62926812	1			1		Gain	443232	Has-gene
3	16	NM_001076908	+	65921136	66062041	65921217	66060776	15	65921136,65922590,65996955,66009777,66010639,66010923,66012440,66016137,66022995,66024412,66027332,66027682,66058747,66060181,66060713,	65921239,65922740,65997108,66009848,66010819,66011107,66012557,66016340,66023169,66024616,66027553,66027749,66058839,66060350,66062041,	0	ADGRL4	cmpl	cmpl	0,1,1,1,0,0,1,1,0,0,0,2,0,2,0,	CNVR_111	63473782	66001121	5			4	1	Gain	2527340	Has-gene
3																CNVR_112	68393127	68432145	2		2			Loss	39019	Without-gene
3	1113	NM_001206255	-	69221073	69313720	69221073	69313720	20	69221073,69224277,69231419,69240520,69242174,69247944,69251016,69252371,69253462,69261545,69262782,69267937,69278156,69282547,69288418,69289517,69292210,69293578,69302358,69313482,	69221265,69224366,69231594,69240649,69242293,69248145,69251141,69252475,69253599,69261715,69262847,69268012,69278224,69282720,69288592,69289633,69292321,69293739,69302541,69313720,	0	MSH4	cmpl	cmpl	0,1,0,0,1,1,2,0,1,2,0,0,1,2,2,0,0,1,1,0,	CNVR_113	69252656	69315385	1		1			Loss	62730	Has-gene
3																CNVR_114	69968011	69990091	1		1			Loss	22081	Without-gene
3																CNVR_115	71141852	72412714	9		4	4	1	Mixed	1270863	Without-gene
3	17	NM_001205414	+	73111653	74147063	73111906	74145580	7	73111653,73550362,73717945,73796663,73906066,73929696,74145455,	73112082,73550595,73718071,73796795,73906187,73929848,74147063,	0	NEGR1	cmpl	cmpl	0,2,1,1,1,2,1,	CNVR_116	73178234	73479469	1			1		Gain	301236	Has-gene
3	2	NM_001192108	-	75355802	75744768	75356221	75744744	25	75355802,75369817,75393159,75410508,75435153,75447492,75451452,75454788,75455179,75461104,75466351,75468611,75473172,75475155,75479093,75480179,75497069,75503569,75509797,75565020,75641708,75646130,75662701,75707749,75744555,	75356329,75369892,75393252,75410730,75435273,75447633,75453133,75454969,75455291,75461305,75466600,75468736,75473272,75475225,75479209,75480309,75497142,75503714,75509872,75565084,75641765,75646220,75662780,75707867,75744768,	0	LRRC7	cmpl	cmpl	0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,2,1,0,0,2,2,2,1,0,0,	CNVR_117	75646052	75856447	2			2		Gain	210396	Has-gene
3																CNVR_118	75947681	76258321	1		1			Loss	310641	Without-gene
3																CNVR_119	76775439	76848628	1			1		Gain	73190	Without-gene
3																CNVR_120	91046714	91056753	1		1			Loss	10040	Without-gene
3	20	NM_001098087	+	95389091	95528693	95389100	95528035	25	95389091,95420298,95424117,95425249,95428350,95430071,95431311,95434940,95445932,95446983,95448781,95453070,95471932,95481897,95482455,95488611,95490814,95491165,95494708,95495980,95500522,95520199,95522578,95525153,95527888,	95389133,95420340,95424207,95425297,95428446,95430137,95431437,95435000,95446022,95447129,95448938,95453156,95472005,95482059,95482653,95488815,95490931,95491256,95494744,95496117,95500592,95520276,95522774,95525338,95528693,	0	EPS15	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,1,0,	CNVR_121	95427776	95625202	4		4			Loss	197427	Has-gene
3	1314	NM_001077953	-	95598417	95601697	95600186	95601697	2	95598417,95601525,	95600358,95601697,	0	RNF11	cmpl	incmpl	2,1,	CNVR_121	95427776	95625202	4		4			Loss	197427	Has-gene
3	1355	NM_001191196	+	100935636	100972708	100938920	100971003	9	100935636,100938870,100941262,100947692,100949276,100956013,100956715,100958976,100970778,	100935657,100939212,100941694,100947848,100949444,100956151,100956838,100959197,100972708,	0	IPP	cmpl	cmpl	-1,0,1,1,1,1,1,1,0,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	1355	NM_001205575	+	101020395	101055263	101022238	101054351	11	101020395,101022183,101024523,101025042,101038731,101039906,101048514,101049100,101050189,101053042,101054198,	101021049,101022298,101024653,101025329,101038804,101040100,101048655,101049259,101050314,101053145,101055263,	0	GPBP1L1	cmpl	cmpl	-1,0,0,1,0,1,0,0,0,2,0,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	1356	NM_001038088	-	101062572	101090570	101062679	101090052	16	101062572,101063195,101064084,101064258,101064702,101064989,101065662,101065844,101066571,101069867,101071552,101072704,101074950,101075881,101089993,101090312,	101062760,101063324,101064162,101064315,101064869,101065178,101065736,101065930,101066651,101070848,101071662,101072785,101075061,101075932,101090091,101090570,	0	NASP	cmpl	cmpl	0,0,0,0,1,1,2,0,1,1,2,2,2,2,0,-1,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	1356	NM_001076513	-	101106703	101118441	101106795	101112879	9	101106703,101107482,101107708,101108029,101108563,101109361,101109683,101112795,101118335,	101106861,101107569,101107781,101108229,101108759,101109513,101109803,101112884,101118441,	0	AKR1A1	cmpl	cmpl	0,0,2,0,2,0,0,0,-1,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	1356	NM_174431	+	101152891	101166719	101154792	101166478	6	101152891,101154781,101156527,101157406,101157798,101166392,	101152922,101154898,101156681,101157529,101157929,101166719,	0	PRDX1	cmpl	cmpl	-1,0,1,2,2,1,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	1356	NM_001015588	-	101167826	101172831	101168184	101172702	4	101167826,101169644,101170473,101172621,	101168598,101169797,101170668,101172831,	0	MMACHC	cmpl	cmpl	0,0,0,0,	CNVR_122	100880075	101202890	3			3		Gain	322816	Has-gene
3	174	NM_001205939	-	106496337	106576048	106496804	106576048	8	106496337,106506030,106511024,106534575,106541500,106543593,106544578,106575811,	106501454,106506172,106511161,106534778,106541633,106543675,106544733,106576048,	0	RLF	cmpl	cmpl	0,2,0,1,0,2,0,0,	CNVR_123	106508411	106543574	3		3			Loss	35164	Has-gene
3	178	NM_001001133	-	110335459	110456148	110338487	110456098	19	110335459,110339171,110343340,110345873,110346334,110349066,110351373,110364497,110369434,110369868,110374682,110375247,110375519,110379571,110406115,110407192,110412167,110428467,110456079,	110338596,110339371,110343442,110346008,110346529,110349157,110351533,110364682,110369568,110369991,110374802,110375395,110375607,110379706,110406252,110407401,110412288,110428639,110456148,	0	AGO3	cmpl	cmpl	2,0,0,0,0,2,1,2,0,0,0,2,1,1,2,0,2,1,0,	CNVR_124	110334180	110449617	1		1			Loss	115438	Has-gene
3	178	NM_001192177	+	110604435	110630769	110604435	110630769	25	110604435,110607235,110607874,110608934,110610336,110610737,110611433,110611728,110617307,110619494,110620659,110620943,110621719,110622244,110623192,110623999,110625359,110625655,110627862,110628134,110628518,110628982,110629834,110630166,110630658,	110604459,110607344,110608320,110609096,110610414,110610810,110611542,110612309,110617499,110619736,110620835,110621008,110621919,110622399,110623419,110624111,110625435,110625759,110628027,110628256,110628646,110629088,110629917,110630328,110630769,	0	CLSPN	cmpl	cmpl	0,0,1,0,0,0,1,2,1,1,0,2,1,0,2,1,2,0,2,2,1,0,1,0,0,	CNVR_125	110558160	110617198	1		1			Loss	59039	Has-gene
3	188	NM_001098868	+	121098865	121111324	121099591	121110763	5	121098865,121099565,121102343,121109735,121110637,	121099056,121099814,121102472,121109899,121111324,	0	BOK	cmpl	cmpl	-1,0,1,1,0,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1509	NM_001038669	-	121118651	121153702	121118817	121153702	6	121118651,121118864,121133594,121134332,121135840,121152515,	121118863,121118896,121133698,121134442,121136000,121153702,	0	THAP4	cmpl	incmpl	2,0,1,2,1,2,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1509	NM_001001170	+	121162790	121170613	121162790	121170613	12	121162790,121163022,121164148,121164611,121165215,121165792,121168036,121168498,121168736,121169514,121169831,121170539,	121162894,121163094,121164247,121164713,121165288,121165872,121168230,121168577,121168882,121169571,121169925,121170613,	0	ATG4B	incmpl	cmpl	2,1,1,1,1,2,1,0,1,0,0,1,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1509	NM_001098893	-	121173762	121182302	121173910	121182282	5	121173762,121176109,121177678,121181041,121182152,	121174021,121176307,121177769,121181150,121182302,	0	DTYMK	cmpl	cmpl	0,0,2,1,0,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1509	NM_001040580	+	121192035	121203768	121192035	121203654	7	121192035,121197327,121198742,121199016,121201623,121201903,121203611,	121192107,121197494,121198854,121199110,121201759,121201965,121203768,	0	ING5	incmpl	cmpl	1,1,0,1,2,0,2,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1509	NM_001075978	+	121212556	121237816	121213695	121236965	10	121212556,121213629,121219068,121220321,121221137,121222630,121224699,121226049,121227935,121236705,	121212695,121214056,121219126,121220461,121221331,121222799,121224843,121226192,121228101,121237816,	0	D2HGDH	cmpl	cmpl	-1,0,1,2,1,0,1,1,0,1,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
3	1510	NM_001083506	-	121284543	121294475	121285346	121294453	5	121284543,121285730,121286373,121286867,121294377,	121285562,121285765,121286535,121287227,121294475,	0	PDCD1	cmpl	cmpl	0,1,1,1,0,	CNVR_126	121087285	121332868	9		3	6		Mixed	245584	Has-gene
4	588	NM_001083528	-	407814	432247	409126	432235	5	407814,426029,429102,430222,432159,	409215,426366,429153,430389,432247,	0	VSTM2A	cmpl	cmpl	1,0,0,1,0,	CNVR_127	154509	4045397	7		1	5	1	Mixed	3890889	Has-gene
4	78	NM_001038611	+	5727482	5879110	5727689	5845755	9	5727482,5731642,5741311,5751144,5771046,5792924,5816097,5845735,5878930,	5727816,5731723,5741437,5751294,5771265,5793001,5816275,5845826,5879110,	0	ZPBP	cmpl	cmpl	0,1,1,1,1,1,0,1,-1,	CNVR_128	5733619	5785559	5		1	4		Mixed	51941	Has-gene
4																CNVR_129	6248795	6425277	44			44		Gain	176483	Without-gene
4																CNVR_130	7285114	7366793	1		1			Loss	81680	Without-gene
4	80	NM_001379179	+	7719871	7753701	7720002	7747840	7	7719871,7727016,7733462,7735629,7745426,7747826,7753439,	7720150,7727063,7733556,7735723,7745488,7747892,7753701,	0	LOC100847712	cmpl	cmpl	0,1,0,1,2,1,-1,	CNVR_131	7708368	7839646	9		8	1		Mixed	131279	Has-gene
4	82	NM_001192052	+	9471569	9574424	9471569	9571987	20	9471569,9488714,9502071,9512704,9523741,9525155,9534900,9534942,9537507,9545434,9554183,9559124,9560242,9560417,9562102,9563239,9564224,9569710,9570755,9571246,	9471757,9489015,9502254,9512822,9523950,9525244,9534941,9535046,9537674,9545523,9554314,9559259,9560329,9560484,9562248,9563418,9564276,9569825,9570889,9574424,	0	ANKIB1	cmpl	cmpl	0,2,0,0,1,0,2,1,0,2,1,0,0,0,1,0,2,0,1,0,	CNVR_132	9471143	9555206	1		1			Loss	84064	Has-gene
4	669	NM_182788	-	11035475	11039782	11036029	11039719	5	11035475,11036473,11037807,11039195,11039631,	11036112,11036644,11037987,11039378,11039782,	0	TFPI2	cmpl	cmpl	1,1,1,1,0,	CNVR_133	10876079	11322413	2		2			Loss	446335	Has-gene
4	669	NM_174327	+	11060375	11067420	11060533	11067278	3	11060375,11060526,11067149,	11060435,11060629,11067420,	0	GNGT1	cmpl	cmpl	-1,0,0,	CNVR_133	10876079	11322413	2		2			Loss	446335	Has-gene
4	669	NM_001024523	+	11074736	11079756	11074961	11079458	2	11074736,11079332,	11075057,11079756,	0	GNG11	cmpl	cmpl	0,0,	CNVR_133	10876079	11322413	2		2			Loss	446335	Has-gene
4	670	NM_001099157	-	11162346	11176872	11163375	11176764	4	11162346,11164933,11171497,11176745,	11163531,11164990,11171622,11176872,	0	BET1	cmpl	cmpl	0,0,1,0,	CNVR_133	10876079	11322413	2		2			Loss	446335	Has-gene
4																CNVR_134	15900163	16260752	9		4	4	1	Mixed	360590	Without-gene
4																CNVR_135	16475627	16567974	1		1			Loss	92348	Without-gene
4	11	NM_001034762	+	17509341	17884255	17510735	17883051	3	17509341,17510625,17882289,	17509769,17510789,17884255,	0	NXPH1	cmpl	cmpl	-1,0,0,	CNVR_136	17880252	18006342	23		22	1		Mixed	126091	Has-gene
4																CNVR_137	19025765	19132537	1			1		Gain	106773	Without-gene
4																CNVR_138	21094149	21481010	8		7	1		Mixed	386862	Without-gene
4																CNVR_139	21695677	21836209	2		2			Loss	140533	Without-gene
4	11	NM_001192898	-	22333432	23127587	22334089	23127550	25	22333432,22367555,22371507,22537840,22548265,22710302,22819451,22827086,22829485,22860512,22864093,22873067,22882684,22912431,22926256,22926455,22929636,22941561,22946366,22950893,22971251,22991123,23007930,23011507,23127480,	22334197,22367616,22371628,22538036,22548356,22710367,22819612,22827176,22829571,22860587,22864167,22873184,22882720,22912530,22926373,22926544,22929754,22941681,22946441,22950943,22971392,22991277,23007951,23011584,23127587,	0	DGKB	cmpl	cmpl	0,2,1,0,2,0,1,1,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,	CNVR_140	22420101	22775806	4		1	2	1	Mixed	355706	Has-gene
4	11	NM_001192898	-	22333432	23127587	22334089	23127550	25	22333432,22367555,22371507,22537840,22548265,22710302,22819451,22827086,22829485,22860512,22864093,22873067,22882684,22912431,22926256,22926455,22929636,22941561,22946366,22950893,22971251,22991123,23007930,23011507,23127480,	22334197,22367616,22371628,22538036,22548356,22710367,22819612,22827176,22829571,22860587,22864167,22873184,22882720,22912530,22926373,22926544,22929754,22941681,22946441,22950943,22971392,22991277,23007951,23011584,23127587,	0	DGKB	cmpl	cmpl	0,2,1,0,2,0,1,1,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,	CNVR_141	23051521	23188681	2			2		Gain	137161	Has-gene
4	95	NM_001192973	-	23499625	23891236	23499939	23891093	13	23499625,23684110,23690047,23704155,23705747,23710618,23710788,23711243,23731510,23760570,23874890,23888543,23890967,	23500014,23684216,23690130,23704272,23705882,23710698,23710854,23711310,23731606,23760674,23875042,23888674,23891236,	0	AGMO	cmpl	cmpl	0,2,0,0,0,1,1,0,0,1,2,0,0,	CNVR_142	23406784	23543662	1			1		Gain	136879	Has-gene
4																CNVR_143	30200987	30242853	1		1			Loss	41867	Without-gene
4																CNVR_144	31032359	31075631	1		1			Loss	43273	Without-gene
4																CNVR_145	34309918	34646998	3			3		Gain	337081	Without-gene
4																CNVR_146	35335600	35483173	2			2		Gain	147574	Without-gene
4																CNVR_147	37684418	37795082	1			1		Gain	110665	Without-gene
4	13	NM_001205987	+	38339042	38860701	38339063	38856748	39	38339042,38452403,38475169,38620578,38652823,38670703,38712468,38727023,38729338,38732811,38767486,38773725,38789110,38791030,38792258,38797487,38799495,38799788,38806575,38807930,38811121,38817363,38818708,38819378,38826919,38828180,38830003,38830734,38831740,38833346,38833742,38835173,38835751,38835989,38837582,38838009,38840139,38841378,38856631,	38339158,38452485,38475286,38620638,38652865,38670833,38712600,38727093,38729389,38732911,38767645,38773830,38789151,38791082,38792348,38797565,38799570,38799863,38806647,38808002,38811183,38817440,38818729,38819439,38827017,38828268,38830066,38830838,38831827,38833414,38833781,38835245,38835904,38836042,38837638,38838139,38840249,38841461,38860701,	0	CACNA2D1	cmpl	cmpl	0,2,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,1,2,2,1,1,0,0,0,0,2,1,2,1,0,	CNVR_148	38548833	38762924	3		1	2		Mixed	214092	Has-gene
4	110	NM_001031751	+	39116166	39197870	39116300	39197706	18	39116166,39123389,39129022,39130979,39136426,39142549,39144032,39164083,39167555,39177596,39183654,39187717,39188935,39191437,39192340,39193178,39193405,39197529,	39116388,39123555,39129135,39131094,39136569,39142670,39144151,39164258,39167683,39177699,39183788,39187756,39189032,39191512,39192487,39193285,39193551,39197870,	0	HGF	cmpl	cmpl	0,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,1,0,	CNVR_149	39120348	39342929	1		1			Loss	222582	Has-gene
4																CNVR_150	42049315	42523038	4		2	2		Mixed	473724	Without-gene
4	116	NM_001099704	-	45594204	45682229	45594956	45682157	14	45594204,45603228,45637769,45645175,45646900,45649021,45652603,45652781,45654941,45664412,45670367,45675289,45678004,45682085,	45595002,45603341,45637880,45645223,45647013,45649074,45652694,45652830,45655072,45664524,45670442,45675490,45678097,45682229,	0	ORC5	cmpl	cmpl	2,0,0,0,1,2,1,0,1,0,0,0,0,0,	CNVR_151	45664659	45743508	2		2			Loss	78850	Has-gene
4	957	NM_001205435	+	48786744	48790295	48788396	48789698	2	48786744,48788372,	48786784,48790295,	0	GPR22	cmpl	cmpl	-1,0,	CNVR_152	48726071	48794553	2		2			Loss	68483	Has-gene
4	1033	NM_001075596	-	58723599	58724929	58724264	58724900	1	58723599,	58724929,	0	RGS2	cmpl	cmpl	0,	CNVR_153	58634866	59145247	7		1	6		Mixed	510382	Has-gene
4																CNVR_154	59216486	59237153	1		1			Loss	20668	Without-gene
4	1042	NM_001076405	+	59913297	59913961	59913740	59913961	1	59913297,	59913961,	0	RNF167	cmpl	incmpl	0,	CNVR_155	59834826	59953839	2			2		Gain	119014	Has-gene
4	132	NM_001192977	-	62529856	62683822	62530188	62683822	9	62529856,62531340,62536225,62550269,62561948,62567843,62577021,62654436,62683678,	62530279,62531521,62536312,62550346,62562150,62567937,62577125,62654569,62683822,	0	NPSR1	cmpl	cmpl	2,1,1,2,1,0,1,0,0,	CNVR_156	62606492	62638018	1			1		Gain	31527	Has-gene
4	1093	NM_001101246	-	66610953	66643765	66616154	66643592	3	66610953,66630959,66643430,	66616265,66631082,66643765,	0	MTURN	cmpl	cmpl	0,0,0,	CNVR_157	66499835	66854427	39		1	38		Mixed	354593	Has-gene
4	136	NM_001197032	-	66696648	66755780	66696936	66755780	14	66696648,66702598,66713890,66714608,66715105,66718715,66719153,66722223,66724161,66725239,66730735,66732419,66733659,66755740,	66697134,66702660,66713961,66714739,66715164,66718801,66719313,66722381,66724202,66725398,66730860,66732575,66733776,66755780,	0	PLEKHA8	cmpl	cmpl	0,1,2,0,1,2,1,2,0,0,1,1,1,0,	CNVR_157	66499835	66854427	39		1	38		Mixed	354593	Has-gene
4	1094	NM_001076391	+	66758678	66770727	66758857	66768603	4	66758678,66762076,66765273,66768444,	66759054,66762228,66765401,66770727,	0	FKBP14	cmpl	cmpl	0,2,1,0,	CNVR_157	66499835	66854427	39		1	38		Mixed	354593	Has-gene
4	136	NM_001110803	+	66785265	66851245	66807200	66847530	8	66785265,66807199,66825783,66832883,66834056,66836650,66844869,66847371,	66785615,66807359,66825965,66833086,66834251,66836816,66845050,66851245,	0	SCRN1	cmpl	cmpl	-1,0,0,2,1,1,2,0,	CNVR_157	66499835	66854427	39		1	38		Mixed	354593	Has-gene
4																CNVR_158	67183757	67234109	2		2			Loss	50353	Without-gene
4	138	NM_001046106	+	68926597	69034392	68926599	69033579	8	68926597,68935807,68950150,68953141,69016797,69018504,69025434,69033420,	68926690,68935968,68950260,68953263,69016931,69018581,69025591,69034392,	0	HIBADH	cmpl	cmpl	0,1,0,2,1,0,2,0,	CNVR_159	68918325	69107262	1		1			Loss	188938	Has-gene
4	1138	NM_001075195	-	72499900	72515957	72499937	72515893	6	72499900,72500527,72506295,72508501,72513292,72515828,	72499996,72500632,72506502,72508692,72513466,72515957,	0	FAM221A	cmpl	cmpl	1,1,1,2,2,0,	CNVR_160	72297257	72505313	28	1	23	4		Mixed	208057	Has-gene
4	17	NM_001191503	+	73326979	73897041	73326979	73897041	4	73326979,73793355,73885544,73893377,	73327087,73793499,73885675,73897041,	0	ZNF804B	cmpl	cmpl	0,0,0,2,	CNVR_161	73270175	74466214	40	2	31	7		Mixed	1196040	Has-gene
4	1144	NM_001205417	-	73367761	73369431	73367761	73368520	2	73367761,73369388,	73368619,73369431,	0	TEX47	cmpl	cmpl	0,-1,	CNVR_161	73270175	74466214	40	2	31	7		Mixed	1196040	Has-gene
4	1175	NM_001205533	-	77431853	77441756	77432745	77441756	18	77431853,77433557,77433880,77434554,77435044,77435377,77436324,77436693,77437448,77437736,77438520,77438888,77439645,77439971,77440489,77440920,77441428,77441706,	77432853,77433797,77434050,77434799,77435113,77435445,77436482,77436799,77437659,77437881,77438689,77438966,77439822,77440235,77440682,77441123,77441543,77441756,	0	ZMIZ2	cmpl	cmpl	0,0,1,2,2,0,1,0,2,1,0,0,0,0,2,0,2,0,	CNVR_162	77431071	77495451	1		1			Loss	64381	Has-gene
4	146	NM_001076030	-	77458514	77512436	77459474	77512406	22	77458514,77459685,77460025,77463311,77464007,77464806,77465337,77465683,77466080,77466564,77466854,77467705,77468190,77473854,77477577,77478137,77478731,77479017,77482154,77495490,77498022,77512184,	77459595,77459840,77460189,77463384,77464136,77464878,77465516,77465811,77466231,77466693,77466957,77467858,77468370,77473983,77477757,77478228,77478878,77479172,77482270,77495593,77498214,77512436,	0	OGDH	cmpl	cmpl	2,0,1,0,0,0,1,2,1,1,0,0,0,0,0,2,2,0,1,0,0,0,	CNVR_162	77431071	77495451	1		1			Loss	64381	Has-gene
4	150	NM_001105036	-	80866408	81642062	80866976	81642046	14	80866408,80977083,81298315,81349255,81359649,81484689,81534699,81566176,81610801,81619964,81620571,81626753,81627462,81641946,	80867140,80977147,81298418,81349353,81359721,81484785,81534843,81566268,81610922,81620015,81620657,81626827,81627514,81642062,	0	SUGCT	cmpl	cmpl	1,0,2,0,0,0,0,1,0,0,1,2,1,0,	CNVR_163	81021023	81055851	1		1			Loss	34829	Has-gene
4																CNVR_164	82522220	82580198	1		1			Loss	57979	Without-gene
4																CNVR_165	83840022	83863944	1			1		Gain	23923	Without-gene
4																CNVR_166	84080999	85384769	24	1	8	14	1	Mixed	1303771	Without-gene
4	19	NM_001191184	+	85436726	86002870	85436726	86002071	6	85436726,85987252,85994612,85996071,85999752,86001893,	85437841,85987415,85994708,85996164,86000000,86002870,	0	KCND2	cmpl	cmpl	0,2,0,0,0,2,	CNVR_167	85540665	85577545	1			1		Gain	36881	Has-gene
4	19	NM_001191184	+	85436726	86002870	85436726	86002071	6	85436726,85987252,85994612,85996071,85999752,86001893,	85437841,85987415,85994708,85996164,86000000,86002870,	0	KCND2	cmpl	cmpl	0,2,0,0,0,2,	CNVR_168	85699096	85759993	1		1			Loss	60898	Has-gene
4																CNVR_169	89879613	89969381	1		1			Loss	89769	Without-gene
4																CNVR_170	91173593	91263201	5		5			Loss	89609	Without-gene
4	161	NM_205784	+	92679168	93108508	92679347	93107935	24	92679168,92712617,92718343,92721844,92724578,92725492,92726217,92727966,92731525,92743867,92833699,92867511,92910459,92928360,92950259,93006662,93094062,93099227,93102920,93103902,93104888,93105749,93107715,93107869,	92679425,92712767,92718464,92721923,92724739,92725584,92726376,92728073,92731616,92743981,92833789,92867612,92910570,92928433,92950401,93006772,93094251,93099369,93103044,93103972,93105002,93105953,93107760,93108508,	0	SND1	cmpl	cmpl	0,0,0,1,2,1,0,0,2,0,0,0,2,2,0,1,0,0,1,2,0,0,0,0,	CNVR_171	92856133	92939988	1			1		Gain	83856	Has-gene
4	164	NM_001097999	+	95807760	96016758	95807764	96016523	18	95807760,95866796,95884485,95886326,95897291,95900368,95918478,95921681,95936660,95946890,95956957,95960028,95990603,95991719,95993674,96000976,96010987,96016401,	95807862,95866866,95884628,95886415,95897401,95900561,95918556,95921747,95936773,95947103,95957179,95960158,95990751,95991834,95993814,96001079,96011042,96016758,	0	MKLN1	cmpl	cmpl	0,2,0,2,1,0,1,1,1,0,0,0,1,2,0,2,0,1,	CNVR_172	95849454	95948437	1		1			Loss	98984	Has-gene
4	20	NM_001102207	+	97791620	98596239	97791625	98594890	18	97791620,97814775,97825658,97847084,97857443,97877921,97900006,98015297,98025095,98155739,98360019,98431889,98452490,98477514,98525919,98534999,98538476,98594652,	97791711,97814965,97825853,97847269,97857553,97878165,97900181,98015443,98025184,98155836,98360239,98432026,98452646,98477693,98526061,98535178,98538636,98596239,	0	EXOC4	cmpl	cmpl	0,2,0,0,2,1,2,0,2,1,2,0,2,2,1,2,1,2,	CNVR_173	97903366	98129316	1				1	Gain	225951	Has-gene
4	1333	NR_030878	+	98069973	98070046	98070046	98070046	1	98069973,	98070046,	0	MIR2423	unk	unk	-1,	CNVR_173	97903366	98129316	1				1	Gain	225951	Has-gene
4																CNVR_174	106071501	106142458	6			6		Gain	70958	Without-gene
4																CNVR_175	106923986	106949831	2			2		Gain	25846	Without-gene
4																CNVR_176	107241054	107253901	2			2		Gain	12848	Without-gene
4																CNVR_177	110291068	110317802	1			1		Gain	26735	Without-gene
4	1452	NM_001034771	+	113720918	113729758	113727962	113728847	2	113720918,113727925,	113720975,113729758,	0	GIMAP7	cmpl	cmpl	-1,0,	CNVR_178	113657341	113819352	8			8		Gain	162012	Has-gene
4	1452	NM_001080260	-	113763389	113768447	113763403	113765164	3	113763389,113765154,113767851,	113764287,113765202,113768447,	0	LOC511617	cmpl	cmpl	1,0,-1,	CNVR_178	113657341	113819352	8			8		Gain	162012	Has-gene
4	1453	NM_001046308	-	113780473	113782331	113780810	113781704	2	113780473,113782124,	113781741,113782331,	0	GIMAP7	cmpl	cmpl	0,-1,	CNVR_178	113657341	113819352	8			8		Gain	162012	Has-gene
4																CNVR_179	118143048	118259316	1			1		Gain	116269	Without-gene
4																CNVR_180	119739577	119881451	1		1			Loss	141875	Without-gene
5																CNVR_181	2525911	3867658	6		4	2		Mixed	1341748	Without-gene
5																CNVR_182	8030120	8418889	6		4	2		Mixed	388770	Without-gene
5																CNVR_183	11122965	11620720	2		1	1		Mixed	497756	Without-gene
5																CNVR_184	12687790	12811138	1			1		Gain	123349	Without-gene
5																CNVR_185	13446764	14080583	2				2	Gain	633820	Without-gene
5	87	NM_001191135	+	14748149	14952308	14751037	14952308	26	14748149,14751036,14754285,14758843,14760126,14760986,14765767,14770625,14780171,14784625,14820803,14821780,14826873,14833212,14847770,14850532,14854557,14864668,14880127,14880867,14881511,14881861,14891856,14941917,14944755,14952137,	14748183,14751181,14754397,14758935,14760244,14761210,14765842,14772254,14780324,14784776,14820997,14821908,14826947,14833306,14847950,14850982,14854768,14864788,14880217,14880989,14881607,14881944,14891958,14942050,14944816,14952308,	0	LRRIQ1	cmpl	cmpl	-1,0,0,1,0,1,0,0,0,0,1,0,2,1,2,2,2,0,0,0,2,2,1,1,2,0,	CNVR_186	14894403	14953446	4		4			Loss	59044	Has-gene
