Chr	name	bin	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	en_id	cdsStartStat	cdsEndStat	exonFrames	name2	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
14	ENSBTAT00000006543.5	588	+	417615	424777	421307	423815	6	417615,417943,421224,421626,422051,422898,	417664,418777,421475,421905,422220,424777,	0	ENSBTAG00000004970.6	cmpl	cmpl	-1,-1,0,0,0,1,	LRRC24	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000006542.5	588	-	424797	428272	424797	426564	5	424797,425465,426235,427673,428146,	425365,426050,426589,427805,428272,	0	ENSBTAG00000004969.5	cmpl	cmpl	2,2,0,-1,-1,	LRRC14	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000056581.3	588	+	428459	434942	434942	434942	23	428459,428618,428775,429114,429558,430252,430429,430664,430873,431089,431258,431789,431952,432198,432449,432670,433012,433371,433579,433819,434081,434393,434592,	428554,428652,428876,429255,430160,430352,430556,430775,431005,431182,431395,431873,432126,432378,432591,432933,433298,433501,433746,434000,434235,434502,434942,	0	ENSBTAG00000010276.5	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	RECQL4	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000055203.3	588	-	435002	437076	435138	436827	4	435002,435302,435682,436139,	435218,435412,435830,437076,	0	ENSBTAG00000007838.5	cmpl	cmpl	1,2,1,0,	MFSD3	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010309.5	588	-	438529	442163	438529	442163	11	438529,438690,438896,439129,439419,439645,439880,440212,440516,440699,441029,	438620,438803,439052,439304,439556,439725,440124,440346,440625,440789,442163,	0	ENSBTAG00000007835.5	cmpl	cmpl	2,0,0,2,0,1,0,1,0,0,0,	GPT	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010306.6	588	-	443245	448420	443448	447668	10	443245,444005,444331,444534,444688,444896,445100,446092,446314,447439,	443823,444171,444461,444610,444814,445021,445204,446238,446385,448420,	0	ENSBTAG00000007834.6	cmpl	cmpl	0,2,1,0,0,1,2,0,1,0,	PPP1R16A	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000006249.6	588	+	469131	470687	469216	470687	3	469131,469675,469883,	469390,469780,470687,	0	ENSBTAG00000004761.6	cmpl	cmpl	0,0,0,	FOXH1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010194.6	588	-	470776	478486	471476	478376	18	470776,471818,472158,472394,472616,472818,474831,475098,475611,475794,476024,476648,476862,477033,477294,477558,477839,478139,	471731,472075,472288,472518,472738,472923,474989,475207,475721,475909,476102,476777,476928,477158,477433,477710,477921,478486,	0	ENSBTAG00000007753.6	cmpl	cmpl	0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,	KIFC2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010192.4	588	+	478703	492655	479317	492296	5	478703,479574,489379,490180,491904,	479410,479727,489618,490392,492655,	0	ENSBTAG00000035254.4	cmpl	cmpl	0,0,0,2,1,	CYHR1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010191.5	588	+	496270	507275	496296	507215	26	496270,496421,496665,497341,497872,498224,498469,499122,499348,499655,499894,500438,500613,500989,501158,501403,501641,502505,502925,503156,503585,504028,504835,505406,505696,507021,	496321,496517,496808,497525,498002,498396,498584,499268,499501,499781,500081,500518,500703,501062,501322,501527,502399,502582,503076,503235,503887,504200,505011,505480,505830,507275,	0	ENSBTAG00000007749.5	cmpl	cmpl	0,1,1,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,1,0,2,1,	TONSL	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000054515.3	588	+	508417	512808	509696	512677	11	508417,509276,509631,510258,510405,510649,511355,511564,511974,512117,512559,	508468,509443,509733,510287,510443,510739,511461,511666,512028,512209,512808,	0	ENSBTAG00000026320.5	cmpl	cmpl	-1,-1,0,1,0,2,2,0,0,0,2,	VPS28	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000078554.1	73	+	523819	525625	523819	525625	1	523819,	525625,	0	ENSBTAG00000053637.1	cmpl	cmpl	0,	78554.1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000012255.6	589	+	533917	538406	533991	538279	12	533917,534639,535314,535610,535845,536369,536653,536870,537179,537363,537873,538150,	534192,534924,535510,535753,536017,536542,536791,536999,537234,537516,538061,538406,	0	ENSBTAG00000046026.2	cmpl	cmpl	0,0,0,1,0,1,0,0,0,1,1,0,	SLC39A4	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000011004.6	589	+	542385	556837	542596	556837	37	542385,542581,548802,548919,549141,549303,549535,549797,550019,550202,550384,550545,550746,551068,551232,551396,551547,551806,551985,552210,552471,552763,553013,553293,553463,553693,554563,554806,554968,555153,555367,555596,555873,556010,556139,556365,556575,	542504,542740,548830,549062,549222,549455,549682,549937,550130,550296,550472,550668,550798,551163,551307,551477,551637,551917,552127,552389,552608,552938,553220,553383,553607,553846,554680,554897,555053,555295,555520,555773,555940,556058,556295,556495,556837,	0	ENSBTAG00000008355.6	cmpl	cmpl	-1,0,0,1,0,0,2,2,1,1,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,1,2,	CPSF1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000014692.6	589	-	556019	570498	557019	570430	15	556019,557203,557389,557703,557874,558034,558213,558455,558658,558844,559065,559374,563164,563747,570418,	557125,557320,557642,557795,557953,558116,558297,558587,558772,558985,559266,559450,563314,563851,570498,	0	ENSBTAG00000011064.6	cmpl	cmpl	2,2,1,2,1,0,0,0,0,0,0,2,2,0,0,	ADCK5	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000001142.4	589	-	578166	580805	578425	580063	5	578166,578740,578958,579933,580342,	578638,578864,579832,580126,580805,	0	ENSBTAG00000000857.4	cmpl	cmpl	0,2,1,0,-1,	SLC52A2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000001141.6	589	+	580950	583957	580950	583845	9	580950,581608,581930,582284,582490,582684,582866,583185,583694,	581348,581767,581994,582416,582598,582798,583098,583432,583957,	0	ENSBTAG00000000856.6	cmpl	cmpl	0,2,2,0,0,0,0,1,2,	FBXL6	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000049648.3	589	+	584955	586597	584955	586597	6	584955,585027,585532,585732,586085,586414,	584961,585178,585627,585928,586171,586597,	0	ENSBTAG00000035158.3	cmpl	cmpl	0,0,1,0,1,0,	TMEM249	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000080529.1	589	+	594539	600190	594549	597561	2	594539,596617,	594664,600190,	0	ENSBTAG00000050112.1	cmpl	cmpl	0,1,	SCRT1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000037423.5	589	+	603812	612791	604191	612506	17	603812,607998,610029,610149,610327,610595,610790,611004,611149,611343,611460,611575,611694,611894,612046,612215,612350,	604382,608086,610070,610235,610380,610701,610904,611079,611253,611382,611502,611620,611807,611960,612134,612278,612791,	0	ENSBTAG00000026356.5	cmpl	cmpl	0,2,0,2,1,0,1,1,1,0,0,0,0,2,2,0,0,	DGAT1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000027654.6	589	-	613327	634349	614327	633595	13	613327,614603,614762,614906,615987,616338,616554,616737,616865,618096,618458,618865,633478,	614533,614673,614828,615012,616257,616475,616651,616799,616941,618221,618595,618974,634349,	0	ENSBTAG00000020751.6	cmpl	cmpl	1,0,0,2,2,0,2,0,2,0,1,0,0,	HSF1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000012938.6	589	+	634452	652447	635331	652447	15	634452,639987,649652,649883,650077,650257,650552,650784,650942,651098,651312,651585,651946,652106,652293,	635661,640068,649807,650001,650179,650470,650714,650865,651012,651231,651493,651874,652031,652214,652447,	0	ENSBTAG00000009811.6	cmpl	cmpl	0,0,0,2,0,0,0,0,0,1,2,0,1,2,2,	BOP1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000012942.6	589	-	646599	648020	646599	648020	2	646599,647447,	646638,648020,	0	ENSBTAG00000009816.6	cmpl	cmpl	0,0,	SCX	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000037418.5	73	-	652784	702430	652784	687842	42	652784,653343,653517,653689,653891,654177,654542,654974,655343,656046,656814,658897,663648,664775,665006,666767,667308,667564,667746,667931,668959,669836,670039,670546,671139,671494,671920,672042,672324,674117,675299,676283,676525,679492,679821,680325,685218,685489,686084,687047,687820,702306,	652870,653409,653620,653824,654047,654366,654689,655089,655481,656243,656980,659052,663801,664888,665142,666872,667404,667676,667826,668054,669106,669959,670156,670654,671192,671636,671961,672187,672432,674240,675373,676397,676604,679585,679962,680477,685317,685652,686216,687193,687901,702430,	0	ENSBTAG00000014458.6	cmpl	cmpl	1,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,-1,	MROH1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000069630.1	590	-	691784	691856	691856	691856	1	691784,	691856,	0	ENSBTAG00000054104.1	none	none	-1,	bta-mir-1839	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000061839.2	590	-	691787	691910	691910	691910	1	691787,	691910,	0	ENSBTAG00000044406.2	none	none	-1,	61839.2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000056792.2	590	+	709458	712018	709458	712018	7	709458,710020,710287,710574,710928,711155,711683,	709629,710128,710490,710630,711061,711271,712018,	0	ENSBTAG00000039978.2	cmpl	cmpl	0,0,0,2,1,2,1,	56792.2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000020019.5	590	-	712201	715270	713449	715141	6	712201,713705,713917,714216,714405,714578,	713629,713828,714009,714315,714506,715270,	0	ENSBTAG00000039705.2	cmpl	cmpl	0,0,1,1,2,0,	HGH1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000000855.6	590	-	720986	723829	721112	723023	8	720986,721414,721572,722407,722639,722837,723124,723402,	721315,721476,722135,722570,722761,723035,723319,723829,	0	ENSBTAG00000000658.6	cmpl	cmpl	1,2,0,2,0,0,-1,-1,	WDR97	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000068974.1	590	+	728511	729027	728511	729027	1	728511,	729027,	0	ENSBTAG00000051469.1	cmpl	cmpl	0,	68974.1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000016239.6	590	-	729732	732721	730185	731650	8	729732,730333,730633,730842,731094,731335,731567,732411,	730207,730474,730753,730964,731260,731464,731690,732721,	0	ENSBTAG00000012242.6	cmpl	cmpl	2,2,2,0,2,2,0,-1,	MAF1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000049670.3	590	+	732963	737292	733390	736859	9	732963,733877,735535,735747,735973,736142,736375,736576,736775,	733588,734052,735673,735889,736064,736296,736494,736705,737292,	0	ENSBTAG00000012235.5	cmpl	cmpl	0,0,1,1,2,0,1,0,0,	SHARPIN	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000016224.6	590	-	738123	740518	738318	740477	7	738123,738524,738876,739122,739365,739574,740348,	738423,738625,739037,739280,739492,739771,740518,	0	ENSBTAG00000012232.6	cmpl	cmpl	0,1,2,0,2,0,0,	CYC1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000019453.4	590	-	750607	753850	750674	753834	12	750607,751018,751269,751613,751859,752111,752380,752664,752845,753160,753357,753760,	750918,751189,751460,751697,752013,752308,752577,752766,752993,753272,753537,753850,	0	ENSBTAG00000014610.4	cmpl	cmpl	2,2,0,0,2,0,1,1,0,2,2,0,	GPAA1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000019451.4	590	-	755133	757010	755175	756951	3	755133,755637,756780,	755535,755844,757010,	0	ENSBTAG00000014607.4	cmpl	cmpl	0,0,0,	EXOSC4	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000022981.5	590	+	765420	774581	765800	774520	26	765420,765737,766423,766601,766894,767157,767408,767639,767835,768188,768388,768696,768914,769187,769533,770253,770494,770666,772308,772611,772845,773157,773416,773660,773995,774373,	765666,765929,766523,766725,767090,767323,767547,767707,768101,768301,768559,768834,769053,769300,769685,770414,770596,770841,772493,772758,772980,773307,773574,773821,774093,774581,	0	ENSBTAG00000017281.5	cmpl	cmpl	-1,0,0,1,2,0,1,2,1,0,2,2,2,0,2,1,0,0,1,0,0,0,0,2,1,0,	OPLAH	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000049643.3	590	-	774642	776724	774642	776724	7	774642,774806,775018,775177,775377,775606,775899,	774735,774942,775082,775267,775518,775805,776724,	0	ENSBTAG00000015040.6	cmpl	cmpl	0,2,1,1,1,0,0,	49643.3	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000037416.5	73	-	778852	806391	778852	806391	7	778852,784352,784600,785208,785466,785633,806186,	779182,784492,784711,785418,785477,785874,806391,	0	ENSBTAG00000026350.5	cmpl	cmpl	0,1,1,1,2,1,0,	SPATC1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000000410.6	591	-	826739	830066	827308	828861	7	826739,827549,827791,828036,828304,828497,829889,	827458,827693,827920,828237,828417,828885,830066,	0	ENSBTAG00000000312.6	cmpl	cmpl	0,0,0,0,1,0,-1,	GRINA	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000012765.5	591	+	832765	839743	833013	839520	10	832765,833267,833593,833905,834608,834948,835233,835957,838902,839167,	833191,833522,833830,834489,834830,835045,835875,836091,839074,839743,	0	ENSBTAG00000009677.5	cmpl	cmpl	0,1,1,1,0,0,1,1,0,1,	PARP10	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000015828.5	591	+	862225	896647	862942	895534	32	862225,873659,874126,875018,875176,876089,876906,877093,877282,877480,877763,878141,878690,878921,879280,879446,879763,880047,880329,881573,881803,882037,882331,882602,882870,883819,884058,884490,884727,884942,885843,889321,	863480,873721,874216,875096,875269,876256,877022,877200,877402,877576,877891,878235,878845,879192,879358,879608,879868,880143,880455,881726,881958,882164,882515,882760,883049,883958,884415,884574,884832,885041,889224,896647,	0	ENSBTAG00000011922.6	cmpl	cmpl	0,1,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,	PLEC	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000061696.2	591	+	879198	879273	879273	879273	1	879198,	879273,	0	ENSBTAG00000044263.2	none	none	-1,	bta-mir-2309	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000065585.2	592	+	940688	955681	940688	955681	2	940688,954223,	949580,955681,	0	ENSBTAG00000045727.2	cmpl	cmpl	0,0,	EPPK1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000010627.6	592	+	961098	968482	961421	966670	18	961098,962015,962205,962406,962648,962791,963032,963126,963281,963431,964488,964736,964939,965072,966124,966288,966454,966601,	961544,962138,962307,962496,962689,962886,963056,963210,963337,963527,964621,964839,964990,965208,966178,966352,966510,968482,	0	ENSBTAG00000008079.6	cmpl	cmpl	0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,0,1,0,	NRBP2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000002882.4	592	+	978198	985909	978198	985909	11	978198,980748,980955,981898,983904,984136,984334,984637,984961,985285,985609,	978207,980844,981045,981949,984066,984229,984548,984828,985097,985521,985909,	0	ENSBTAG00000037493.2	incmpl	cmpl	0,0,0,0,0,0,0,1,0,1,0,	PUF60	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000011082.6	592	+	987038	1006477	987038	1006477	35	987038,988377,988602,988770,988961,989104,989259,989406,989930,990215,990484,990735,990957,991904,992602,993632,994105,994600,995320,995727,995885,996422,996612,997000,1002471,1002663,1003760,1004557,1004757,1004989,1005228,1005500,1005734,1006180,1006331,	987197,988495,988681,988860,989018,989168,989334,989551,990049,990415,990651,990866,991080,992072,992986,993695,994195,994678,995644,995808,996125,996533,996906,997186,1002582,1002711,1003820,1004665,1004917,1005128,1005414,1005643,1005772,1006232,1006477,	0	ENSBTAG00000008421.6	cmpl	cmpl	0,0,1,2,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,	SCRIB	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000085613.1	592	-	1006975	1027840	1006975	1027768	12	1006975,1007363,1007571,1007758,1008037,1008242,1013900,1014102,1014361,1014698,1024337,1027692,	1007279,1007498,1007665,1007867,1008130,1008500,1014026,1014294,1014526,1014832,1024427,1027840,	0	ENSBTAG00000048486.1	cmpl	cmpl	2,2,1,0,0,0,0,0,0,1,1,0,	IQANK1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000019225.4	592	+	1031434	1039266	1031570	1037704	5	1031434,1033018,1034318,1034568,1034895,	1031582,1033480,1034483,1034693,1039266,	0	ENSBTAG00000038682.3	cmpl	cmpl	0,0,0,0,2,	FAM83H	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000026467.6	592	-	1040715	1045016	1040967	1045016	11	1040715,1041239,1041458,1041667,1041931,1042137,1042619,1043367,1043704,1043979,1044571,	1041144,1041368,1041577,1041827,1042037,1042275,1042677,1043507,1043868,1044110,1045016,	0	ENSBTAG00000019864.6	cmpl	cmpl	0,0,1,0,2,2,1,2,0,1,0,	MAPK15	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000055905.3	593	+	1058868	1060642	1059096	1060539	2	1058868,1059630,	1059537,1060642,	0	ENSBTAG00000040360.3	cmpl	cmpl	0,0,	CCDC166	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000065602.2	593	-	1071876	1073361	1071876	1073361	1	1071876,	1073361,	0	ENSBTAG00000045791.2	cmpl	cmpl	0,	ZNF623	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000072704.1	593	-	1077713	1077766	1077766	1077766	1	1077713,	1077766,	0	ENSBTAG00000052590.1	none	none	-1,	bta-mir-193a-2	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000067880.1	593	+	1088054	1091399	1088054	1090232	2	1088054,1089492,	1088058,1091399,	0	ENSBTAG00000052472.1	cmpl	cmpl	0,1,	67880.1	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000049133.3	593	+	1094042	1099107	1094042	1098819	11	1094042,1095221,1095715,1096877,1097084,1097346,1097582,1097946,1098160,1098449,1098763,	1094319,1095378,1095830,1097006,1097158,1097480,1097647,1098013,1098240,1098549,1099107,	0	ENSBTAG00000034691.3	cmpl	cmpl	0,1,2,0,0,2,1,0,1,0,1,	GFUS	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000022364.5	593	+	1101601	1108734	1101622	1108351	6	1101601,1106478,1106929,1107314,1107820,1108072,	1101719,1106543,1107109,1107527,1107913,1108734,	0	ENSBTAG00000016810.5	cmpl	cmpl	0,1,0,0,0,0,	PYCR3	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000066224.2	593	-	1111424	1113356	1111424	1113356	1	1111424,	1113356,	0	ENSBTAG00000048160.2	cmpl	cmpl	0,	TIGD5	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000019499.6	593	+	1113580	1126356	1119204	1126303	10	1113580,1117092,1119204,1122018,1122244,1125190,1125366,1125621,1125955,1126264,	1113874,1117107,1120271,1122139,1122316,1125290,1125467,1125840,1126150,1126356,	0	ENSBTAG00000014643.6	cmpl	cmpl	-1,-1,0,2,0,0,1,0,0,0,	EEF1D	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000019496.4	593	+	1127517	1131606	1127517	1130606	13	1127517,1127817,1128024,1128317,1128539,1128901,1129180,1129576,1129753,1129916,1130108,1130354,1130543,	1127743,1127945,1128107,1128448,1128655,1129098,1129321,1129661,1129834,1130019,1130263,1130462,1131606,	0	ENSBTAG00000014642.5	cmpl	cmpl	0,1,0,2,1,0,2,2,0,0,1,0,0,	NAPRT	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000049025.3	593	+	1132385	1136717	1132385	1136717	14	1132385,1132769,1133025,1133706,1134018,1134288,1134530,1134753,1134971,1135318,1135694,1136015,1136230,1136469,	1132634,1132922,1133180,1133824,1134203,1134426,1134645,1134897,1135145,1135486,1135814,1136118,1136296,1136717,	0	ENSBTAG00000034613.4	cmpl	cmpl	0,0,0,2,0,2,2,0,0,0,0,0,1,1,	MROH6	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000028627.6	593	-	1140845	1144715	1140845	1144715	10	1140845,1141205,1141371,1141958,1142257,1143101,1143145,1143392,1144135,1144501,	1141085,1141279,1141513,1142134,1142368,1143115,1143252,1143561,1144328,1144715,	0	ENSBTAG00000021474.6	cmpl	cmpl	0,1,0,1,1,2,0,2,1,0,	GSDMD	CNVR_556	330256	1142313	19	18		9	10		Mixed	812058	Has_gene
14	ENSBTAT00000075902.1	600	-	2061680	2063295	2063295	2063295	1	2061680,	2063295,	0	ENSBTAG00000049276.1	none	none	-1,	75902.1	CNVR_557	2020777	2282659	3	3		2	1		Mixed	261883	Has_gene
14	ENSBTAT00000079340.1	601	-	2192455	2213198	2213198	2213198	4	2192455,2193809,2196841,2212570,	2193059,2193950,2196932,2213198,	0	ENSBTAG00000048964.1	none	none	-1,-1,-1,-1,	79340.1	CNVR_557	2020777	2282659	3	3		2	1		Mixed	261883	Has_gene
14	ENSBTAT00000075109.1	606	+	2823445	2827385	2827385	2827385	3	2823445,2826046,2826816,	2823511,2826168,2827385,	0	ENSBTAG00000051587.1	none	none	-1,-1,-1,	75109.1	CNVR_558	2776706	2826610	1	1			1		Gain	49905	Has_gene
14	ENSBTAT00000042244.3	607	+	3002367	3002461	3002461	3002461	1	3002367,	3002461,	0	ENSBTAG00000029865.3	none	none	-1,	42244.3	CNVR_559	2966732	3015800	1	1		1			Loss	49069	Has_gene
14																	CNVR_560	18391223	18812033	6	6			6		Gain	420811	Non_gene
14	ENSBTAT00000004499.5	752	-	21963649	21989813	21963649	21989813	10	21963649,21964137,21965242,21967514,21968632,21969805,21970835,21978479,21980055,21989750,	21963684,21964216,21965389,21967672,21968698,21969951,21970923,21978585,21980118,21989813,	0	ENSBTAG00000003460.6	cmpl	cmpl	1,0,0,1,1,2,1,0,0,0,	TCEA1	CNVR_561	21980847	22030348	4	4			4		Gain	49502	Has_gene
14	ENSBTAT00000005558.3	752	-	21995106	22010970	21995106	22010970	9	21995106,21997033,21998313,22000324,22001367,22004705,22004787,22009874,22010901,	21995160,21997210,21998415,22000398,22001438,22004751,22004822,22009906,22010970,	0	ENSBTAG00000004243.3	cmpl	cmpl	0,0,0,1,2,1,2,0,0,	LYPLA1	CNVR_561	21980847	22030348	4	4			4		Gain	49502	Has_gene
14	ENSBTAT00000001557.6	11	+	22017166	22023197	22017636	22022197	5	22017166,22018287,22018969,22021302,22021859,	22017747,22018442,22019135,22021426,22023197,	0	ENSBTAG00000001174.6	cmpl	cmpl	0,0,2,0,1,	MRPL15	CNVR_561	21980847	22030348	4	4			4		Gain	49502	Has_gene
14	ENSBTAT00000006516.6	1	-	24946880	25258596	24948970	25258453	10	24946880,24949307,24955803,24978305,24990105,24990190,25005261,25094175,25113529,25258351,	24949007,24949459,24956193,24978386,24990189,24990337,25005543,25094418,25113595,25258596,	0	ENSBTAG00000004954.6	cmpl	cmpl	2,0,0,0,0,0,0,0,0,0,	TOX	CNVR_562	25111427	25127840	1	1		1			Loss	16414	Has_gene
14																	CNVR_563	25691348	25780871	2	2			2		Gain	89524	Non_gene
14																	CNVR_564	28758622	28782311	1	1		1			Loss	23690	Non_gene
14	ENSBTAT00000039224.4	12	+	32378188	32741893	32378503	32741745	14	32378188,32444470,32454582,32468833,32479375,32498259,32504701,32599249,32638035,32646937,32708229,32719318,32738023,32741737,	32378830,32444618,32454714,32468962,32479404,32498432,32504868,32599385,32638121,32647014,32708277,32719412,32738083,32741893,	0	ENSBTAG00000022588.5	cmpl	cmpl	0,0,1,1,1,0,2,1,2,1,0,0,1,1,	C14H8orf34	CNVR_565	32518018	32967563	1	1			1		Gain	449546	Has_gene
14																	CNVR_566	37997133	38016291	1	1		1			Loss	19159	Non_gene
14																	CNVR_567	38915527	39640409	7	7		4	3		Mixed	724883	Non_gene
14	ENSBTAT00000032422.3	894	-	40508674	40508872	40508674	40508872	1	40508674,	40508872,	0	ENSBTAG00000032831.2	cmpl	cmpl	0,	32422.3	CNVR_568	40368787	41298034	18	18		3	14	1	Mixed	929248	Has_gene
14	ENSBTAT00000056128.3	896	-	40845052	40845833	40845052	40845833	2	40845052,40845822,	40845707,40845833,	0	ENSBTAG00000039499.3	cmpl	cmpl	2,0,	56128.3	CNVR_568	40368787	41298034	18	18		3	14	1	Mixed	929248	Has_gene
14	ENSBTAT00000038232.4	119	+	48679372	48904459	48683057	48903459	7	48679372,48682935,48686425,48700995,48719081,48898107,48902397,	48680196,48683094,48687354,48702122,48719685,48898230,48904459,	0	ENSBTAG00000017694.6	cmpl	cmpl	-1,0,1,0,2,0,0,	TRPS1	CNVR_569	48848971	48927474	2	2		2			Loss	78504	Has_gene
14																	CNVR_570	49039384	49070135	1	1		1			Loss	30752	Non_gene
14																	CNVR_571	49344976	49618154	2	2			2		Gain	273179	Non_gene
14																	CNVR_572	49855743	50217869	11	11			9	2	Gain	362127	Non_gene
