ID	Chr	i.Start	i.End	num_gene	gene_name
CNVR_439	10	42661079	42860796	12	MGAT2,DNAAF2,bta-mir-6517,POLE2,KLHDC1,KLHDC2,60859.2,NEMF,84325.1,80023.1,Metazoa_SRP,ARF6
CNVR_440	10	46609304	46637787	1	NA
CNVR_441	10	53652144	53735797	2	86740.1,75563.1
CNVR_442	10	55628092	55693450	1	UNC13C
CNVR_443	10	55907151	55929569	1	UNC13C
CNVR_444	10	56438401	56474712	1	NA
CNVR_445	10	70013138	70033332	1	NA
CNVR_446	10	74528909	74555038	1	NA
CNVR_447	10	85258477	85290340	3	PTGR2,bta-mir-7859,ZNF410
CNVR_448	10	91944026	92089797	1	CEP128
CNVR_449	10	94536813	96569247	3	86750.1,7SK,83665.1
CNVR_450	10	98151248	98561555	1	03768.5
CNVR_451	10	100656201	100706066	1	NA
CNVR_452	10	101862010	101896434	2	PSMC1,NRDE2
CNVR_453	10	103030307	103146542	4	SPG11,PATL2,86688.1,B2M
CNVR_454	11	2277342	2403508	8	67263.1,ASTL,DUSP2,STARD7,TMEM127,CIAO1,SNRNP200,78049.1
CNVR_455	11	4195587	4256064	1	TSGA10
CNVR_456	11	4969068	5042355	1	AFF3
CNVR_457	11	10942888	11054313	1	ALMS1
CNVR_458	11	14734237	15096210	6	SPAST,SLC30A6,NLRC4,68626.1,YIPF4,BIRC6
CNVR_459	11	16494277	16538904	1	NA
CNVR_460	11	16928153	17005906	1	NA
CNVR_461	11	17249565	18200634	2	85408.1,U7
CNVR_462	11	20285444	20327920	1	NA
CNVR_463	11	24474675	24506755	1	PKDCC
CNVR_464	11	26600136	26633514	1	NA
CNVR_465	11	30638168	30723344	1	FOXN2
CNVR_466	11	32116162	32193449	1	NA
CNVR_467	11	33315726	35001337	1	70670.1
CNVR_468	11	40026791	40064479	1	NA
CNVR_469	11	41017384	41067983	1	NA
CNVR_470	11	48183021	48437732	5	RMND5A,RNF103,71789.1,CHMP3,KDM3A
CNVR_471	11	51936197	54294891	2	80706.1,Metazoa_SRP
CNVR_472	11	56567317	59078754	5	REG3G,REG3A,00191.4,U1,LRRTM4
CNVR_473	11	62354153	62437950	1	VPS54
CNVR_474	11	73302300	73478626	3	GAREM2,RAB10,KIF3C
CNVR_475	11	84158376	84590126	1	NA
CNVR_476	11	86989572	87117767	1	NOL10
CNVR_477	11	95243657	95285863	1	NA
CNVR_478	11	98581543	98732077	8	ST6GALNAC4,PIP5KL1,DPM2,FAM102A,68499.1,81766.1,NAIF1,80673.1
CNVR_479	11	99160662	99643308	22	DYNC2I2,SET,PKN3,ZDHHC12,ZER1,TBC1D13,ENDOG,SPOUT1,KYAT1,77555.1,50592.4,LRRC8A,PHYHD1,DOLK,NUP188,SH3GLB2,MIGA2,DOLPP1,CRAT,PTPA,bta-mir-12056,IER5L
CNVR_480	11	101427888	101475871	1	FAM78A
CNVR_481	11	102703502	102752125	2	DDX31,GTF3C4
CNVR_482	11	103152822	103304846	6	32610.3,76720.1,65847.2,PAEP,GLT6D1,LCN9
CNVR_483	11	103562010	104313142	42	TMEM250,LHX3,QSOX2,83090.1,31357.4,57004.3,GPSM1,DNLZ,CARD9,SNAPC4,ENTR1,PMPCA,INPP5E,SEC16A,80606.1,NOTCH1,74097.1,EGFL7,bta-mir-126,AGPAT2,86355.1,DIPK1B,75230.1,84269.1,76430.1,59922.3,SNORA17A,59474.2,42757.2,67117.1,71807.1,ABO,SURF6,MED22,RPL7A,SNORD24,SNORD36,SURF1,SURF2,SURF4,STKLD1,REXO4
CNVR_484	11	105018259	105215563	2	RXRA,81722.1
CNVR_485	11	105606521	105681876	1	85253.1
CNVR_486	11	105779716	106470561	70	69979.1,67080.1,82461.1,86794.1,76559.1,PPP1R26,C11H9orf116,MRPS2,12632.5,69819.1,72177.1,84009.1,LCN10,21490.5,70430.1,79707.1,LCN15,LCN8,74657.1,63336.2,TMEM141,CCDC183,RABL6,AJM1,PHPT1,MAMDC4,EDF1,TRAF2,FBXW5,C8G,LCN12,PTGDS,42776.3,83759.1,CLIC3,PAXX,ABCA2,FUT7,NPDC1,ENTPD2,SAPCD2,UAP1L1,MAN1B1,DPP7,81500.1,GRIN1,71962.1,LRRC26,TMEM210,ANAPC2,bta-mir-12014,SSNA1,TPRN,TMEM203,NDOR1,RNF208,CYSRT1,RNF224,SLC34A3,TUBB4B,FAM166A,STPG3,NELFB,TOR4A,NRARP,EXD3,NOXA1,ENTPD8,NSMF,PNPLA7
CNVR_487	12	470946	1048567	3	PCDH20,86489.1,40346.5
CNVR_488	12	1248895	1294811	1	NA
CNVR_489	12	4163552	4630861	1	NA
CNVR_490	12	5755815	6169595	1	NA
CNVR_491	12	6397732	7132249	1	NA
CNVR_492	12	7284906	8559192	1	NA
CNVR_493	12	8944702	9035851	1	NA
CNVR_494	12	10005671	10117392	1	NA
CNVR_495	12	16141245	16171675	1	CPB2
CNVR_496	12	18018856	18038076	1	ITM2B
CNVR_497	12	18394407	18543051	1	CYSLTR2
CNVR_498	12	18874232	18999163	3	CDADC1,CAB39L,5S_rRNA
CNVR_499	12	31868243	31966327	1	PAN3
CNVR_500	12	37100216	39080494	3	74886.1,84864.1,77525.1
CNVR_501	12	40470693	43792716	2	PCDH9,75650.1
CNVR_502	12	44352494	45735853	2	KLHL1,59841.2
CNVR_503	12	46994803	47037820	1	NA
CNVR_504	12	47592530	47610161	1	PIBF1
CNVR_505	12	48651266	48790568	1	KLF12
CNVR_506	12	49013694	49055838	2	77379.1,78989.1
CNVR_507	12	50082367	50104867	1	NA
CNVR_508	12	51382264	51412073	1	NA
CNVR_509	12	53009661	53089349	1	EDNRB
CNVR_510	12	55183342	55241442	1	NA
CNVR_511	12	55564831	56239172	2	76765.1,27564.4
CNVR_512	12	56513728	64796304	7	bta-mir-1256,28659.6,SLITRK1,SLITRK6,HTATSF1,SLITRK5,67694.1
CNVR_513	12	69804346	70777223	4	50045.4,35484.5,30481.5,36965.5
CNVR_514	12	71134701	71508007	2	84572.1,75223.1
CNVR_515	12	71657701	71687047	1	NA
CNVR_516	12	71820369	71950268	3	85814.1,79237.1,73131.1
CNVR_517	12	72838319	72907153	2	35479.4,35482.5
CNVR_518	12	78163435	78251127	1	FGF14
CNVR_519	12	80033051	81161931	1	NA
CNVR_520	12	85225566	85267889	3	NAXD,CARS2,ING1
CNVR_521	13	10349341	10395756	2	KIF16B,46284.4
CNVR_522	13	12280490	12378558	2	DHTKD1,UPF2
CNVR_523	13	12520034	12748454	2	ECHDC3,USP6NL
CNVR_524	13	14263653	14390500	1	NA
CNVR_525	13	17800892	17909299	2	ACBD5,ABI1
CNVR_526	13	19947737	20267627	4	ITGB1,82187.1,85419.1,03464.4
CNVR_527	13	21473454	21572022	2	PLXDC2,bta-mir-2285dl-2
CNVR_528	13	24397516	24515029	1	NA
CNVR_529	13	25678465	25886779	3	ENKUR,71783.1,THNSL1
CNVR_530	13	27414386	27437406	1	NA
CNVR_531	13	27496035	27584525	1	NA
CNVR_532	13	30853645	30915836	1	NA
CNVR_533	13	32220177	32258616	2	TMEM236,MRC1
CNVR_534	13	33798170	33834273	4	ZEB1,70533.1,61970.2,bta-mir-11998
CNVR_535	13	35161502	35311031	2	MTPAP,MAP3K8
CNVR_536	13	40624961	40688852	2	XRN2,NKX2-4
CNVR_537	13	41311826	41326933	1	NA
CNVR_538	13	42741708	42790006	2	ENTPD6,PYGB
CNVR_539	13	43322783	43433183	5	23326.6,04168.6,23297.6,23853.6,80904.1
CNVR_540	13	46435930	46522912	2	LARP4B,80007.1
CNVR_541	13	49944672	50150513	1	NA
CNVR_542	13	53461848	53510732	2	SIRPB1,12873.6
CNVR_543	13	53822879	54521999	39	SOX18,PRPF6,SAMD10,ZNF512B,UCKL1,bta-mir-1388,DNAJC5,TPD52L2,ABHD16B,ZBTB46,SLC2A4RG,09867.6,ZGPAT,ARFRP1,TNFRSF6B,RTEL1,STMN3,GMEB2,FNDC11,SRMS,PTK6,PPDPF,EEF1A2,76102.1,KCNQ2,45040.3,CHRNA4,COL20A1,ARFGAP1,79884.1,BIRC7,YTHDF1,bta-mir-124b,74277.1,62423.2,BHLHE23,SLC17A9,GID8,DIDO1
CNVR_544	13	54544791	54766702	12	TCFL5,COL9A3,OGFR,MRGBP,NTSR1,SLCO4A1,80176.1,84749.1,bta-mir-133a-1,81788.1,42169.2,76159.1
CNVR_545	13	57367650	57558958	15	TUBB1,69994.1,CTSZ,NELFCD,GNAS,23234.6,82528.1,80947.1,66693.1,69254.1,82087.1,86204.1,70184.1,85281.1,bta-mir-6123
CNVR_546	13	58932344	58979512	2	BMP7,bta-mir-2307
CNVR_547	13	59046924	59102429	1	NA
CNVR_548	13	61361508	61444179	6	MYLK2,FOXS1,12124.6,68287.1,DUSP15,TTLL9
CNVR_549	13	66020536	66085526	1	RBL1
CNVR_550	13	66830214	66869864	4	VSTM2L,73807.1,75122.1,TTI1
CNVR_551	13	72099160	72219113	5	SRSF6,69634.1,67640.1,SGK2,IFT52
CNVR_552	13	73230829	73287734	1	NA
CNVR_553	13	77510452	77554162	1	KCNB1
CNVR_554	13	79039074	79056428	1	85624.1
CNVR_555	13	79264901	79330804	1	NFATC2
CNVR_556	14	330256	1142313	65	ZNF7,COMMD5,ARHGAP39,bta-mir-2308,C14H8orf82,LRRC24,LRRC14,RECQL4,MFSD3,GPT,PPP1R16A,FOXH1,KIFC2,CYHR1,TONSL,VPS28,78554.1,SLC39A4,CPSF1,ADCK5,SLC52A2,FBXL6,TMEM249,SCRT1,DGAT1,HSF1,BOP1,SCX,MROH1,bta-mir-1839,61839.2,56792.2,HGH1,WDR97,68974.1,MAF1,SHARPIN,CYC1,GPAA1,EXOSC4,OPLAH,49643.3,SPATC1,GRINA,PARP10,PLEC,bta-mir-2309,EPPK1,NRBP2,PUF60,SCRIB,IQANK1,FAM83H,MAPK15,CCDC166,ZNF623,bta-mir-193a-2,67880.1,GFUS,PYCR3,TIGD5,EEF1D,NAPRT,MROH6,GSDMD
CNVR_557	14	2020777	2282659	2	75902.1,79340.1
CNVR_558	14	2776706	2826610	1	75109.1
CNVR_559	14	2966732	3015800	1	42244.3
CNVR_560	14	18391223	18812033	1	NA
CNVR_561	14	21980847	22030348	3	TCEA1,LYPLA1,MRPL15
CNVR_562	14	25111427	25127840	1	TOX
CNVR_563	14	25691348	25780871	1	NA
CNVR_564	14	28758622	28782311	1	NA
CNVR_565	14	32518018	32967563	1	C14H8orf34
CNVR_566	14	37997133	38016291	1	NA
CNVR_567	14	38915527	39640409	1	NA
CNVR_568	14	40368787	41298034	2	32422.3,56128.3
CNVR_569	14	48848971	48927474	1	TRPS1
CNVR_570	14	49039384	49070135	1	NA
CNVR_571	14	49344976	49618154	1	NA
CNVR_572	14	49855743	50217869	1	NA
CNVR_573	14	50591566	54441985	2	CSMD3,U5
CNVR_574	14	58056243	58089515	1	NA
CNVR_575	14	58583879	58967220	1	ZFPM2
CNVR_576	14	64205475	64235532	3	SPAG1,POLR2K,FBXO43
CNVR_577	14	74785667	75229968	1	NA
CNVR_578	14	75956030	76005515	1	CNGB3
CNVR_579	14	76800429	76937650	1	NA
CNVR_580	14	77851028	78235444	2	RALYL,85577.1
CNVR_581	14	78482589	78508738	1	NA
CNVR_582	14	78537297	79512729	1	65851.2
CNVR_583	14	79971404	80090753	1	NA
CNVR_584	14	80520573	80559335	1	NA
CNVR_585	14	81274613	81441475	2	DSCC1,DEPTOR
CNVR_586	14	82213343	82247268	1	NA
CNVR_587	15	221717	948060	11	OR5M9,OR5M5,85548.1,OR4C174,81743.1,OR4C1I,OR4A2H,OR4C146,OR4C175,OR4C171P,OR4C178
CNVR_588	15	2206128	3217541	1	GRIA4
CNVR_589	15	6287730	6431790	13	68000.1,68225.1,73750.1,75133.1,75849.1,76871.1,77094.1,80635.1,82044.1,83203.1,78278.1,BIRC2,BIRC3
CNVR_590	15	9385293	12984746	1	CNTN5
CNVR_591	15	20276441	20424163	1	RDX
CNVR_592	15	29345173	29458564	1	DDX6
CNVR_593	15	44643305	44671060	1	NA
CNVR_594	15	44878753	44939293	3	OR5P1C,OR5P90P,OR5P76B
CNVR_595	15	45854304	45902669	1	OR10A5G
CNVR_596	15	46190128	46354274	2	55625.3,70163.1
CNVR_597	15	47280462	47377734	3	OR52N2G,OR52N2,55100.3
CNVR_598	15	47438725	47588875	7	OR56B2C,25810.2,28824.6,OR52N4I,OR56B2MP,OR52N4H,OR52N4
CNVR_599	15	48371261	48467282	7	HBE2,75590.1,68756.1,HBG,52344.3,OR52Z1,OR52A1C
CNVR_600	15	49043365	49104529	2	04865.6,OR52S2
CNVR_601	15	49593727	49642755	3	OR51L15,OR51L22,OR52S20
CNVR_602	15	51514220	51644699	9	71165.1,76500.1,39859.5,15344.6,bta-mir-2317,71303.1,RNF121,IL18BP,NUMA1
CNVR_603	15	52066742	52119162	1	70899.1
CNVR_604	15	53177461	53218885	1	RAB6A
CNVR_605	15	55766312	55955167	3	THAP12,GVQW3,EMSY
CNVR_606	15	56836949	56947464	1	64967.2
CNVR_607	15	61839149	61855683	1	NA
CNVR_608	15	62313688	62551885	1	ELP4
CNVR_609	15	68244402	68313620	1	NA
CNVR_610	15	69016162	69064737	1	NA
CNVR_611	15	69398047	70655610	5	5S_rRNA,LRRC4C,79198.1,70154.1,76663.1
CNVR_612	15	70850652	70873712	1	NA
CNVR_613	15	71627906	71688173	1	NA
CNVR_614	15	73590486	73647677	3	67173.1,78793.1,78405.1
CNVR_615	15	78804694	79611716	30	79121.1,69773.1,73709.1,OR8H16P,OR5BE5,OR8I2,OR8H13,OR5T21,OR5T1C,OR8J2E,OR8J12,OR8K67,OR8K3B,OR8K64,OR8K5B,OR8K1,OR8J19,OR8J16,OR8J3F,OR5AL8,OR8K62,OR8K65P,OR8K66,OR5T2,77856.1,OR9G4,OR8K60,OR8K5,49507.4,OR8J17
CNVR_616	15	79721442	79806748	3	OR8U3,OR5M3,OR5M11
CNVR_617	15	82499664	82572418	3	OR5AN2,OR5AN1K,OR5AN1N
CNVR_618	15	84028735	84813274	9	OR4A47WP,22334.6,OR4C160,OR4C15CP,62761.2,OR4A2I,OR4A2C,24632.6,OR4C181
CNVR_619	16	426184	439344	1	NA
CNVR_620	16	2479378	2492793	1	NA
CNVR_621	16	2782380	2859818	2	NFASC,CNTN2
CNVR_622	16	5680582	6196805	9	25846.5,29340.6,31527.5,55302.3,82596.1,69766.1,69476.1,75810.1,67262.1
CNVR_623	16	6614897	6719503	1	KCNT2
CNVR_624	16	7499105	7869522	1	75707.1
CNVR_625	16	8647121	10168137	1	27906.6
CNVR_626	16	10254850	10354010	1	NA
CNVR_627	16	13872867	15634358	3	77473.1,70777.1,BRINP3
CNVR_628	16	16011331	16812729	1	5S_rRNA
CNVR_629	16	16970730	18067924	1	65440.2
CNVR_630	16	24076398	24156316	1	MARK1
CNVR_631	16	25107818	25118197	1	NA
CNVR_632	16	26388857	26461264	1	DISP1
CNVR_633	16	27526973	27568525	2	CNIH4,WDR26
CNVR_634	16	28154457	28321010	2	DNAH14,19241.6
CNVR_635	16	30213147	30505468	6	CDC42BPA,63362.2,83865.1,81466.1,AHCTF1,71286.1
CNVR_636	16	32754885	32852344	2	ADSS2,C16H1orf100
CNVR_637	16	33331779	33556407	1	AKT3
CNVR_638	16	49425121	49608429	4	MEGF6,bta-mir-551a,ARHGEF16,PRDM16
CNVR_639	16	50834467	51464253	42	TMEM52,GNB1,NADK,SLC35E2,CDK11B,52289.3,MMP23,MIB2,80134.1,FNDC10,SSU72,TMEM240,ATAD3A,VWA1,TMEM88B,ANKRD65,MRPL20,CCNL2,AURKAIP1,MXRA8,DVL1,TAS1R3,CPTP,INTS11,PUSL1,ACAP3,SCNN1D,UBE2J2,C1QTNF12,B3GALT6,SDF4,TNFRSF4,TNFRSF18,TTLL10,bta-mir-429,bta-mir-200a,42441.2,C16H1orf159,34027.5,RNF223,AGRN,ISG15
CNVR_640	16	56366468	56381192	1	TNN
CNVR_641	16	57251627	57343354	1	COP1
CNVR_642	16	59589341	59631972	1	bta-mir-2285x
CNVR_643	16	60554810	60784885	3	ABL2,SOAT1,AXDND1
CNVR_644	16	62207587	62241544	1	81641.1
CNVR_645	16	69471279	69553620	1	PROX1
CNVR_646	16	76153451	76228029	1	CRB1
CNVR_647	16	76575462	76632577	1	DENND1B
CNVR_648	16	77499096	77612188	3	79096.1,71647.1,PTPRC
CNVR_649	16	80424663	80561730	9	PTPN7,ARL8A,GPR37L1,79602.1,75208.1,ELF3,RNPEP,TIMM17A,LMOD1
CNVR_650	17	1117965	1860165	2	bta-mir-2285j-1,TLL1
CNVR_651	17	6794956	6825613	1	LRBA
CNVR_652	17	6963919	7013884	1	LRBA
CNVR_653	17	11566347	11716513	3	TTC29,59138.2,POU4F2
CNVR_654	17	20249562	21547898	2	PCDH18,32833.3
CNVR_655	17	21809621	24980431	2	48193.4,PABPC4L
CNVR_656	17	25320212	25730973	1	NA
CNVR_657	17	26099078	27068312	1	NA
CNVR_658	17	27176022	27207378	1	NA
CNVR_659	17	28254674	28302598	1	73039.1
CNVR_660	17	29524233	29678462	2	LARP1B,69497.1
CNVR_661	17	30703415	32010344	2	66974.1,85512.1
CNVR_662	17	34535747	34651540	1	SPATA5
CNVR_663	17	35827456	35913934	1	NA
CNVR_664	17	36066970	36173746	1	NA
CNVR_665	17	36611406	37589530	2	FSTL5,21371.4
CNVR_666	17	38593860	38661101	1	NA
CNVR_667	17	39684480	39757165	1	RAPGEF2
CNVR_668	17	41446019	41709619	1	NA
CNVR_669	17	52077181	52109735	2	DDX55,TMED2
CNVR_670	17	52529561	52696346	6	PITPNM2,ARL6IP4,OGFOD2,ABCB9,VPS37B,HIP1R
CNVR_671	17	52872065	53069851	5	KNTC1,RSRC2,ZCCHC8,62288.2,CLIP1
CNVR_672	17	57083149	57194642	3	PEBP1,WSB2,RFC5
CNVR_673	17	62132170	62192676	2	ERP29,TMEM116
CNVR_674	17	66213347	66246320	1	TPST2
CNVR_675	17	68015202	68055218	3	HSCB,CCDC117,XBP1
CNVR_676	17	70683155	70984463	25	65768.2,49105.4,73287.1,86626.1,72781.1,76913.1,32988.5,86268.1,74188.1,72739.1,85331.1,75502.1,69628.1,18855.6,74806.1,74220.1,30641.5,65147.2,87401.1,63327.2,75476.1,68461.1,68071.1,65780.2,ZNF280B
CNVR_677	17	71266660	71483760	14	SLC2A11,MIF,72792.1,79160.1,76954.1,GSTT4,GSTT1,GSTT2,DDT,CABIN1,bta-mir-2893,SUSD2,GGT5,GGT1
CNVR_678	17	71709378	71885069	5	BCR,72558.1,RAB36,RSPH14,GNAZ
CNVR_679	17	72089995	72242321	14	PPIL2,29376.4,bta-mir-130b,bta-mir-301b,SDF2L1,CCDC116,YDJC,UBE2L3,64964.2,76362.1,HIC2,31774.4,PI4KA,SERPIND1
CNVR_680	17	72387569	72433357	5	TUBA3D,MZT2B,SMPD4,43907.3,MED15
CNVR_681	17	72483071	73106809	38	KLHL22,SCARF2,ZNF74,DGCR2,TSSK1B,TSSK2,ESS2,GSC2,SLC25A1,HIRA,MRPL40,76062.1,UFD1,CDC45,CLDN5,SEPTIN5,GP1BB,TBX1,70812.1,GNB1L,TXNRD2,COMT,ARVCF,TANGO2,42148.2,77360.1,DGCR8,85617.1,52889.3,TRMT2A,78807.1,RANBP1,59146.2,ZDHHC8,CCDC188,77704.1,RTN4R,PRODH
CNVR_682	18	5512831	5529148	1	WWOX
CNVR_683	18	5549190	5640099	2	WWOX,bta-mir-2285al
CNVR_684	18	7691780	7759211	4	CMC2,CENPN,ATMIN,C18H16orf46
CNVR_685	18	11195391	11372442	1	CIBAR2
CNVR_686	18	11582091	11647751	1	GSE1
CNVR_687	18	12377354	12478047	3	FOXC2,FOXL1,75636.1
CNVR_688	18	13303377	13434174	3	SLC7A5,CA5A,BANP
CNVR_689	18	13706204	13812926	2	ZNF469,ZFPM1
CNVR_690	18	14389737	14677822	15	ANKRD11,SPG7,RPL13,59778.2,CPNE7,75803.1,DPEP1,CHMP1A,84623.1,CDK10,SPATA2L,VPS9D1,ZNF276,FANCA,SPIRE2
CNVR_691	18	15143758	15157858	1	C18H16orf87
CNVR_692	18	15578052	15614150	1	ITFG1
CNVR_693	18	15714407	15821257	1	ITFG1
CNVR_694	18	16771749	16803994	1	SIAH1
CNVR_695	18	25825910	25839675	1	CNGB1
CNVR_696	18	27440587	27560755	1	NA
CNVR_697	18	27726727	27759853	1	NA
CNVR_698	18	27873728	28216716	1	NA
CNVR_699	18	31931689	32028181	1	NA
CNVR_700	18	36646329	36724747	2	75703.1,80872.1
CNVR_701	18	47977151	47994061	1	SIPA1L3
CNVR_702	18	51750897	51854284	8	XRCC1,PINLYP,70722.1,IRGQ,ZNF576,ZNF428,SRRM5,CADM4
CNVR_703	18	53012600	53071278	4	PPP1R13L,POLR1G,ERCC1,83223.1
CNVR_704	18	54514926	54546398	1	NA
CNVR_705	18	55056442	55355731	19	TMEM143,SYNGR4,KDELR1,GRIN2D,GRWD1,KCNJ14,CYTH2,LMTK3,SULT2B1,FAM83E,SPACA4,RPL18,SPHK2,DBP,CA11,NTN5,SEC1,FUT2,MAMSTR
CNVR_706	18	56066463	56136613	6	IRF3,BCL2L12,PRMT1,81989.1,CPT1C,TSKS
CNVR_707	18	57057494	57106651	7	CTU1,06050.5,86451.1,82736.1,66632.1,67922.1,72097.1
CNVR_708	18	60876129	60892357	1	NA
CNVR_709	18	60943128	60951463	1	NA
CNVR_710	18	61155737	61266875	4	02953.6,12086.6,75926.1,MGC138914
CNVR_711	18	61872489	62133194	23	EPN1,U2AF2,CCDC106,ZNF581,ZNF580,ZNF784,ZNF524,FIZ1,ZNF579,SBK2,SSC5D,NAT14,ZNF628,C19orf85,79664.1,ISOC2,SHISA7,UBE2S,RPL28,TMEM190,64126.2,COX6B2,KMT5C
CNVR_712	18	62154633	62277401	12	TMEM150B,BRSK1,85837.1,HSPBP1,84904.1,PPP6R1,bta-mir-7865,TMEM86B,PTPRH,SYT5,TNNI3,TNNT1
CNVR_713	18	62793825	62826351	4	28085.6,54607.3,36984.5,68539.1
CNVR_714	18	63175100	63296868	11	RPS9,TSEN34,MBOAT7,TMC4,LENG1,CNOT3,PRPF31,TFPT,NDUFA3,OSCAR,TARM1
CNVR_715	18	64353779	64377482	1	ZIM3
CNVR_716	18	65603314	65814370	19	ZNF8,A1BG,RPS5,ZNF584,ZNF132,85734.1,55447.3,80649.1,61969.2,ZNF446,75403.1,SLC27A5,ZBTB45,TRIM28,CHMP2A,UBE2M,MZF1,66936.1,73859.1
CNVR_717	19	1972870	2013788	1	NA
CNVR_718	19	2100207	2485757	1	71457.1
CNVR_719	19	3499286	3596175	1	NA
CNVR_720	19	7539293	7633201	1	C19H17orf67
CNVR_721	19	7769154	7822584	3	COIL,64794.2,SCPEP1
CNVR_722	19	8442255	8551654	2	MSI2,bta-mir-378d
CNVR_723	19	8700583	8817259	4	CUEDC1,VEZF1,68745.1,SRSF1
CNVR_724	19	9613564	9753707	5	TEX14,MGC137055,RAD51C,64931.2,PPM1E
CNVR_725	19	10196976	10227474	1	SMG8
CNVR_726	19	11112419	11346615	3	MED13,INTS2,BRIP1
CNVR_727	19	12219365	12274618	1	BCAS3
CNVR_728	19	13518465	13564941	1	ACACA
CNVR_729	19	13678370	13749514	3	ACACA,C19H17orf78,TADA2A
CNVR_730	19	14229394	14309136	7	48100.4,66429.1,67637.1,73139.1,76674.1,35434.5,WFDC18
CNVR_731	19	14880730	14910992	1	NA
CNVR_732	19	17894199	17935227	1	RHOT1
CNVR_733	19	18012136	18118339	6	ADAP2,TEFM,78739.1,ATAD5,CRLF3,35330.2
CNVR_734	19	18592714	18694147	4	15699.6,EVI2A,EVI2B,OMG
CNVR_735	19	19683065	19727473	1	NLK
CNVR_736	19	21534263	21556972	1	GOSR1
CNVR_737	19	23517073	23564582	1	PAFAH1B1
CNVR_738	19	24814686	24870774	1	UBE2G1
CNVR_739	19	26936476	27421507	49	ACADVL,bta-mir-324,DVL2,PHF23,GABARAP,CTDNEP1,ELP5,CLDN7,SLC2A4,YBX2,EIF5A,GPS2,NEURL4,79119.1,64525.2,KCTD11,TMEM95,TNK1,PLSCR3,TMEM256,NLGN2,SPEM1,SPEM2,TMEM102,75255.1,CHRNB1,ZBTB4,SLC35G6,POLR2A,72830.1,TNFSF12,TNFSF13,SENP3,EIF4A1,SNORA48,62726.2,62289.2,SNORA67,CD68,MPDU1,SOX15,FXR2,SAT2,SHBG,ATP1B2,TP53,WRAP53,EFNB3,DNAH2
CNVR_740	19	31510882	31638013	1	NA
CNVR_741	19	32106657	32263044	2	COX10,HS3ST3B1
CNVR_742	19	34401871	34652351	11	LLGL1,ALKBH5,87424.1,DRG2,GID4,ATPAF2,DRC3,TOM1L2,SREBF1,bta-mir-33b,RAI1
CNVR_743	19	38412685	38489966	4	CBX1,NFE2L1,COPZ2,bta-mir-152
CNVR_744	19	41397913	41422493	3	78641.1,81282.1,02201.6
CNVR_745	19	44433254	44494104	3	CCDC43,DBF4B,ADAM11
CNVR_746	19	44848193	44870438	1	FMNL1
CNVR_747	19	46083610	46232626	3	KANSL1,64125.2,CDC27
CNVR_748	19	47402508	47720046	1	TANC2
CNVR_749	19	49003361	49210454	2	BPTF,NOL11
CNVR_750	19	50761431	51158110	38	CCDC57,FASN,DUS1L,GPS1,RFNG,66606.1,85766.1,DCXR,RAC3,LRRC45,CENPX,ASPSCR1,bta-mir-2346,70075.1,84384.1,NOTUM,MYADML2,PYCR1,MAFG,SIRT7,PCYT2,bta-mir-2347,NPB,ANAPC11,ALYREF,ARHGDIA,P4HB,PPP1R27,MCRIP1,GCGR,86337.1,77981.1,00538.5,MRPL12,HGS,ARL16,CCDC137,OXLD1
CNVR_751	19	51489174	51643975	6	TEPSIN,CEP131,AATK,bta-mir-338,BAIAP2,68091.1
CNVR_752	19	52105919	52254545	6	ENDOV,66294.2,30444.5,67476.1,82004.1,bta-mir-10164
CNVR_753	19	53607609	54071105	18	CYTH1,82474.1,DNAH17,PGS1,SOCS3,67447.1,11887.5,75426.1,80348.1,TMEM235,BIRC5,AFMID,TK1,SYNGR2,TMC8,TMC6,bta-mir-2348,TNRC6C
CNVR_754	19	54437215	54571657	1	SEPTIN9
CNVR_755	19	54968541	55578623	30	MGAT5B,MFSD11,SRSF2,METTL23,JMJD6,82269.1,74390.1,78587.1,72964.1,82295.1,81772.1,ST6GALNAC1,ST6GALNAC2,86388.1,60406.2,59453.2,59698.2,CYGB,RHBDF2,34708.4,AANAT,UBE2O,SPHK1,PRPSAP1,QRICH2,UBALD2,RNF157,FOXJ1,EXOC7,ZACN
CNVR_756	19	55889067	55911397	1	SAP30BP
CNVR_757	19	56014846	56042014	3	LLGL2,TSEN54,CASKIN2
CNVR_758	19	56293270	56677337	22	SUMO2,JPT1,NT5C,ARMC7,SLC16A5,37969.3,KCTD2,ATP5PD,MRPL58,CDR2L,HID1,OTOP3,OTOP2,USH1G,22920.5,FADS6,FDXR,GRIN2C,TMEM104,NAT9,SLC9A3R1,RAB37
CNVR_759	19	61701944	61794220	3	PRKAR1A,WIPI1,ARSG
CNVR_760	19	61920965	62038956	5	GNA13,73167.1,RGS9,77522.1,84900.1
CNVR_761	19	62611634	62643241	1	APOH
CNVR_762	20	1197732	1307811	1	NA
CNVR_763	20	1827719	1873819	1	DOCK2
CNVR_764	20	2818977	2990892	1	RANBP17
CNVR_765	20	4428374	4487971	1	NEURL1B
CNVR_766	20	6468913	6586964	1	NA
CNVR_767	20	10391115	10500984	4	CCDC125,CDK7,MRPS36,CENPH
CNVR_768	20	10783387	10800005	1	NA
CNVR_769	20	12111883	12136194	1	NA
CNVR_770	20	13653178	13677770	1	NA
