CNVR_ID	Chr	Start	End	Frequent	0	1	3	4	Type	Length	version	Start_ARS_Map	End_ARS_Map	Check_overlap	Overlap_length
CNVR_54	5	119308044	119348174	11	11				Loss	40131	Version_UMD	118198064	118239809	Overlap	15725
CNVR_55	5	119729902	119761233	1	1				Loss	31332	Version_UMD	118620070	118650373	Overlap	19595
CNVR_56	5	119910992	119969515	1				1	Gain	58524	Version_UMD	119706117		Non-Overlap	
CNVR_57	5	120295070	120340833	1	1				Loss	45764	Version_UMD	118663056	118709855	Overlap	46800
CNVR_58	6	1054786	1093395	1	1				Loss	38610	Version_UMD	1078984	1117703	Non-Overlap	
CNVR_59	6	8617907	11875487	2			2		Gain	3257581	Version_UMD	7438139	10711554	Overlap	2676434
CNVR_6	1	38472886	40379850	1				1	Gain	1906965	Version_UMD	38870499	40748287	Overlap	1877789
CNVR_60	6	12296402	12391211	2		2			Loss	94810	Version_UMD	11131845	11226708	Overlap	94864
CNVR_61	6	32408331	34959851	1			1		Gain	2551521	Version_UMD	30987252	33522644	Overlap	2535393
CNVR_62	6	35648890	35710334	1	1				Loss	61445	Version_UMD		34273219	Non-Overlap	
CNVR_63	6	37885679	37894102	3	3				Loss	8424	Version_UMD	36458311		Non-Overlap	
CNVR_64	6	37962382	37976610	1		1			Loss	14229	Version_UMD	36535012	36549240	Overlap	14229
CNVR_65	6	39259257	39300440	1			1		Gain	41184	Version_UMD	37819224	37860407	Overlap	41184
CNVR_66	6	39482266	39486775	1	1				Loss	4510	Version_UMD	38042337	38046850	Non-Overlap	
CNVR_67	6	48578627	51492985	1			1		Gain	2914359	Version_UMD	47016991	49915071	Overlap	2742742
CNVR_68	6	53581208	53787963	1		1			Loss	206756	Version_UMD	51987876	52193551	Overlap	205676
CNVR_69	6	63402550	67423466	1			1		Gain	4020917	Version_UMD	61752222	65774333	Overlap	337078
CNVR_69	6	63402550	67423466	1			1		Gain	4020917	Version_UMD	61752222	65774333	Overlap	1382228
CNVR_7	1	47078177	50057426	1			1		Gain	2979250	Version_UMD	46710991	49634079	Overlap	78764
CNVR_7	1	47078177	50057426	1			1		Gain	2979250	Version_UMD	46710991	49634079	Overlap	1817504
CNVR_70	6	85954909	86207116	53	53				Loss	252208	Version_UMD	84216982	84480999	Overlap	151535
CNVR_71	6	91636147	91660390	1			1		Gain	24244	Version_UMD	89886763	89911008	Overlap	24246
CNVR_72	6	96654485	97475077	1			1		Gain	820593	Version_UMD	94886288	95707067	Overlap	305386
CNVR_73	6	104320493	104423445	1			1		Gain	102953	Version_UMD	102542717	102646839	Overlap	104123
CNVR_74	7	169828	233662	25	23	2			Loss	63835	Version_UMD	310937	374952	Overlap	64016
CNVR_75	7	9434503	11402583	42	3		38	1	Mixed	1968081	Version_UMD	8413766	10557044	Overlap	1712065
CNVR_76	7	15612804	15734286	1	1				Loss	121483	Version_UMD	14500032	14508728	Non-Overlap	
CNVR_77	7	22890277	23166779	1		1			Loss	276503	Version_UMD	21593442	21869803	Overlap	58574
CNVR_78	7	23868219	24693994	1		1			Loss	825776	Version_UMD	22527204	23489956	Overlap	18399
CNVR_79	7	28542358	28657444	1	1				Loss	115087	Version_UMD	27252564	27359209	Overlap	34723
CNVR_8	1	55259756	55396138	1		1			Loss	136383	Version_UMD	54843886	54978255	Overlap	134370
CNVR_80	7	29560140	29642778	1	1				Loss	82639	Version_UMD	28248391	28329677	Overlap	52273
CNVR_81	7	33119399	35366992	6			6		Gain	2247594	Version_UMD	31785110	34029486	Overlap	23249
CNVR_81	7	33119399	35366992	6			6		Gain	2247594	Version_UMD	31785110	34029486	Overlap	253637
CNVR_81	7	33119399	35366992	6			6		Gain	2247594	Version_UMD	31785110	34029486	Overlap	227278
CNVR_82	7	41466011	41525995	1				1	Gain	59985	Version_UMD	40199671		Non-Overlap	
CNVR_83	7	66064958	66112882	2	2				Loss	47925	Version_UMD	64069169	64117097	Non-Overlap	
CNVR_84	7	70621019	70822690	2			2		Gain	201672	Version_UMD	68637147	68783389	Overlap	146243
CNVR_85	7	77854696	82546140	2	1		1		Mixed	4691445	Version_UMD	75721458	80257800	Overlap	1955586
CNVR_86	7	86053351	88572978	10	8		1	1	Mixed	2519628	Version_UMD	83742074	86213365	Overlap	282745
CNVR_86	7	86053351	88572978	10	8		1	1	Mixed	2519628	Version_UMD	83742074	86213365	Overlap	1433298
CNVR_87	7	93224876	93254737	1		1			Loss	29862	Version_UMD	90825887	90855265	Overlap	12104
CNVR_88	7	93522200	95027313	1			1		Gain	1505114	Version_UMD	91120492	92627202	Overlap	1141002
CNVR_88	7	93522200	95027313	1			1		Gain	1505114	Version_UMD	91120492	92627202	Overlap	77518
CNVR_89	7	105279874	109027529	3	2		1		Mixed	3747656	Version_UMD	102857357	106478723	Overlap	2863333
CNVR_9	1	62918442	63025706	1	1				Loss	107265	Version_UMD	62314508	62421587	Non-Overlap	
CNVR_90	7	112516157	112610067	2			2		Gain	93911	Version_UMD	109921086	110014945	Overlap	93860
CNVR_91	8	1873738	4988343	2			2		Gain	3114606	Version_UMD	2008965	5147600	Overlap	244425
CNVR_91	8	1873738	4988343	2			2		Gain	3114606	Version_UMD	2008965	5147600	Overlap	313718
CNVR_91	8	1873738	4988343	2			2		Gain	3114606	Version_UMD	2008965	5147600	Overlap	452481
CNVR_92	8	17466905	21695762	1			1		Gain	4228858	Version_UMD	17475905	21664588	Overlap	1254292
CNVR_92	8	17466905	21695762	1			1		Gain	4228858	Version_UMD	17475905	21664588	Overlap	410956
CNVR_93	8	43628838	43816192	1	1				Loss	187355	Version_UMD	43348930	43541859	Non-Overlap	
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	244425
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	313718
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	452481
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	1417712
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	1254292
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	410956
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	73374
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	1321437
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	769619
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	1087463
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	33720
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	57280
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	156402
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	208978
CNVR_94	8	70894442	71263375	1	1				Loss	368934	Version_UMD	161264	70399068	Overlap	603034
CNVR_95	8	83190665	83273697	46	46				Loss	83033	Version_UMD	81797959	81852961	Non-Overlap	
CNVR_96	8	93276825	95307289	2			1	1	Gain	2030465	Version_UMD	91640710	93651820	Overlap	1540590
CNVR_97	8	95829528	96156374	5	5				Loss	326847	Version_UMD	94169835	94496686	Overlap	178438
CNVR_97	8	95829528	96156374	5	5				Loss	326847	Version_UMD	94169835	94496686	Overlap	97986
CNVR_98	9	2738997	2934964	5	5				Loss	195968	Version_UMD	2664478	2860264	Overlap	195787
CNVR_99	9	4906838	4966893	1	1				Loss	60056	Version_UMD			Non-Overlap	
