name2_1	Frequency_1	ID_1	Chr_1	CNVR_Start_1	CNVR_End_1	Frequency_2	ID_2	Chr_2	CNVR_Start_2	CNVR_End_2	Frequency_3	ID_3	Chr_3	CNVR_Start_3	CNVR_End_3	Frequency_4	ID_4	Chr_4	CNVR_Start_4	CNVR_End_4	Common_check
ENTR1	1	CNVR_124	11	103363410	106804258	4	CNVR_483	11	103562010	104313142	1	CNVR_124	11	103363410	106804258	5	CNVR_435	11	103615735	104217085	Common_low
ENY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	CNVR_523	14	53003780	56606239	Common_low
EPHA2	0	0	0	0	0	1	CNVR_113	2	135880908	136019931	0	0	0	0	0	0	0	0	0	0	Common_low
EPHA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_364	9	55203601	57238257	Common_low
EPHB2	0	0	0	0	0	1	CNVR_111	2	129781417	129915969	0	0	0	0	0	0	0	0	0	0	Common_low
EPHX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	CNVR_576	16	28812833	28949332	Common_low
EPN1	0	0	0	0	0	1	CNVR_711	18	61872489	62133194	0	0	0	0	0	0	0	0	0	0	Common_low
EPO	0	0	0	0	0	1	CNVR_895	25	35847022	36188699	0	0	0	0	0	0	0	0	0	0	Common_low
EPOR	0	0	0	0	0	2	CNVR_319	7	15729850	15854651	0	0	0	0	0	0	0	0	0	0	Common_low
EPS15	0	0	0	0	0	2	CNVR_146	3	94818813	95038877	0	0	0	0	0	0	0	0	0	0	Common_low
EPS8L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_637	18	62320983	62581767	Common_low
ERBIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_683	20	13605292	13627670	Common_low
ERCC1	0	0	0	0	0	1	CNVR_703	18	53012600	53071278	0	0	0	0	0	0	0	0	0	0	Common_low
ERCC6L2	0	0	0	0	0	2	CNVR_375	8	82609588	82677709	0	0	0	0	0	0	0	0	0	0	Common_low
ERO1A	0	0	0	0	0	3	CNVR_425	10	11354552	11544918	0	0	0	0	0	0	0	0	0	0	Common_low
ERP29	0	0	0	0	0	1	CNVR_673	17	62132170	62192676	0	0	0	0	0	0	0	0	0	0	Common_low
ESS2	0	0	0	0	0	2	CNVR_681	17	72483071	73106809	0	0	0	0	0	0	0	0	0	0	Common_low
ETV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_211	5	98095718	98144559	Common_low
EVI2A	0	0	0	0	0	1	CNVR_734	19	18592714	18694147	0	0	0	0	0	0	0	0	0	0	Common_low
EVI2B	0	0	0	0	0	1	CNVR_734	19	18592714	18694147	0	0	0	0	0	0	0	0	0	0	Common_low
EVPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_673	19	55590126	56208592	Common_low
EXOC4	0	0	0	0	0	1	CNVR_201	4	96998183	97277561	0	0	0	0	0	0	0	0	0	0	Common_low
EXOC7	0	0	0	0	0	2	CNVR_755	19	54968541	55578623	0	0	0	0	0	0	0	0	0	0	Common_low
EXOSC4	0	0	0	0	0	4	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_822	27	16206354	16351777	Common_low
FADS6	0	0	0	0	0	2	CNVR_758	19	56293270	56677337	0	0	0	0	0	0	0	0	0	0	Common_low
FAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_121	3	95427776	95625202	Common_low
FAHD1	1	CNVR_217	25	853665	1771425	3	CNVR_883	25	854830	1789361	1	CNVR_217	25	853665	1771425	3	CNVR_785	25	853665	1791331	Common_low
FAM102A	0	0	0	0	0	2	CNVR_478	11	98581543	98732077	0	0	0	0	0	2	CNVR_430	11	98605015	98743962	Common_low
FAM13A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	CNVR_239	6	35310546	35956398	Common_low
FAM149A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_822	27	16206354	16351777	Common_low
FAM149B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_847	28	29250952	29283888	Common_low
FAM160A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_547	15	46651173	46975690	Common_low
FAM163B	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	Common_low
FAM169A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_681	20	6658421	6736039	Common_low
FAM173A	0	0	0	0	0	2	CNVR_882	25	481855	630136	0	0	0	0	0	2	CNVR_784	25	481605	629048	Common_low
FAM210B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_500	13	59582211	59638244	Common_low
FAM221A	5	CNVR_40	4	72358306	72561411	7	CNVR_188	4	71900384	72082867	5	CNVR_40	4	72358306	72561411	0	0	0	0	0	Common_low
FAM243A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_1	1	835371	1363932	Common_low
FAM78A	0	0	0	0	0	3	CNVR_480	11	101427888	101475871	0	0	0	0	0	3	CNVR_432	11	101452171	101500387	Common_low
FAM81B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_307	7	93522200	94730969	Common_low
FAM92B	0	0	0	0	0	1	CNVR_685	18	11195391	11372442	0	0	0	0	0	1	CNVR_615	18	11200241	11685716	Common_low
FANCA	0	0	0	0	0	3	CNVR_690	18	14389737	14677822	0	0	0	0	0	1	CNVR_620	18	14443875	14675288	Common_low
FANCC	46	CNVR_95	8	83190665	83273697	1	CNVR_374	8	81613969	81655976	46	CNVR_95	8	83190665	83273697	0	0	0	0	0	High_and_Low
FANCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_420	11	40875595	40926195	Common_low
FAP	0	0	0	0	0	1	CNVR_79	2	34207757	34251649	0	0	0	0	0	0	0	0	0	0	Common_low
FARP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	CNVR_469	12	75255512	76140566	High_and_Low
FARS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_766	23	49369698	49377644	Common_low
FARSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_274	7	12331895	12705722	Common_low
FASN	0	0	0	0	0	3	CNVR_750	19	50761431	51158110	0	0	0	0	0	0	0	0	0	0	Common_low
FAT1	1	CNVR_231	27	15447004	18226356	0	0	0	0	0	1	CNVR_231	27	15447004	18226356	0	0	0	0	0	Common_low
FBF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_673	19	55590126	56208592	Common_low
FBXL16	0	0	0	0	0	2	CNVR_882	25	481855	630136	0	0	0	0	0	2	CNVR_784	25	481605	629048	Common_low
FBXW4	0	0	0	0	0	1	CNVR_909	26	22144981	22386818	0	0	0	0	0	0	0	0	0	0	Common_low
FBXW5	3	CNVR_124	11	103363410	106804258	7	CNVR_486	11	105779716	106470561	3	CNVR_124	11	103363410	106804258	3	CNVR_438	11	105645935	106492915	Common_low
FCAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_637	18	62320983	62581767	Common_low
FDX2	0	0	0	0	0	2	CNVR_317	7	14727440	14921401	0	0	0	0	0	1	CNVR_276	7	14822852	14859746	Common_low
FDXR	0	0	0	0	0	2	CNVR_758	19	56293270	56677337	0	0	0	0	0	0	0	0	0	0	Common_low
FER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	CNVR_312	7	106364930	108575314	Common_low
FES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_712	21	21744615	21859000	Common_low
FGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_298	7	53578523	53713177	Common_low
FGF11	1	CNVR_180	19	27576066	28031919	5	CNVR_739	19	26936476	27421507	1	CNVR_180	19	27576066	28031919	0	0	0	0	0	Common_low
FGF14	7	CNVR_134	12	82137254	82229884	21	CNVR_518	12	78163435	78251127	7	CNVR_134	12	82137254	82229884	0	0	0	0	0	High_and_Low
FGF20	1	CNVR_232	27	19272412	22448445	0	0	0	0	0	1	CNVR_232	27	19272412	22448445	0	0	0	0	0	Common_low
FGF4	1	CNVR_246	29	47572920	47668622	0	0	0	0	0	1	CNVR_246	29	47572920	47668622	0	0	0	0	0	Common_low
FGF5	1	CNVR_72	6	96654485	97475077	0	0	0	0	0	1	CNVR_72	6	96654485	97475077	0	0	0	0	0	Common_low
FGFR3	0	0	0	0	0	3	CNVR_302	6	116765519	116935159	0	0	0	0	0	0	0	0	0	0	Common_low
FGFRL1	0	0	0	0	0	1	CNVR_304	6	117334310	117390034	0	0	0	0	0	0	0	0	0	0	Common_low
FHOD3	0	0	0	0	0	1	CNVR_871	24	20757957	20803435	0	0	0	0	0	0	0	0	0	0	Common_low
FIBIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_555	15	57620485	57733709	Common_low
FIZ1	0	0	0	0	0	2	CNVR_711	18	61872489	62133194	0	0	0	0	0	0	0	0	0	0	Common_low
FKBP14	26	CNVR_39	4	66482908	67007235	30	CNVR_185	4	66099208	66429603	26	CNVR_39	4	66482908	67007235	0	0	0	0	0	High_and_Low
FKBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_795	25	33744435	33803849	Common_low
FNDC11	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	0	0	0	0	0	0	0	0	0	0	Common_low
FOXC2	0	0	0	0	0	1	CNVR_687	18	12377354	12478047	0	0	0	0	0	0	0	0	0	0	Common_low
FOXH1	0	0	0	0	0	6	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
FOXJ1	0	0	0	0	0	2	CNVR_755	19	54968541	55578623	0	0	0	0	0	0	0	0	0	0	Common_low
FOXS1	0	0	0	0	0	1	CNVR_548	13	61361508	61444179	0	0	0	0	0	0	0	0	0	0	Common_low
FPGT	1	CNVR_29	3	69596912	74348506	0	0	0	0	0	1	CNVR_29	3	69596912	74348506	0	0	0	0	0	Common_low
FSCN1	0	0	0	0	0	2	CNVR_896	25	38728867	38925016	0	0	0	0	0	0	0	0	0	0	Common_low
FSD1	0	0	0	0	0	2	CNVR_321	7	19718988	20025300	0	0	0	0	0	0	0	0	0	0	Common_low
FST	0	0	0	0	0	2	CNVR_773	20	25456504	25590025	0	0	0	0	0	2	CNVR_686	20	25463818	25597446	Common_low
FSTL5	0	0	0	0	0	6	CNVR_665	17	36611406	37589530	0	0	0	0	0	2	CNVR_601	17	36850779	36997737	Common_low
FTL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_630	18	55442888	55807264	Common_low
FTMT	2	CNVR_81	7	33119399	35366992	0	0	0	0	0	2	CNVR_81	7	33119399	35366992	0	0	0	0	0	Common_low
FTSJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_665	19	48050643	48368103	Common_low
FUCA1	0	0	0	0	0	2	CNVR_110	2	129061339	129121125	0	0	0	0	0	0	0	0	0	0	Common_low
FURIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_712	21	21744615	21859000	Common_low
FUT2	0	0	0	0	0	1	CNVR_705	18	55056442	55355731	0	0	0	0	0	0	0	0	0	0	Common_low
FUT7	1	CNVR_124	11	103363410	106804258	3	CNVR_486	11	105779716	106470561	1	CNVR_124	11	103363410	106804258	3	CNVR_438	11	105645935	106492915	Common_low
FXR2	1	CNVR_180	19	27576066	28031919	5	CNVR_739	19	26936476	27421507	1	CNVR_180	19	27576066	28031919	0	0	0	0	0	Common_low
FYB1	0	0	0	0	0	3	CNVR_779	20	35259879	35378617	0	0	0	0	0	2	CNVR_691	20	35275541	35394285	Common_low
FYTTD1	0	0	0	0	0	2	CNVR_40	1	70145874	70404106	0	0	0	0	0	0	0	0	0	0	Common_low
FZR1	0	0	0	0	0	1	CNVR_322	7	20348289	20778184	0	0	0	0	0	0	0	0	0	0	Common_low
G3BP2	0	0	0	0	0	1	CNVR_293	6	90459046	90505918	0	0	0	0	0	0	0	0	0	0	Common_low
G6PC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_663	19	43829988	43957658	Common_low
GABARAP	2	CNVR_180	19	27576066	28031919	3	CNVR_739	19	26936476	27421507	2	CNVR_180	19	27576066	28031919	0	0	0	0	0	Common_low
GABRA2	1	CNVR_69	6	63402550	67423466	2	CNVR_286	6	63920386	65302613	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	Common_low
GABRA4	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	Common_low
GABRB1	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	1	CNVR_69	6	63402550	67423466	7	CNVR_250	6	65626399	66950498	Common_low
GABRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_580	16	50670749	50877651	Common_low
GABRG1	1	CNVR_69	6	63402550	67423466	13	CNVR_286	6	63920386	65302613	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	Common_low
GABRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_678	20	2695880	2886118	Common_low
GAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_52	2	25438405	25638543	Common_low
GADD45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_282	7	21022281	21249976	Common_low
GADD45GIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_274	7	12331895	12705722	Common_low
GAK	0	0	0	0	0	1	CNVR_305	6	117442170	117586582	0	0	0	0	0	0	0	0	0	0	Common_low
GAL	0	0	0	0	0	5	CNVR_973	29	46047863	46178866	0	0	0	0	0	0	0	0	0	0	Common_low
GALC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_406	10	99217692	99797336	Common_low
GALE	0	0	0	0	0	1	CNVR_110	2	129061339	129121125	0	0	0	0	0	0	0	0	0	0	Common_low
GALK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_673	19	55590126	56208592	Common_low
GALNT13	0	0	0	0	0	9	CNVR_86	2	41646651	42342093	0	0	0	0	0	6	CNVR_62	2	40725572	42454257	Common_low
GALNT2	0	0	0	0	0	1	CNVR_933	28	2101546	2141009	0	0	0	0	0	0	0	0	0	0	Common_low
GALNTL6	2	CNVR_91	8	1873738	4988343	1	CNVR_360	8	4082412	4534892	2	CNVR_91	8	1873738	4988343	2	CNVR_316	8	3959228	4570144	Common_low
GAMT	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	0	0	0	0	0	0	0	0	0	0	Common_low
GART	0	0	0	0	0	5	CNVR_2	1	1984725	2024917	0	0	0	0	0	0	0	0	0	0	Common_low
GAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_862	29	21852752	22047517	Common_low
GAS2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_650	19	14543123	14622872	Common_low
GATA2	0	0	0	0	0	4	CNVR_838	22	59243645	59473474	0	0	0	0	0	0	0	0	0	0	Common_low
GATA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_497	13	54426258	54994600	Common_low
GATD1	0	0	0	0	0	1	CNVR_978	29	50494950	50640393	0	0	0	0	0	0	0	0	0	0	Common_low
GBE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_14	1	29267627	29315230	Common_low
GBP4	24	CNVR_27	3	54555541	55074485	31	CNVR_130	3	54211974	54781990	24	CNVR_27	3	54555541	55074485	1	CNVR_106	3	54369910	54956792	High_and_Low
GCDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_274	7	12331895	12705722	Common_low
GCGR	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	0	0	0	0	0	0	0	0	0	0	Common_low
GCSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_614	18	7725422	7792744	Common_low
GDPD1	0	0	0	0	0	1	CNVR_725	19	10196976	10227474	0	0	0	0	0	0	0	0	0	0	Common_low
GDPD5	1	CNVR_153	15	55459883	55502718	0	0	0	0	0	1	CNVR_153	15	55459883	55502718	0	0	0	0	0	Common_low
GET4	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	0	0	0	0	0	1	CNVR_801	25	41129839	41935313	Common_low
GFER	1	CNVR_217	25	853665	1771425	4	CNVR_883	25	854830	1789361	1	CNVR_217	25	853665	1771425	3	CNVR_785	25	853665	1791331	Common_low
GGPS1	1	CNVR_236	28	8022387	8200649	0	0	0	0	0	1	CNVR_236	28	8022387	8200649	0	0	0	0	0	Common_low
GGT1	0	0	0	0	0	1	CNVR_677	17	71266660	71483760	0	0	0	0	0	0	0	0	0	0	Common_low
GGT5	0	0	0	0	0	1	CNVR_677	17	71266660	71483760	0	0	0	0	0	0	0	0	0	0	Common_low
GH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_665	19	48050643	48368103	Common_low
GHR	0	0	0	0	0	1	CNVR_777	20	31870046	31890580	0	0	0	0	0	0	0	0	0	0	Common_low
GID4	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	0	0	0	0	0	0	0	0	0	0	Common_low
GID8	0	0	0	0	0	3	CNVR_543	13	53822879	54521999	0	0	0	0	0	5	CNVR_497	13	54426258	54994600	Common_low
GIGYF1	0	0	0	0	0	1	CNVR_895	25	35847022	36188699	0	0	0	0	0	0	0	0	0	0	Common_low
GIMAP4	1	CNVR_44	4	113657341	113889320	0	0	0	0	0	1	CNVR_44	4	113657341	113889320	0	0	0	0	0	Common_low
GIMAP7	0	0	0	0	0	7	CNVR_206	4	112837075	112994064	0	0	0	0	0	0	0	0	0	0	Common_low
GINS1	1	CNVR_141	13	53915515	54076116	0	0	0	0	0	1	CNVR_141	13	53915515	54076116	0	0	0	0	0	Common_low
GIPC1	0	0	0	0	0	1	CNVR_313	7	11234442	11485170	0	0	0	0	0	18	CNVR_273	7	9771150	11340236	Common_low
GIPC3	0	0	0	0	0	1	CNVR_322	7	20348289	20778184	0	0	0	0	0	0	0	0	0	0	Common_low
GJC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	CNVR_797	25	36407220	36725047	Common_low
GLB1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_80	2	106984473	107192324	Common_low
GLE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_431	11	98957658	99660620	Common_low
GLT6D1	0	0	0	0	0	1	CNVR_482	11	103152822	103304846	0	0	0	0	0	1	CNVR_434	11	103198106	103352220	Common_low
GLT8D1	0	0	0	0	0	10	CNVR_833	22	47893939	48290928	0	0	0	0	0	0	0	0	0	0	Common_low
GLYCTK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_746	22	48449810	48866871	Common_low
GMEB2	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	0	0	0	0	0	0	0	0	0	0	Common_low
GML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_508	14	1514056	2342883	Common_low
GNA11	0	0	0	0	0	1	CNVR_322	7	20348289	20778184	0	0	0	0	0	0	0	0	0	0	Common_low
GNA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_800	25	40387302	40565044	Common_low
GNA15	0	0	0	0	0	1	CNVR_322	7	20348289	20778184	0	0	0	0	0	0	0	0	0	0	Common_low
GNAS	0	0	0	0	0	2	CNVR_545	13	57367650	57558958	0	0	0	0	0	0	0	0	0	0	Common_low
GNB1	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	1	CNVR_580	16	50670749	50877651	Common_low
GNB1L	2	CNVR_172	17	74723634	74925889	3	CNVR_681	17	72483071	73106809	2	CNVR_172	17	74723634	74925889	0	0	0	0	0	Common_low
GNB2	0	0	0	0	0	5	CNVR_895	25	35847022	36188699	0	0	0	0	0	0	0	0	0	0	Common_low
GNG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_133	4	10876079	11322413	Common_low
GNG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_282	7	21022281	21249976	Common_low
GNGT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	CNVR_133	4	10876079	11322413	Common_low
GNMT	0	0	0	0	0	4	CNVR_844	23	16521600	16640000	0	0	0	0	0	4	CNVR_755	23	16536674	16649675	Common_low
GNPDA2	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	Common_low
GNPNAT1	0	0	0	0	0	1	CNVR_425	10	11354552	11544918	0	0	0	0	0	3	CNVR_381	10	11353904	11484520	Common_low
GNPTG	1	CNVR_217	25	853665	1771425	4	CNVR_883	25	854830	1789361	1	CNVR_217	25	853665	1771425	4	CNVR_785	25	853665	1791331	Common_low
GNRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_252	6	78862493	84265468	Common_low
GOLGA4	0	0	0	0	0	1	CNVR_824	22	10839139	10883516	0	0	0	0	0	1	CNVR_739	22	10876925	10921301	Common_low
GORASP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_52	2	25438405	25638543	Common_low
GOSR1	0	0	0	0	0	1	CNVR_736	19	21534263	21556972	0	0	0	0	0	0	0	0	0	0	Common_low
GPAA1	0	0	0	0	0	4	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
GPANK1	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	Common_low
GPBP1L1	0	0	0	0	0	3	CNVR_147	3	100277178	100601230	0	0	0	0	0	0	0	0	0	0	Common_low
GPHA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_869	29	43108445	43189370	Common_low
GPR146	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	0	0	0	0	0	1	CNVR_801	25	41129839	41935313	Common_low
GPR158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_481	13	25949166	26092531	Common_low
GPR161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_90	3	413387	471545	Common_low
GPR18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	CNVR_469	12	75255512	76140566	Common_low
GPR22	0	0	0	0	0	2	CNVR_177	4	48447077	48515994	0	0	0	0	0	0	0	0	0	0	Common_low
GPR37L1	0	0	0	0	0	1	CNVR_649	16	80424663	80561730	0	0	0	0	0	0	0	0	0	0	Common_low
GPR62	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	0	0	0	0	0	0	0	0	0	0	Common_low
GPR65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_406	10	99217692	99797336	Common_low
GPRC5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_674	19	56930023	57182413	Common_low
GPS1	0	0	0	0	0	4	CNVR_750	19	50761431	51158110	0	0	0	0	0	0	0	0	0	0	Common_low
GPS2	1	CNVR_180	19	27576066	28031919	5	CNVR_739	19	26936476	27421507	1	CNVR_180	19	27576066	28031919	0	0	0	0	0	Common_low
GPSM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_98	3	34421834	34501432	Common_low
GPT	0	0	0	0	0	2	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
GPX4	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	0	0	0	0	0	0	0	0	0	0	Common_low
GRAMD2B	1	CNVR_79	7	28542358	28657444	0	0	0	0	0	1	CNVR_79	7	28542358	28657444	0	0	0	0	0	Common_low
GRAMD4	0	0	0	0	0	1	CNVR_254	5	116879431	116908657	0	0	0	0	0	0	0	0	0	0	Common_low
GRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	CNVR_673	19	55590126	56208592	Common_low
GRIA4	1	CNVR_148	15	2130402	4293948	13	CNVR_588	15	2206128	3217541	1	CNVR_148	15	2130402	4293948	1	CNVR_538	15	2432001	3441993	Common_low
GRIFIN	0	0	0	0	0	4	CNVR_898	25	40644879	41380662	0	0	0	0	0	0	0	0	0	0	Common_low
GRIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	CNVR_3	1	6154638	6236417	Common_low
GRIK2	0	0	0	0	0	6	CNVR_396	9	45904339	47944789	0	0	0	0	0	7	CNVR_358	9	46500839	48531748	Common_low
GRIN2C	0	0	0	0	0	2	CNVR_758	19	56293270	56677337	0	0	0	0	0	0	0	0	0	0	Common_low
GRINA	0	0	0	0	0	4	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
GRK2	0	0	0	0	0	3	CNVR_972	29	45085715	45486731	0	0	0	0	0	0	0	0	0	0	Common_low
GRM2	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	0	0	0	0	0	0	0	0	0	0	Common_low
GRM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	CNVR_170	4	91173593	91263201	Common_low
GRWD1	0	0	0	0	0	1	CNVR_705	18	55056442	55355731	0	0	0	0	0	0	0	0	0	0	Common_low
GSDMD	0	0	0	0	0	1	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
GSTP1	0	0	0	0	0	2	CNVR_972	29	45085715	45486731	0	0	0	0	0	0	0	0	0	0	Common_low
GSTT1	0	0	0	0	0	3	CNVR_677	17	71266660	71483760	0	0	0	0	0	0	0	0	0	0	Common_low
GSTT2	0	0	0	0	0	3	CNVR_677	17	71266660	71483760	0	0	0	0	0	0	0	0	0	0	Common_low
GSTT4	0	0	0	0	0	3	CNVR_677	17	71266660	71483760	0	0	0	0	0	0	0	0	0	0	Common_low
GSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_450	12	32089643	32251435	Common_low
GTF3C4	0	0	0	0	0	1	CNVR_481	11	102703502	102752125	0	0	0	0	0	3	CNVR_433	11	102741737	102934734	Common_low
GUCY2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	CNVR_657	19	27569814	28031919	Common_low
GUF1	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	1	CNVR_69	6	63402550	67423466	0	0	0	0	0	Common_low
GULP1	1	CNVR_14	2	7457310	8521798	2	CNVR_66	2	7550253	8355987	1	CNVR_14	2	7457310	8521798	1	CNVR_47	2	7492224	8025628	Common_low
GYS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_630	18	55442888	55807264	Common_low
H1-12	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	Common_low
H1-2	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	Common_low
H1-3	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	Common_low
H2AC6	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	Common_low
H2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CNVR_94	3	20732147	20802121	Common_low
H2BC5	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	1	CNVR_210	23	31338261	31707092	0	0	0	0	0	Common_low
